name,prestige_raw,prestige_scaled,instagram_followers,appearance_count,prestige_percentile,rfm,gender
model_01792,0.000201,200.649525,3700.0,95,87.772194,17.967213,female
model_08932,0.000201,200.587992,,175,87.76023,22.060606,female
model_06705,0.0002,200.461839,,130,87.748265,19.548387,female
model_07015,0.0002,199.603539,,146,87.736301,17.0,female
model_03482,0.000199,199.388945,,211,87.724336,,
model_00188,0.000199,199.336958,,120,87.712371,,unknown
model_05893,0.000199,199.240652,11200.0,147,87.700407,18.580645,female
model_09961,0.000199,198.9107,3500.0,150,87.688442,,
model_03988,0.000199,198.576929,989800.0,115,87.676478,25.859155,female
model_06206,0.000199,198.567192,,132,87.664513,18.131148,female
model_05338,0.000198,198.487842,,119,87.652548,15.65812,female
model_02658,0.000198,198.391631,,237,87.640584,18.580645,female
model_07511,0.000198,198.244333,,82,87.628619,20.444444,female
model_02213,0.000198,198.19088,,87,87.616655,16.666667,female
model_08006,0.000198,197.970524,,63,87.60469,20.590164,female
model_02728,0.000198,197.592666,,174,87.592726,15.310345,female
model_06020,0.000197,197.033077,,100,87.580761,,
model_06872,0.000197,196.81404,,121,87.568796,17.639344,female
model_02401,0.000197,196.758259,,167,87.556832,15.145299,female
model_03268,0.000197,196.676654,3500.0,62,87.544867,17.639344,female
model_04921,0.000196,196.325091,5000.0,76,87.532903,19.174603,female
model_08342,0.000196,196.14787,,98,87.520938,18.95082,female
model_05965,0.000196,195.659545,11900.0,226,87.508973,16.327869,female
model_04364,0.000195,195.296426,,190,87.497009,,unknown
model_02256,0.000195,195.282909,3200.0,134,87.485044,11.042254,male
model_05653,0.000195,195.146147,510000.0,282,87.47308,17.311475,female
model_04712,0.000195,195.067027,64500.0,94,87.461115,16.983607,female
model_00604,0.000195,194.979951,,56,87.449151,19.225806,female
model_00408,0.000194,194.453551,,135,87.437186,17.967213,female
model_09933,0.000194,194.407211,2900.0,50,87.425221,3.322034,male
model_01520,0.000194,194.39797,46500.0,88,87.413257,17.639344,female
model_09440,0.000194,193.737527,29900.0,176,87.401292,15.661017,female
model_04035,0.000194,193.624928,,156,87.389328,16.168067,female
model_09126,0.000194,193.536914,,181,87.377363,18.95082,female
model_03972,0.000193,193.459143,,89,87.365398,15.655172,female
model_05217,0.000193,192.521642,206500.0,109,87.353434,14.965517,female
model_01722,0.000193,192.509519,736500.0,172,87.341469,,
model_07043,0.000192,192.301387,,185,87.329505,,
model_07037,0.000192,192.13405,,75,87.31754,16.0,female
model_02005,0.000192,191.595322,14600.0,73,87.305575,,
model_04791,0.000191,191.484833,3700.0,77,87.293611,16.666667,female
model_09731,0.000191,191.403613,106200.0,98,87.281646,14.119658,female
model_05838,0.000191,191.253184,,146,87.269682,18.131148,female
model_05005,0.000191,191.250938,3700.0,105,87.257717,15.661017,female
model_00053,0.000191,191.097506,5600.0,55,87.245753,13.192982,female
model_02131,0.000191,190.578559,,364,87.233788,16.666667,female
model_08788,0.00019,189.730948,3700.0,176,87.221823,16.983607,female
model_07585,0.00019,189.608365,,96,87.209859,2.305085,male
model_01259,0.000189,189.470375,,172,87.197894,16.327869,female
model_01213,0.000188,188.39824,,163,87.18593,16.307692,male
model_02856,0.000188,188.381171,8800.0,148,87.173965,15.661017,female
model_04355,0.000188,187.846235,,120,87.162,18.622951,female
model_08408,0.000188,187.609487,,195,87.150036,16.983607,female
model_01479,0.000188,187.58663,23800.0,62,87.138071,18.0,female
model_00804,0.000187,187.481878,,278,87.126107,14.290598,female
model_01357,0.000187,187.249012,45700.0,138,87.114142,12.333333,male
model_10134,0.000187,186.737183,,188,87.102178,19.75,female
model_00425,0.000186,185.975327,,87,87.090213,15.145299,female
model_06605,0.000186,185.825714,553700.0,228,87.078248,,
model_05002,0.000186,185.700458,,226,87.066284,17.967213,female
model_04549,0.000185,185.46803,1400.0,98,87.054319,16.0,female
model_06740,0.000185,185.404443,,144,87.042355,16.983607,female
model_09253,0.000185,185.122514,10400.0,75,87.03039,17.967213,female
model_05035,0.000185,184.845393,,107,87.018425,17.639344,female
model_05992,0.000184,184.416584,,160,87.006461,16.983607,female
model_02168,0.000184,184.258593,,131,86.994496,16.983607,female
model_03436,0.000184,184.213379,1600.0,143,86.982532,17.639344,female
model_09203,0.000184,183.590423,60400.0,96,86.970567,17.639344,female
model_03119,0.000183,183.146834,,53,86.958603,14.965517,female
model_08770,0.000183,183.103879,,181,86.946638,13.931034,female
model_00196,0.000183,183.015498,,232,86.934673,14.983051,female
model_03995,0.000183,182.927328,,141,86.922709,15.145299,female
model_09600,0.000183,182.809121,,163,86.910744,,
model_08910,0.000182,181.963081,107200.0,64,86.89878,16.666667,female
model_08681,0.000182,181.718476,1600.0,87,86.886815,14.983051,female
model_06230,0.000182,181.712749,,104,86.87485,16.0,female
model_00048,0.000182,181.622181,24200.0,121,86.862886,9.0,male
model_00850,0.000182,181.564169,23400.0,197,86.850921,15.322034,female
model_00393,0.000181,180.830599,,91,86.838957,18.068966,female
model_02187,0.00018,180.108155,,55,86.826992,16.666667,female
model_03656,0.00018,179.732388,,198,86.815028,,
model_08150,0.000179,179.467709,,120,86.803063,17.666667,female
model_05870,0.000179,179.410542,,110,86.791098,14.62069,female
model_09471,0.000179,179.280531,23800.0,48,86.779134,,unknown
model_05738,0.000179,178.933822,,174,86.767169,18.622951,female
model_08725,0.000179,178.583373,3400000.0,318,86.755205,21.3125,female
model_04396,0.000178,177.915854,19300.0,154,86.74324,10.571429,male
model_00468,0.000177,177.468649,,96,86.731275,16.983607,female
model_01381,0.000177,177.018253,632900.0,204,86.719311,16.983607,female
model_05389,0.000177,177.008159,,154,86.707346,,
model_02779,0.000177,176.988601,,144,86.695382,14.62069,female
model_09039,0.000177,176.835642,,79,86.683417,6.903226,male
model_01247,0.000177,176.661174,,166,86.671453,18.857143,female
model_04171,0.000177,176.535272,,62,86.659488,,
model_05550,0.000177,176.521227,,97,86.647523,18.564103,female
model_06148,0.000176,176.478533,,76,86.635559,16.983607,female
model_06725,0.000176,175.641499,,157,86.623594,16.5,female
model_04522,0.000176,175.625306,,78,86.61163,16.677966,female
model_00346,0.000175,175.399527,,139,86.599665,17.935484,female
model_00529,0.000175,175.397393,,152,86.5877,16.983607,female
model_08789,0.000175,175.072855,2400.0,80,86.575736,16.677966,female
model_01561,0.000175,174.862152,,113,86.563771,17.639344,female
model_05505,0.000175,174.730915,,87,86.551807,16.677966,female
model_07038,0.000175,174.692582,13800.0,118,86.539842,16.0,female
model_09155,0.000175,174.510668,,159,86.527877,18.580645,female
model_02112,0.000174,174.236048,9000.0,158,86.515913,,unknown
model_08267,0.000174,173.790557,,147,86.503948,17.0,female
model_10153,0.000174,173.578077,,82,86.491984,17.0,female
model_04468,0.000173,173.459238,,135,86.480019,19.4375,female
model_08062,0.000173,173.237299,1200.0,119,86.468055,3.145299,male
model_02688,0.000173,173.026611,3200.0,60,86.45609,13.54386,female
model_01987,0.000173,172.710853,,64,86.444125,16.983607,female
model_08027,0.000173,172.557539,,104,86.432161,14.62069,female
model_07798,0.000173,172.550822,,99,86.420196,17.639344,female
model_09197,0.000173,172.522052,29300.0,202,86.408232,15.310345,female
model_08192,0.000172,172.498395,,177,86.396267,16.333333,female
model_03725,0.000172,172.221635,2500.0,101,86.384302,17.967213,female
model_07425,0.000172,172.150227,6600.0,71,86.372338,16.666667,female
model_10068,0.000172,172.101448,10500.0,131,86.360373,4.952381,male
model_09413,0.000172,172.01254,,87,86.348409,16.983607,female
model_08312,0.000172,171.807385,,77,86.336444,19.225806,female
model_00929,0.000172,171.785908,,215,86.32448,14.275862,female
model_02666,0.000172,171.76991,,137,86.312515,15.322034,female
model_03788,0.000172,171.646298,,109,86.30055,17.008403,female
model_04400,0.000171,171.280821,,118,86.288586,13.473684,male
model_07620,0.000171,171.210329,11400.0,74,86.276621,17.612903,female
model_08329,0.000171,171.209001,18700.0,83,86.264657,16.0,female
model_05776,0.000171,171.208563,,175,86.252692,15.661017,female
model_00411,0.000171,170.966442,,186,86.240727,16.333333,female
model_08335,0.000171,170.916899,,113,86.228763,20.262295,female
model_04607,0.000171,170.666692,,102,86.216798,16.17094,female
model_00972,0.00017,170.398925,,159,86.204834,16.333333,female
model_00365,0.00017,170.360987,17800.0,109,86.192869,14.526316,male
model_09178,0.00017,170.347466,,66,86.180905,17.0,female
model_04197,0.00017,170.16002,7500.0,84,86.16894,17.0,female
model_02656,0.00017,169.966554,2900.0,94,86.156975,,unknown
model_05603,0.00017,169.754366,,126,86.145011,15.655172,female
model_06083,0.00017,169.659749,98100.0,247,86.133046,17.0,female
model_00641,0.00017,169.524145,,105,86.121082,19.149606,female
model_02472,0.00017,169.512722,,127,86.109117,16.983607,female
model_00581,0.000169,169.459754,,92,86.097152,15.661017,female
model_00625,0.000169,169.199099,,200,86.085188,14.965517,female
model_07779,0.000169,169.111727,,120,86.073223,16.333333,female
model_00628,0.000169,168.820017,19600.0,188,86.061259,14.983051,female
model_08043,0.000169,168.782084,4600.0,78,86.049294,14.965517,female
model_09433,0.000169,168.67286,10300.0,91,86.03733,19.174603,female
model_06291,0.000169,168.506097,12300.0,102,86.025365,16.338983,female
model_02794,0.000168,168.412072,,120,86.0134,11.042254,male
model_09657,0.000168,168.296381,2500.0,88,86.001436,15.428571,male
model_06180,0.000168,167.904689,2500.0,52,85.989471,16.666667,female
model_07375,0.000168,167.81504,31700.0,96,85.977507,17.639344,female
model_03703,0.000168,167.602867,,81,85.965542,16.333333,female
model_03625,0.000167,167.482029,,104,85.953577,16.983607,female
model_08434,0.000167,167.298797,,41,85.941613,19.809524,female
model_01362,0.000167,167.184486,,136,85.929648,12.333333,male
model_00335,0.000167,167.129281,,146,85.917684,,
model_07230,0.000167,166.992445,,159,85.905719,18.903226,female
model_04726,0.000167,166.829377,12800.0,122,85.893754,15.655172,female
model_06250,0.000167,166.666596,40400.0,135,85.88179,,unknown
model_00191,0.000167,166.652108,9800.0,110,85.869825,11.605634,male
model_04017,0.000167,166.610137,,208,85.857861,18.622951,female
model_08942,0.000167,166.571299,3100.0,181,85.845896,11.042254,male
model_02471,0.000166,166.215176,,157,85.833932,17.639344,female
model_00116,0.000166,166.097046,3200.0,72,85.821967,,unknown
model_03642,0.000166,166.068782,,63,85.810002,16.677966,female
model_09970,0.000166,165.572264,4100.0,53,85.798038,14.62069,female
model_00744,0.000165,165.356073,,132,85.786073,16.983607,female
model_08879,0.000165,165.327854,12000.0,104,85.774109,12.842105,female
model_01099,0.000165,165.203255,,136,85.762144,,
model_03432,0.000165,165.171726,1100000.0,219,85.750179,17.967213,female
model_09966,0.000165,165.107422,,247,85.738215,11.323944,male
model_09225,0.000165,165.083691,,124,85.72625,9.48105,male
model_00236,0.000165,165.043819,,129,85.714286,17.639344,female
model_08407,0.000165,164.677825,7200.0,243,85.702321,18.258065,female
model_05425,0.000164,164.120187,8800.0,76,85.690357,16.983607,female
model_02989,0.000164,164.014071,13000.0,69,85.678392,20.88189,female
model_00513,0.000164,163.816323,,61,85.666427,14.62069,female
model_04453,0.000163,163.495268,,103,85.654463,1.241379,male
model_00177,0.000163,163.442803,,71,85.642498,,unknown
model_06038,0.000163,163.075696,13000.0,117,85.630534,,
model_02624,0.000163,163.044924,131100.0,195,85.618569,,
model_03125,0.000163,162.83395,2900.0,83,85.606604,14.983051,female
model_08680,0.000162,162.459744,,128,85.59464,17.311475,female
model_05672,0.000162,162.342947,,134,85.582675,16.17094,female
model_09053,0.000162,162.214193,65900.0,65,85.570711,18.372881,female
model_02023,0.000162,162.058399,21300.0,135,85.558746,4.0,male
model_02787,0.000162,161.916574,,142,85.546782,14.526316,male
model_09363,0.000162,161.702781,,165,85.534817,16.666667,female
model_10055,0.000161,161.063606,,92,85.522852,17.0,female
model_06036,0.000161,161.042868,,89,85.510888,11.777778,male
model_00544,0.000161,160.961774,,110,85.498923,17.639344,female
model_09465,0.00016,159.874597,,99,85.486959,,
model_06317,0.00016,159.815808,10600.0,110,85.474994,,unknown
model_06155,0.000159,159.321266,,57,85.463029,19.04,female
model_02704,0.000159,159.264792,60300.0,132,85.451065,12.055556,male
model_07526,0.000159,158.706292,20100.0,271,85.4391,4.0,male
model_04772,0.000159,158.705218,33500.0,162,85.427136,,
model_04572,0.000159,158.703278,6200.0,129,85.415171,18.580645,female
model_00914,0.000159,158.699433,,80,85.403207,16.0,female
model_03059,0.000158,158.352326,996.0,49,85.391242,16.666667,female
model_08255,0.000158,158.270839,68800.0,124,85.379277,17.0,female
model_04444,0.000158,158.145321,,74,85.367313,,
model_03783,0.000158,158.070398,,105,85.355348,,unknown
model_04698,0.000158,157.848783,,168,85.343384,4.983607,male
model_08862,0.000158,157.744106,,106,85.331419,,
model_05979,0.000158,157.51212,31700.0,134,85.319454,18.903226,female
model_08082,0.000157,157.041146,,142,85.30749,15.65812,female
model_09411,0.000157,157.028019,,125,85.295525,14.275862,female
model_09997,0.000157,156.807412,,219,85.283561,16.983607,female
model_03795,0.000157,156.631334,,47,85.271596,16.983607,female
model_03879,0.000157,156.541023,,30,85.259631,16.0,female
model_04199,0.000156,156.400977,51500.0,56,85.247667,14.947368,female
model_06048,0.000156,156.370774,18200.0,98,85.235702,16.333333,female
model_06309,0.000156,156.220344,,69,85.223738,18.131148,female
model_03308,0.000156,156.203965,1400.0,49,85.211773,,unknown
model_04125,0.000156,155.9779,,43,85.199809,17.666667,female
model_02236,0.000156,155.94879,,159,85.187844,,
model_05303,0.000156,155.948561,,55,85.175879,17.935484,female
model_10035,0.000156,155.816625,,121,85.163915,,
model_08700,0.000156,155.790986,,114,85.15195,10.857143,male
model_09058,0.000156,155.673216,,115,85.139986,16.17094,female
model_09557,0.000155,155.490439,43300.0,93,85.128021,,
model_03705,0.000155,155.325184,17200.0,157,85.116056,13.189189,male
model_06687,0.000155,155.175045,4100.0,90,85.104092,16.333333,female
model_01613,0.000155,154.958399,,61,85.092127,,unknown
model_08078,0.000155,154.815212,148100.0,157,85.080163,,
model_06900,0.000155,154.703527,,87,85.068198,,unknown
model_09845,0.000155,154.647401,3600.0,131,85.056234,2.983051,male
model_01091,0.000155,154.59882,3200.0,38,85.044269,17.0,female
model_07144,0.000155,154.570993,,142,85.032304,15.649123,female
model_09536,0.000155,154.504486,,85,85.02034,18.903226,female
model_00004,0.000154,154.344144,,145,85.008375,,unknown
model_06111,0.000154,154.28756,,106,84.996411,15.322034,female
model_07195,0.000154,154.133724,6900.0,113,84.984446,12.450704,male
model_02677,0.000154,154.022808,,328,84.972481,16.983607,female
model_06213,0.000154,153.97376,,60,84.960517,17.666667,female
model_03667,0.000154,153.968833,,116,84.948552,,
model_02041,0.000154,153.953259,,104,84.936588,15.495798,female
model_05588,0.000154,153.908723,3400.0,134,84.924623,14.965517,female
model_07141,0.000154,153.902109,34100.0,95,84.912659,22.478873,female
model_02036,0.000154,153.790882,,137,84.900694,,
model_08840,0.000154,153.786291,,103,84.888729,,
model_02954,0.000154,153.508639,11700.0,244,84.876765,14.62069,female
model_02258,0.000153,153.498109,71800.0,128,84.8648,18.622951,female
model_08007,0.000153,152.871854,2600.0,44,84.852836,,unknown
model_06685,0.000153,152.716408,8200.0,127,84.840871,14.62069,female
model_09840,0.000153,152.56322,13200.0,81,84.828906,,
model_06342,0.000152,152.168023,,87,84.816942,17.967213,female
model_00010,0.000152,151.860719,2100.0,66,84.804977,10.478873,male
model_05054,0.000152,151.761353,8500.0,121,84.793013,16.983607,female
model_01325,0.000152,151.656854,4200.0,68,84.781048,,
model_06918,0.000152,151.534311,4100.0,80,84.769084,13.5,female
model_00045,0.000152,151.526996,,70,84.757119,,
model_04395,0.000151,151.420974,4600.0,104,84.745154,16.101911,male
model_00957,0.000151,151.021088,10600.0,74,84.73319,17.639344,female
model_07892,0.000151,150.959972,10400.0,230,84.721225,17.164557,male
model_05108,0.000151,150.722907,85400.0,100,84.709261,16.0,female
model_08086,0.000151,150.574926,,126,84.697296,17.311475,female
model_03989,0.00015,150.478885,57400.0,119,84.685331,14.965517,female
model_01472,0.00015,150.289481,,88,84.673367,10.086957,male
model_05083,0.00015,150.049188,,92,84.661402,20.375,female
model_03869,0.00015,150.048705,,126,84.649438,17.639344,female
model_03913,0.00015,150.028221,14100.0,71,84.637473,6.622951,male
model_03202,0.00015,149.58371,,96,84.625508,17.580247,male
model_07170,0.000149,149.336652,79800.0,99,84.613544,16.983607,female
model_10052,0.000149,149.205584,,176,84.601579,14.983051,female
model_06470,0.000149,149.120822,,81,84.589615,17.639344,female
model_01065,0.000149,149.093894,,234,84.57765,18.857143,female
model_02059,0.000149,148.915753,38100.0,53,84.565686,,
model_06023,0.000149,148.760346,4300.0,65,84.553721,12.695652,male
model_05207,0.000149,148.665006,,42,84.541756,18.95082,female
model_04946,0.000149,148.620152,,167,84.529792,17.935484,female
model_01545,0.000149,148.576408,,181,84.517827,4.0,male
model_02209,0.000148,147.930141,,147,84.505863,16.223634,male
model_03631,0.000148,147.543888,,334,84.493898,20.88189,female
model_00943,0.000147,147.457637,,107,84.481933,20.126984,female
model_02992,0.000147,146.898085,,157,84.469969,19.174603,female
model_00232,0.000147,146.740418,,64,84.458004,11.323944,male
model_10070,0.000145,145.409443,,199,84.44604,,
model_04582,0.000145,145.369768,,130,84.434075,,
model_00564,0.000145,145.343095,73300.0,184,84.422111,14.947368,female
model_00517,0.000145,145.037704,,248,84.410146,16.333333,female
model_07555,0.000145,144.88369,,73,84.398181,15.487179,female
model_03903,0.000145,144.870721,10400.0,140,84.386217,17.639344,female
model_09639,0.000145,144.766287,,125,84.374252,,
model_01372,0.000145,144.755206,,349,84.362288,19.278689,female
model_06907,0.000145,144.591181,2400.0,71,84.350323,16.338983,female
model_07870,0.000144,144.461123,69200.0,97,84.338358,4.338983,male
model_08841,0.000144,144.43263,,185,84.326394,17.967213,female
model_02520,0.000144,144.332239,,97,84.314429,,unknown
model_06304,0.000144,144.304743,7300.0,98,84.302465,11.042254,male
model_07615,0.000144,144.291762,9300.0,99,84.2905,13.241379,female
model_09607,0.000144,143.623613,,116,84.278536,17.967213,female
model_01927,0.000143,143.43407,13000.0,87,84.266571,17.311475,female
model_09100,0.000143,143.106848,,56,84.254606,18.333333,female
model_04950,0.000143,143.057908,15700.0,47,84.242642,16.333333,female
model_01822,0.000143,143.026463,6600.0,74,84.230677,20.251969,female
model_09761,0.000143,143.020325,43400.0,76,84.218713,15.168831,male
model_00728,0.000143,143.013571,,176,84.206748,,
model_02086,0.000143,142.955843,3600.0,75,84.194783,18.95082,female
model_02584,0.000143,142.895664,2800.0,44,84.182819,19.174603,female
model_05464,0.000143,142.864506,,128,84.170854,13.54386,female
model_01798,0.000143,142.517603,,126,84.15889,14.965517,female
model_00215,0.000142,142.44538,3500.0,106,84.146925,,
model_07663,0.000142,142.237805,,63,84.134961,,unknown
model_09544,0.000142,142.134278,30700.0,181,84.122996,,unknown
model_10163,0.000142,142.132603,,183,84.111031,16.983607,female
model_05775,0.000142,142.129024,8600.0,74,84.099067,16.0,female
model_04290,0.000142,142.086406,,71,84.087102,,unknown
model_09088,0.000142,142.047539,,60,84.075138,20.444444,female
model_03579,0.000142,141.923071,,147,84.063173,16.983607,female
model_05460,0.000142,141.741536,,89,84.051208,,unknown
model_04260,0.000142,141.598617,16100.0,94,84.039244,16.666667,female
model_05137,0.000141,141.484414,,89,84.027279,20.6875,female
model_03250,0.000141,141.294671,,137,84.015315,,
model_03277,0.000141,140.964369,10800.0,29,84.00335,16.666667,female
model_09928,0.000141,140.813293,1700.0,64,83.991385,13.931034,female
model_06599,0.000141,140.810825,,146,83.979421,18.622951,female
model_04821,0.000141,140.628227,,74,83.967456,,
model_03670,0.000141,140.536204,2000.0,38,83.955492,17.639344,female
model_00327,0.00014,140.476966,,172,83.943527,16.983607,female
model_00987,0.00014,140.373274,,134,83.931563,16.983607,female
model_02610,0.00014,140.14306,,134,83.919598,16.333333,female
model_00892,0.00014,139.849262,,133,83.907633,16.666667,female
model_03749,0.00014,139.785076,,199,83.895669,16.983607,female
model_04140,0.000139,139.485319,1100000.0,128,83.883704,19.0,female
model_07108,0.000139,139.45028,2400.0,58,83.87174,17.935484,female
model_09875,0.000139,139.287457,5700.0,215,83.859775,,
model_07140,0.000139,138.850007,,94,83.84781,18.622951,female
model_02848,0.000139,138.841695,,119,83.835846,17.311475,female
model_03329,0.000139,138.752679,796300.0,72,83.823881,,
model_01295,0.000138,138.382117,,90,83.811917,16.512821,female
model_02469,0.000138,138.326583,,105,83.799952,19.937008,female
model_03599,0.000138,138.140189,,107,83.787988,,
model_03535,0.000138,138.138293,,141,83.776023,,
model_01492,0.000138,137.775144,12500.0,61,83.764058,17.639344,female
model_06501,0.000138,137.719929,6000.0,73,83.752094,17.311475,female
model_03803,0.000138,137.652692,,65,83.740129,,
model_03402,0.000138,137.635502,3600000.0,213,83.728165,,
model_05973,0.000138,137.573722,6100.0,55,83.7162,14.983051,female
model_02121,0.000138,137.548881,,168,83.704235,16.504202,female
model_04231,0.000138,137.504522,5500.0,140,83.692271,8.0,male
model_00632,0.000137,137.397823,,126,83.680306,17.639344,female
model_01754,0.000137,137.349334,5900.0,89,83.668342,17.311475,female
model_04513,0.000137,137.294712,,120,83.656377,,
model_00553,0.000137,137.141288,,93,83.644413,16.819672,female
model_06238,0.000137,136.89638,,159,83.632448,17.639344,female
model_03900,0.000137,136.832089,5400.0,83,83.620483,,
model_01180,0.000136,136.424138,,140,83.608519,16.338983,female
model_00340,0.000136,136.419931,,164,83.596554,15.666667,female
model_06794,0.000136,136.135441,,53,83.58459,18.0,female
model_02519,0.000136,136.099609,,136,83.572625,3.322034,male
model_06519,0.000136,136.049376,,164,83.56066,,unknown
model_06671,0.000136,135.96191,2100.0,43,83.548696,18.580645,female
model_09068,0.000136,135.874687,,115,83.536731,19.174603,female
model_03768,0.000136,135.862394,1000.0,54,83.524767,16.0,female
model_08257,0.000136,135.857798,5700.0,113,83.512802,11.605634,male
model_06001,0.000136,135.811956,,55,83.500838,17.333333,female
model_05074,0.000136,135.646514,,147,83.488873,18.131148,female
model_00656,0.000136,135.628215,,116,83.476908,16.0,female
model_05142,0.000136,135.551476,20600.0,119,83.464944,19.492063,female
model_00355,0.000135,135.438623,,206,83.452979,17.290323,female
model_07807,0.000135,135.357919,6500.0,66,83.441015,13.586207,female
model_09962,0.000135,135.353948,374.0,57,83.42905,16.333333,female
model_03960,0.000135,134.760159,,95,83.417085,12.493151,male
model_01569,0.000135,134.558824,,114,83.405121,15.592357,male
model_00811,0.000134,134.464465,,121,83.393156,12.493151,male
model_05218,0.000134,134.358535,7700000.0,135,83.381192,19.050847,female
model_06533,0.000134,134.294768,4100.0,50,83.369227,20.6875,female
model_04298,0.000134,134.287771,6600.0,83,83.357263,18.622951,female
model_03244,0.000134,134.284561,,179,83.345298,17.639344,female
model_03607,0.000134,134.134368,3800.0,58,83.333333,18.295082,female
model_08504,0.000134,133.90116,,84,83.321369,16.983607,female
model_07751,0.000134,133.711327,,79,83.309404,17.639344,female
model_04966,0.000134,133.701985,,89,83.29744,17.935484,female
model_07399,0.000134,133.676516,,61,83.285475,15.666667,female
model_09159,0.000133,133.480139,3000.0,45,83.27351,12.727273,female
model_01750,0.000133,133.416258,,76,83.261546,15.333333,female
model_01806,0.000133,133.37692,,91,83.249581,,
model_06758,0.000133,133.353593,,88,83.237617,,
model_01937,0.000133,133.130207,,173,83.225652,22.060606,female
model_03690,0.000133,133.101612,,119,83.213687,14.0,male
model_05701,0.000133,133.054461,26900.0,99,83.201723,9.189504,male
model_02551,0.000133,133.050977,,89,83.189758,13.931034,female
model_04052,0.000133,133.031814,,94,83.177794,14.275862,female
model_01322,0.000133,132.94201,209200.0,173,83.165829,,unknown
model_03325,0.000133,132.52945,9400.0,76,83.153865,,
model_00058,0.000132,132.238084,,113,83.1419,23.058824,female
model_02038,0.000132,132.220224,,60,83.129935,18.580645,female
model_01279,0.000132,132.157257,7400.0,66,83.117971,17.639344,female
model_07119,0.000132,132.150862,,81,83.106006,,
model_03069,0.000132,132.087305,1900.0,61,83.094042,14.62069,female
model_06586,0.000132,132.058264,,62,83.082077,12.666667,female
model_09251,0.000132,132.000901,57400.0,72,83.070112,16.333333,female
model_03430,0.000132,131.552543,7600.0,48,83.058148,19.809524,female
model_03364,0.000131,131.405367,1900.0,96,83.046183,19.225806,female
model_02836,0.000131,131.387532,800.0,54,83.034219,16.333333,female
model_07124,0.000131,131.349135,60900.0,141,83.022254,13.5,female
model_02710,0.000131,131.284659,,112,83.01029,,
model_05823,0.000131,130.914273,,173,82.998325,17.639344,female
model_08793,0.000131,130.882833,,40,82.98636,14.983051,female
model_01892,0.00013,130.310764,,133,82.974396,17.639344,female
model_04575,0.00013,130.277115,98100.0,116,82.962431,,
model_05909,0.00013,130.210555,12500.0,45,82.950467,14.965517,female
model_00367,0.00013,129.917755,7200.0,106,82.938502,,unknown
model_02443,0.00013,129.89059,,135,82.926537,16.0,female
model_08064,0.00013,129.855334,,29,82.914573,,unknown
model_08331,0.00013,129.772977,3900.0,42,82.902608,14.965517,female
model_04369,0.000129,129.394714,8800.0,87,82.890644,3.145299,male
model_02913,0.000129,129.342669,,127,82.878679,,
model_03360,0.000129,129.269083,206500.0,180,82.866715,15.145299,female
model_07867,0.000129,129.209944,,86,82.85475,17.0,male
model_00498,0.000129,129.198728,,105,82.842785,17.639344,female
model_02708,0.000129,129.193311,,80,82.830821,11.5,male
model_02165,0.000129,129.139885,,216,82.818856,,
model_04126,0.000129,129.028528,5700.0,72,82.806892,17.311475,female
model_07734,0.000129,128.890826,22000.0,100,82.794927,,
model_01148,0.000129,128.824428,,113,82.782962,16.666667,female
model_06335,0.000129,128.598861,,35,82.770998,,unknown
model_07337,0.000129,128.530921,,142,82.759033,17.512605,female
model_00099,0.000128,128.430657,,140,82.747069,,
model_07829,0.000128,128.337569,74900.0,111,82.735104,16.0,female
model_01062,0.000128,127.931269,,83,82.72314,19.278689,female
model_06451,0.000128,127.602845,,60,82.711175,14.245614,female
model_03368,0.000127,127.323188,,174,82.69921,12.896552,female
model_00311,0.000127,127.312288,,172,82.687246,4.17094,male
model_08648,0.000127,127.07471,1300.0,92,82.675281,13.72973,male
model_05498,0.000127,126.995662,,96,82.663317,16.983607,female
model_05868,0.000127,126.578358,424.0,83,82.651352,,unknown
model_01461,0.000126,126.454247,,119,82.639387,6.0,male
model_06076,0.000126,126.420927,3900.0,52,82.627423,17.967213,female
model_00331,0.000126,125.92919,249600.0,89,82.615458,16.666667,female
model_06382,0.000126,125.774531,,37,82.603494,16.168067,female
model_08443,0.000126,125.715619,,73,82.591529,,unknown
model_09044,0.000126,125.708355,15100.0,26,82.579564,,
model_00789,0.000126,125.705512,17000.0,38,82.5676,27.052632,female
model_01298,0.000125,125.45767,,75,82.555635,,
model_06751,0.000125,125.377221,34200.0,179,82.543671,,
model_05526,0.000125,125.315225,,106,82.531706,20.0625,female
model_00893,0.000125,125.177757,10800.0,60,82.519742,16.0,female
model_01194,0.000125,125.064935,,94,82.507777,,unknown
model_01592,0.000125,124.959104,,89,82.495812,,
model_07200,0.000125,124.758672,,132,82.483848,15.322034,female
model_00399,0.000125,124.721032,5000.0,30,82.471883,16.327869,female
model_01902,0.000125,124.604944,3700.0,51,82.459919,16.826446,female
model_01622,0.000125,124.602048,48900.0,93,82.447954,14.62069,female
model_04313,0.000124,124.370025,48800.0,93,82.435989,18.295082,female
model_06365,0.000124,124.328025,,44,82.424025,17.666667,female
model_04859,0.000124,124.260128,,60,82.41206,14.133333,male
model_02304,0.000124,124.041251,11100.0,133,82.400096,,
model_01702,0.000124,124.025232,,183,82.388131,16.677966,female
model_05975,0.000124,123.873045,,60,82.376167,20.590164,female
model_07993,0.000124,123.635784,2800.0,63,82.364202,,
