name,prestige_raw,prestige_scaled,instagram_followers,appearance_count,prestige_percentile,rfm,gender
model_07699,6e-06,6.146284,,19,31.526681,17.0,female
model_02432,6e-06,6.143218,,27,31.514716,15.495798,female
model_01059,6e-06,6.136457,,22,31.502752,17.0,female
model_04815,6e-06,6.129145,,4,31.490787,18.295082,female
model_04227,6e-06,6.124684,,9,31.478823,,
model_01512,6e-06,6.120214,,35,31.466858,19.307087,female
model_01138,6e-06,6.110328,,11,31.454894,,
model_03965,6e-06,6.109245,,6,31.442929,,
model_09024,6e-06,6.105491,139900.0,30,31.430964,,unknown
model_08130,6e-06,6.096825,,12,31.419,16.666667,female
model_01558,6e-06,6.08489,,70,31.407035,18.857143,female
model_02056,6e-06,6.07991,,4,31.395071,16.983607,female
model_10086,6e-06,6.077718,17100.0,25,31.383106,13.54386,female
model_05256,6e-06,6.06196,,15,31.371141,19.548387,female
model_09446,6e-06,6.055738,,3,31.359177,13.142857,female
model_00359,6e-06,6.049966,,37,31.347212,19.225806,female
model_07906,6e-06,6.049872,,4,31.335248,18.903226,female
model_04372,6e-06,6.044928,46900.0,16,31.323283,19.278689,female
model_05397,6e-06,6.041026,,9,31.311318,17.666667,female
model_02072,6e-06,6.037759,,23,31.299354,16.0,female
model_02127,6e-06,6.037753,,30,31.287389,14.983051,female
model_02370,6e-06,6.02836,,78,31.275425,18.622951,female
model_09462,6e-06,6.024171,,22,31.26346,18.131148,female
model_06028,6e-06,6.016022,31900.0,7,31.251496,,
model_04473,6e-06,5.99384,,4,31.239531,,
model_08620,6e-06,5.969975,,13,31.227566,18.295082,female
model_01036,6e-06,5.948859,,7,31.215602,17.311475,female
model_03862,6e-06,5.94081,73200.0,29,31.203637,13.931034,female
model_08777,6e-06,5.938868,,3,31.191673,16.666667,female
model_00731,6e-06,5.936934,,7,31.179708,14.965517,female
model_03139,6e-06,5.916786,,12,31.167743,17.333333,female
model_05292,6e-06,5.915767,,22,31.155779,15.655172,female
model_04269,6e-06,5.904924,,5,31.143814,18.95082,female
model_01221,6e-06,5.902532,,11,31.13185,23.692308,female
model_07062,6e-06,5.894639,,8,31.119885,16.327869,female
model_05688,6e-06,5.885405,,5,31.107921,,unknown
model_04882,6e-06,5.883,3900.0,7,31.095956,9.588235,male
model_04367,6e-06,5.869264,752.0,3,31.083991,,
model_09371,6e-06,5.868443,,3,31.072027,,unknown
model_07784,6e-06,5.868307,,35,31.060062,20.88189,female
model_02574,6e-06,5.862237,,62,31.048098,,
model_01729,6e-06,5.853619,9700.0,9,31.036133,18.903226,female
model_00474,6e-06,5.812045,12000.0,26,31.024168,19.548387,female
model_07382,6e-06,5.811877,,4,31.012204,16.983607,female
model_00778,6e-06,5.808224,1200000.0,54,31.000239,,
model_08092,6e-06,5.796529,2300.0,10,30.988275,18.580645,female
model_01276,6e-06,5.79138,,5,30.97631,5.846154,male
model_06529,6e-06,5.786599,,6,30.964346,17.967213,female
model_09109,6e-06,5.777517,,10,30.952381,16.983607,female
model_05291,6e-06,5.775362,,7,30.940416,20.186047,female
model_09751,6e-06,5.77356,,9,30.928452,18.857143,female
model_07580,6e-06,5.772903,,19,30.916487,22.567164,female
model_04121,6e-06,5.765561,,4,30.904523,,
model_09896,6e-06,5.764841,,14,30.892558,17.37931,female
model_04243,6e-06,5.759589,,31,30.880593,17.0,female
model_00716,6e-06,5.755213,,12,30.868629,17.311475,female
model_07899,6e-06,5.754502,,3,30.856664,14.461538,female
model_06632,6e-06,5.739638,,9,30.8447,16.983607,female
model_08152,6e-06,5.735259,,3,30.832735,15.688312,male
model_08377,6e-06,5.733967,,14,30.820771,,
model_01632,6e-06,5.730802,,11,30.808806,13.931034,female
model_05687,6e-06,5.722821,,7,30.796841,17.666667,female
model_05785,6e-06,5.716217,,4,30.784877,18.580645,female
model_06808,6e-06,5.707179,,24,30.772912,18.622951,female
model_07233,6e-06,5.70466,,19,30.760948,,
model_04503,6e-06,5.700055,,17,30.748983,16.333333,female
model_08979,6e-06,5.699277,,21,30.737018,18.857143,female
model_07744,6e-06,5.695761,,21,30.725054,21.426357,female
model_10091,6e-06,5.690759,,19,30.713089,13.894737,female
model_08955,6e-06,5.685338,4500.0,32,30.701125,25.142857,female
model_03152,6e-06,5.685129,,9,30.68916,20.193548,female
model_09953,6e-06,5.670693,,5,30.677196,15.655172,female
model_09035,6e-06,5.660067,,5,30.665231,17.639344,female
model_05874,6e-06,5.656055,,17,30.653266,15.333333,female
model_03838,6e-06,5.652345,,45,30.641302,17.311475,female
model_05619,6e-06,5.646401,,32,30.629337,17.311475,female
model_06956,6e-06,5.645905,4800.0,16,30.617373,21.0,female
model_03305,6e-06,5.644916,3600.0,14,30.605408,19.75,female
model_04723,6e-06,5.643966,206700.0,13,30.593443,19.225806,female
model_04941,6e-06,5.642188,,40,30.581479,16.666667,female
model_08262,6e-06,5.634212,,6,30.569514,16.0,female
model_02521,6e-06,5.616487,,4,30.55755,,unknown
model_02844,6e-06,5.611305,,8,30.545585,17.0,female
model_01824,6e-06,5.610934,119900.0,27,30.53362,16.0,female
model_00260,6e-06,5.602202,,10,30.521656,16.983607,female
model_08810,6e-06,5.598272,,25,30.509691,17.639344,female
model_07733,6e-06,5.597845,,29,30.497727,4.983607,male
model_08313,6e-06,5.592425,,22,30.485762,14.965517,female
model_05933,6e-06,5.591332,,3,30.473798,20.126984,female
model_00465,6e-06,5.589435,,6,30.461833,17.639344,female
model_05309,6e-06,5.588576,,3,30.449868,13.54386,female
model_00123,6e-06,5.588338,,27,30.437904,18.857143,female
model_03729,6e-06,5.587155,,29,30.425939,22.515152,female
model_05934,6e-06,5.580933,,14,30.413975,18.295082,female
model_05040,6e-06,5.572906,,8,30.40201,15.145299,female
model_01006,6e-06,5.568551,,4,30.390045,16.0,female
model_08354,6e-06,5.567007,,6,30.378081,16.344828,female
model_06109,6e-06,5.563524,,8,30.366116,16.655738,female
model_04268,6e-06,5.559846,875.0,4,30.354152,,
model_00386,6e-06,5.553556,,52,30.342187,,unknown
model_08801,6e-06,5.536746,,30,30.330223,16.677966,female
model_06618,6e-06,5.534026,,11,30.318258,18.580645,female
model_02645,6e-06,5.509385,,21,30.306293,15.661017,female
model_08020,6e-06,5.509297,,14,30.294329,15.661017,female
model_09651,6e-06,5.507022,,18,30.282364,11.438596,female
model_01979,6e-06,5.50334,,12,30.2704,,
model_04699,5e-06,5.487391,,3,30.258435,7.076923,male
model_09602,5e-06,5.46737,,38,30.24647,14.803419,female
model_02114,5e-06,5.463773,,9,30.234506,17.639344,female
model_07126,5e-06,5.458825,,3,30.222541,,unknown
model_07471,5e-06,5.45505,,17,30.210577,17.639344,female
model_03260,5e-06,5.445742,,5,30.198612,16.0,female
model_08732,5e-06,5.43464,,10,30.186648,,
model_06741,5e-06,5.433231,,8,30.174683,17.311475,female
model_00241,5e-06,5.429329,,91,30.162718,18.295082,female
model_01713,5e-06,5.427273,,6,30.150754,19.548387,female
model_04854,5e-06,5.40508,,6,30.138789,17.311475,female
model_08202,5e-06,5.400309,,4,30.126825,18.622951,female
model_07597,5e-06,5.397894,,9,30.11486,7.225806,male
model_07714,5e-06,5.396431,,23,30.102895,17.333333,female
model_08017,5e-06,5.39249,,10,30.090931,17.666667,female
model_03211,5e-06,5.390885,,13,30.078966,18.295082,female
model_09581,5e-06,5.38921,,8,30.067002,16.333333,female
model_02078,5e-06,5.378634,,3,30.055037,,
model_03257,5e-06,5.374528,,61,30.043073,20.918033,female
model_05038,5e-06,5.37319,,19,30.031108,17.333333,female
model_04438,5e-06,5.371793,,3,30.019143,18.131148,female
model_08829,5e-06,5.371666,,3,30.007179,17.612903,female
model_10145,5e-06,5.369271,,10,29.995214,9.797101,male
model_06189,5e-06,5.358997,54500.0,27,29.98325,16.17094,female
model_04380,5e-06,5.349292,,3,29.971285,14.965517,female
model_07356,5e-06,5.348508,18900.0,14,29.95932,14.245614,female
model_00242,5e-06,5.346382,,119,29.947356,19.225806,female
model_08121,5e-06,5.345624,,46,29.935391,15.661017,female
model_04702,5e-06,5.343195,,22,29.923427,17.0,female
model_02801,5e-06,5.342929,,7,29.911462,18.622951,female
model_06455,5e-06,5.332756,,11,29.899497,14.983051,female
model_08431,5e-06,5.325077,,17,29.887533,,
model_00614,5e-06,5.324459,,5,29.875568,,
model_00646,5e-06,5.31505,2200.0,3,29.863604,16.338983,female
model_07187,5e-06,5.311521,,8,29.851639,13.189189,male
model_01189,5e-06,5.310744,,3,29.839675,14.965517,female
model_06517,5e-06,5.304565,,11,29.82771,14.644068,female
model_04386,5e-06,5.300133,,4,29.815745,,
model_06774,5e-06,5.299635,,3,29.803781,16.983607,female
model_08201,5e-06,5.293297,,15,29.791816,15.661017,female
model_03975,5e-06,5.291997,,4,29.779852,19.75,female
model_02948,5e-06,5.287157,,17,29.767887,,unknown
model_04331,5e-06,5.284065,,20,29.755922,16.327869,female
model_05260,5e-06,5.281112,,6,29.743958,15.655172,female
model_01500,5e-06,5.262949,,7,29.731993,15.833333,female
model_00112,5e-06,5.260884,,48,29.720029,16.168067,female
model_01483,5e-06,5.260867,,26,29.708064,18.622951,female
model_00078,5e-06,5.253207,2200.0,9,29.6961,,
model_00213,5e-06,5.243264,,19,29.684135,17.639344,female
model_04872,5e-06,5.240005,2100.0,7,29.67217,14.983051,female
model_03778,5e-06,5.238076,,28,29.660206,29.157895,female
model_06846,5e-06,5.237857,,7,29.648241,16.0,female
model_04637,5e-06,5.234439,,7,29.636277,,
model_02679,5e-06,5.224998,,4,29.624312,,
model_06841,5e-06,5.222861,24400.0,16,29.612347,17.639344,female
model_05830,5e-06,5.210364,,14,29.600383,17.967213,female
model_01665,5e-06,5.198578,,3,29.588418,4.983607,male
model_02047,5e-06,5.197769,,8,29.576454,,unknown
model_02082,5e-06,5.19741,,34,29.564489,14.983051,female
model_07226,5e-06,5.187801,,9,29.552525,19.622047,female
model_05214,5e-06,5.186722,,26,29.54056,18.580645,female
model_05548,5e-06,5.185126,,27,29.528595,18.677165,female
model_09907,5e-06,5.17588,,16,29.516631,15.0,female
model_04077,5e-06,5.168395,,5,29.504666,16.169492,female
model_08686,5e-06,5.167538,,4,29.492702,14.62069,female
model_00737,5e-06,5.165073,,3,29.480737,18.580645,female
model_00444,5e-06,5.149645,12400.0,18,29.468772,17.0,female
model_06174,5e-06,5.139169,,19,29.456808,17.967213,female
model_03655,5e-06,5.127943,,7,29.444843,17.311475,female
model_09891,5e-06,5.127283,,36,29.432879,17.967213,female
model_02514,5e-06,5.099856,,12,29.420914,16.677966,female
model_04489,5e-06,5.091061,,24,29.40895,16.983607,female
model_04378,5e-06,5.088834,,3,29.396985,20.126984,female
model_07284,5e-06,5.081409,,13,29.38502,17.639344,female
model_00446,5e-06,5.078614,,9,29.373056,17.0,female
model_07914,5e-06,5.073357,,25,29.361091,20.0,female
model_02744,5e-06,5.072874,649.0,25,29.349127,17.967213,female
model_08433,5e-06,5.068117,,10,29.337162,17.639344,female
model_06467,5e-06,5.059604,,12,29.325197,15.65812,female
model_05719,5e-06,5.05589,,4,29.313233,16.983607,female
model_08859,5e-06,5.051856,,7,29.301268,15.327731,female
model_01635,5e-06,5.051725,,76,29.289304,17.666667,female
model_04114,5e-06,5.051457,,23,29.277339,17.639344,female
model_04239,5e-06,5.051234,,5,29.265374,15.487179,female
model_07980,5e-06,5.05115,,55,29.25341,22.268657,female
model_09164,5e-06,5.048469,,20,29.241445,17.935484,female
model_06410,5e-06,5.045117,,14,29.229481,18.622951,female
model_00860,5e-06,5.039149,,82,29.217516,18.295082,female
model_06390,5e-06,5.033734,,20,29.205552,19.548387,female
model_03587,5e-06,5.03233,,6,29.193587,15.322034,female
model_04274,5e-06,5.028623,132700.0,11,29.181622,,
model_08912,5e-06,5.027814,,4,29.169658,,
model_06631,5e-06,5.025844,,6,29.157693,19.125,female
model_04806,5e-06,5.022613,,3,29.145729,17.016949,female
model_06721,5e-06,5.0221,,21,29.133764,20.6875,female
model_04137,5e-06,5.010761,,37,29.121799,16.983607,female
model_00153,5e-06,5.006576,,36,29.109835,18.333333,female
model_02484,5e-06,5.00636,,50,29.09787,17.639344,female
model_02820,5e-06,5.003016,,9,29.085906,19.75,female
model_00409,5e-06,5.000301,,14,29.073941,,
model_01826,5e-06,4.998826,,62,29.061977,15.661017,female
model_03779,5e-06,4.998074,2700.0,7,29.050012,,
model_01449,5e-06,4.997447,,3,29.038047,,
model_08294,5e-06,4.995668,,3,29.026083,18.258065,female
model_00134,5e-06,4.995141,,7,29.014118,13.931034,female
model_08270,5e-06,4.991363,53900.0,78,29.002154,17.639344,female
model_06703,5e-06,4.986569,,29,28.990189,20.251969,female
model_05061,5e-06,4.984082,,18,28.978224,13.758621,female
model_07254,5e-06,4.981183,,4,28.96626,,
model_00735,5e-06,4.963977,,29,28.954295,24.181818,female
model_00520,5e-06,4.92816,,30,28.942331,19.278689,female
model_06648,5e-06,4.927581,,20,28.930366,16.17094,female
model_08256,5e-06,4.921314,,25,28.918402,16.333333,female
model_06734,5e-06,4.918739,,7,28.906437,19.809524,female
model_09604,5e-06,4.917916,,9,28.894472,17.666667,female
model_05192,5e-06,4.90849,,9,28.882508,18.131148,female
model_00858,5e-06,4.901671,,20,28.870543,19.278689,female
model_06726,5e-06,4.89891,11000.0,8,28.858579,,
model_05134,5e-06,4.884046,2600.0,18,28.846614,18.857143,female
model_09388,5e-06,4.878986,,5,28.834649,17.196581,female
model_09271,5e-06,4.87877,,11,28.822685,18.622951,female
model_00379,5e-06,4.878686,,33,28.81072,19.548387,female
model_04636,5e-06,4.870849,,9,28.798756,17.666667,female
model_01380,5e-06,4.865529,,5,28.786791,17.0,female
model_06313,5e-06,4.856322,,14,28.774827,17.0,female
model_05243,5e-06,4.848404,,11,28.762862,17.311475,female
model_03001,5e-06,4.842433,,20,28.750897,18.333333,female
model_04178,5e-06,4.839528,,12,28.738933,2.983051,male
model_04756,5e-06,4.830349,,86,28.726968,16.983607,female
model_04085,5e-06,4.828103,,9,28.715004,15.487179,female
model_04249,5e-06,4.812327,,9,28.703039,16.983607,female
model_09626,5e-06,4.808489,,75,28.691074,21.079365,female
model_07478,5e-06,4.807732,,5,28.67911,14.461538,female
model_08516,5e-06,4.785258,,27,28.667145,17.935484,female
model_01246,5e-06,4.774161,,15,28.655181,18.580645,female
model_06013,5e-06,4.768967,,12,28.643216,16.0,female
model_08706,5e-06,4.768074,,4,28.631251,9.588235,male
model_09841,5e-06,4.763469,,8,28.619287,,unknown
model_04262,5e-06,4.763273,,12,28.607322,16.327869,female
model_08593,5e-06,4.746689,,12,28.595358,16.504202,female
model_05760,5e-06,4.742561,,25,28.583393,18.295082,female
model_02160,5e-06,4.737294,,44,28.571429,17.639344,female
model_06560,5e-06,4.716202,,21,28.559464,16.677966,female
model_04915,5e-06,4.71422,,4,28.547499,19.75,female
model_02147,5e-06,4.711848,756.0,8,28.535535,21.846154,female
model_00575,5e-06,4.706035,,58,28.52357,14.965517,female
model_09537,5e-06,4.699045,,5,28.511606,16.666667,female
model_02563,5e-06,4.699036,7500.0,16,28.499641,,
model_03422,5e-06,4.694228,,24,28.487676,18.295082,female
model_01914,5e-06,4.682047,,7,28.475712,17.935484,female
model_07780,5e-06,4.681125,,19,28.463747,14.965517,female
model_01607,5e-06,4.668824,,9,28.451783,15.322034,female
model_02827,5e-06,4.665596,,34,28.439818,16.333333,female
model_00691,5e-06,4.660225,,7,28.427854,15.65812,female
model_05666,5e-06,4.651413,,27,28.415889,15.041096,female
model_01810,5e-06,4.649415,,19,28.403924,17.333333,female
model_08110,5e-06,4.647895,,3,28.39196,,unknown
model_06536,5e-06,4.642606,,3,28.379995,16.0,female
model_08633,5e-06,4.641742,,7,28.368031,15.145299,female
model_04932,5e-06,4.634696,,9,28.356066,18.857143,female
model_09458,5e-06,4.633526,1900.0,4,28.344101,16.307692,male
model_06479,5e-06,4.632688,,4,28.332137,17.311475,female
model_07704,5e-06,4.626572,,43,28.320172,17.935484,female
model_02841,5e-06,4.623333,,4,28.308208,,
model_02179,5e-06,4.621467,26200.0,27,28.296243,16.0,female
model_06995,5e-06,4.614338,,19,28.284279,,
model_02965,5e-06,4.607481,1100.0,8,28.272314,,
model_09691,5e-06,4.606613,,8,28.260349,16.17094,female
model_02295,5e-06,4.59937,,7,28.248385,,unknown
model_04442,5e-06,4.594147,,3,28.23642,17.0,female
model_06104,5e-06,4.593377,,15,28.224456,17.666667,female
model_08144,5e-06,4.592964,,46,28.212491,16.333333,female
model_06676,5e-06,4.585674,,6,28.200526,16.983607,female
model_10100,5e-06,4.580328,,23,28.188562,15.661017,female
model_05879,5e-06,4.579467,,4,28.176597,17.0,female
model_05767,5e-06,4.558563,,4,28.164633,18.295082,female
model_05126,5e-06,4.557076,210200.0,38,28.152668,,
model_00681,5e-06,4.547392,,26,28.140704,15.655172,female
model_10020,5e-06,4.546122,,3,28.128739,,
model_00208,5e-06,4.543162,,5,28.116774,13.894737,female
model_02859,5e-06,4.541787,,4,28.10481,15.661017,female
model_04013,5e-06,4.534825,,9,28.092845,,
model_00012,5e-06,4.530357,,10,28.080881,29.157895,female
model_07683,5e-06,4.527652,,17,28.068916,17.512605,female
model_05993,5e-06,4.511565,,14,28.056951,,
model_03088,5e-06,4.508432,,46,28.044987,17.967213,female
model_08739,5e-06,4.503324,109400.0,15,28.033022,14.965517,female
model_09700,5e-06,4.502535,2600.0,32,28.021058,17.0,female
model_04590,5e-06,4.501535,,25,28.009093,18.903226,female
model_07374,5e-06,4.500926,254400.0,8,27.997128,18.857143,female
model_07598,4e-06,4.491617,2800.0,8,27.985164,,
model_00360,4e-06,4.48795,,73,27.973199,17.333333,female
model_04790,4e-06,4.487873,,5,27.961235,27.212121,female
model_07584,4e-06,4.481843,263600.0,13,27.94927,,
model_08966,4e-06,4.46824,2000.0,4,27.937306,,
model_08603,4e-06,4.460332,,4,27.925341,17.639344,female
model_09866,4e-06,4.45319,14200.0,5,27.913376,,unknown
model_00879,4e-06,4.436903,1900.0,32,27.901412,17.848739,female
model_06130,4e-06,4.429044,,12,27.889447,20.375,female
model_05693,4e-06,4.423164,,37,27.877483,15.661017,female
model_08210,4e-06,4.417162,,9,27.865518,18.95082,female
model_09435,4e-06,4.414739,87400.0,9,27.853553,19.278689,female
model_02354,4e-06,4.4067,1300.0,8,27.841589,,
model_07769,4e-06,4.401466,,5,27.829624,21.671642,female
model_03445,4e-06,4.399869,,8,27.81766,,
model_03851,4e-06,4.399423,,4,27.805695,21.454545,female
model_06587,4e-06,4.398215,,23,27.793731,17.0,female
model_07464,4e-06,4.397668,,10,27.781766,20.262295,female
model_00387,4e-06,4.393484,,19,27.769801,18.295082,female
model_07416,4e-06,4.382929,,17,27.757837,16.512821,female
model_05570,4e-06,4.377165,,16,27.745872,19.492063,female
model_03568,4e-06,4.370015,,36,27.733908,15.322034,female
model_03365,4e-06,4.368408,,4,27.721943,20.409449,female
model_07509,4e-06,4.368268,,5,27.709978,19.548387,female
model_07350,4e-06,4.367432,,6,27.698014,17.333333,female
model_07010,4e-06,4.362059,,14,27.686049,17.311475,female
model_04643,4e-06,4.355898,,28,27.674085,17.333333,female
model_06857,4e-06,4.348172,,5,27.66212,14.983051,female
model_05308,4e-06,4.344209,,15,27.650156,19.548387,female
model_03195,4e-06,4.344129,,119,27.638191,,
model_07255,4e-06,4.341513,,13,27.626226,18.459016,female
model_04416,4e-06,4.337954,,7,27.614262,16.666667,female
model_07874,4e-06,4.337078,,106,27.602297,14.275862,female
model_01377,4e-06,4.327191,,13,27.590333,14.245614,female
model_00189,4e-06,4.325409,232200.0,19,27.578368,18.372881,female
model_09067,4e-06,4.323185,15600.0,11,27.566403,16.983607,female
model_00266,4e-06,4.322842,,3,27.554439,13.189189,male
model_08174,4e-06,4.307366,677900.0,13,27.542474,15.333333,female
model_09014,4e-06,4.291545,,9,27.53051,18.295082,female
model_09215,4e-06,4.289202,,23,27.518545,17.639344,female
model_06399,4e-06,4.287442,,4,27.506581,23.941176,female
model_00040,4e-06,4.284046,,17,27.494616,,
model_06340,4e-06,4.281183,,42,27.482651,16.983607,female
model_04910,4e-06,4.280027,,3,27.470687,17.016949,female
model_04670,4e-06,4.262101,,3,27.458722,17.666667,female
model_00968,4e-06,4.255877,,15,27.446758,16.672269,female
model_04632,4e-06,4.251891,,25,27.434793,,unknown
model_04867,4e-06,4.238789,1500.0,9,27.422828,,
model_01686,4e-06,4.235284,5500.0,7,27.410864,,
model_09865,4e-06,4.227513,,23,27.398899,17.639344,female
model_06637,4e-06,4.220014,5400.0,8,27.386935,,
model_07042,4e-06,4.218982,,3,27.37497,17.639344,female
model_01910,4e-06,4.214773,570400.0,9,27.363006,17.311475,female
model_05043,4e-06,4.206115,,8,27.351041,18.258065,female
model_04138,4e-06,4.205344,,9,27.339076,,
model_08667,4e-06,4.197348,,6,27.327112,6.295082,male
model_06135,4e-06,4.195587,,4,27.315147,20.375,female
model_01429,4e-06,4.194791,,10,27.303183,15.661017,female
model_04998,4e-06,4.191585,,14,27.291218,18.857143,female
model_10021,4e-06,4.19044,,5,27.279253,19.0,female
model_04484,4e-06,4.18486,,10,27.267289,16.168067,female
model_06853,4e-06,4.183057,,6,27.255324,17.639344,female
model_08936,4e-06,4.177108,,5,27.24336,19.548387,female
model_09553,4e-06,4.176394,,9,27.231395,17.639344,female
model_05668,4e-06,4.176318,,7,27.21943,17.333333,female
model_00030,4e-06,4.175721,,3,27.207466,,
model_01188,4e-06,4.174738,,3,27.195501,18.622951,female
model_05759,4e-06,4.172856,,5,27.183537,15.666667,female
model_02314,4e-06,4.17173,,6,27.171572,,unknown
model_00855,4e-06,4.157341,,25,27.159608,15.65812,female
model_03575,4e-06,4.156526,,6,27.147643,17.0,female
model_06908,4e-06,4.153652,,5,27.135678,21.669291,female
model_07279,4e-06,4.151175,,3,27.123714,,unknown
model_02763,4e-06,4.148103,,11,27.111749,17.311475,female
model_06728,4e-06,4.144166,12900.0,17,27.099785,,
model_06334,4e-06,4.139974,,3,27.08782,11.042254,male
model_00672,4e-06,4.131888,,3,27.075855,11.714286,female
model_01586,4e-06,4.122159,3000.0,29,27.063891,19.278689,female
model_03165,4e-06,4.117688,,6,27.051926,16.983607,female
model_08987,4e-06,4.117182,,3,27.039962,18.580645,female
model_05046,4e-06,4.114743,,31,27.027997,17.311475,female
model_05677,4e-06,4.109951,,42,27.016033,17.639344,female
model_01964,4e-06,4.093736,,8,27.004068,17.967213,female
model_01463,4e-06,4.092636,,28,26.992103,,
model_09021,4e-06,4.083481,,7,26.980139,4.983607,male
model_05864,4e-06,4.070282,,3,26.968174,18.295082,female
model_01765,4e-06,4.063199,,38,26.95621,15.661017,female
model_03449,4e-06,4.059974,,3,26.944245,14.965517,female
model_04000,4e-06,4.058506,,3,26.93228,18.622951,female
model_02241,4e-06,4.053818,469500.0,26,26.920316,,
model_04222,4e-06,4.053803,,3,26.908351,,unknown
model_08918,4e-06,4.047348,,3,26.896387,15.661017,female
model_02509,4e-06,4.044132,23000.0,30,26.884422,18.622951,female
model_02190,4e-06,4.043358,,9,26.872458,18.622951,female
model_05527,4e-06,4.041526,3600.0,16,26.860493,17.666667,female
model_08581,4e-06,4.040241,,35,26.848528,17.311475,female
model_07731,4e-06,4.038663,,5,26.836564,15.661017,female
model_09709,4e-06,4.031062,,11,26.824599,16.168067,female
model_02632,4e-06,4.031057,,22,26.812635,14.803419,female
model_07444,4e-06,4.027531,,18,26.80067,14.965517,female
model_03570,4e-06,4.02437,710.0,6,26.788705,,
model_09585,4e-06,4.012413,,34,26.776741,16.983607,female
model_01258,4e-06,4.012246,,8,26.764776,16.677966,female
model_05559,4e-06,4.011156,,14,26.752812,16.983607,female
model_01852,4e-06,4.009784,,19,26.740847,20.0625,female
model_03674,4e-06,4.008838,,6,26.728883,,unknown
model_02734,4e-06,3.998817,1500.0,27,26.716918,17.016949,female
model_09402,4e-06,3.997399,,6,26.704953,,unknown
model_01628,4e-06,3.99568,,4,26.692989,16.983607,female
model_07019,4e-06,3.991719,,18,26.681024,19.174603,female
model_02417,4e-06,3.989384,,10,26.66906,17.639344,female
model_09693,4e-06,3.987894,,4,26.657095,17.0,female
model_06583,4e-06,3.98582,,7,26.64513,22.153846,female
model_03712,4e-06,3.985732,,12,26.633166,21.625,female
model_02699,4e-06,3.984067,,6,26.621201,15.322034,female
model_07280,4e-06,3.98399,,5,26.609237,,unknown
model_04258,4e-06,3.975589,,10,26.597272,12.785714,female
model_08159,4e-06,3.971808,,3,26.585307,12.648649,male
model_02398,4e-06,3.971793,,15,26.573343,19.492063,female
model_06452,4e-06,3.966724,,35,26.561378,17.639344,female
model_08193,4e-06,3.964923,,9,26.549414,19.548387,female
model_08726,4e-06,3.962102,,5,26.537449,18.903226,female
model_02559,4e-06,3.961994,,12,26.525485,13.894737,female
model_08599,4e-06,3.95578,,4,26.51352,22.456693,female
model_07955,4e-06,3.95502,,6,26.501555,27.020408,female
model_03852,4e-06,3.949064,,6,26.489591,12.219178,male
model_05895,4e-06,3.947478,,16,26.477626,21.757576,female
model_09206,4e-06,3.940096,,12,26.465662,17.311475,female
model_08660,4e-06,3.921831,,36,26.453697,18.622951,female
model_09991,4e-06,3.920965,,3,26.441732,,unknown
model_05096,4e-06,3.920847,,18,26.429768,14.965517,female
model_05231,4e-06,3.918501,,20,26.417803,15.661017,female
model_09954,4e-06,3.91599,,19,26.405839,16.0,female
model_05209,4e-06,3.915267,,6,26.393874,21.826772,female
model_07495,4e-06,3.911801,,5,26.38191,18.222222,female
model_09939,4e-06,3.910238,,26,26.369945,,unknown
model_08950,4e-06,3.907253,,5,26.35798,,
model_07105,4e-06,3.904877,,5,26.346016,17.311475,female
model_06475,4e-06,3.894596,60400.0,51,26.334051,18.580645,female
model_09805,4e-06,3.889587,,4,26.322087,20.333333,female
model_07912,4e-06,3.883051,,19,26.310122,16.983607,female
model_07632,4e-06,3.88223,,5,26.298157,17.967213,female
model_07384,4e-06,3.88034,,4,26.286193,18.622951,female
model_02822,4e-06,3.878946,,6,26.274228,18.622951,female
model_08428,4e-06,3.87581,,4,26.262264,,
model_09535,4e-06,3.868727,,13,26.250299,13.586207,female
model_08197,4e-06,3.862118,,10,26.238335,6.622951,male
model_04370,4e-06,3.85933,,20,26.22637,5.639344,male
model_09698,4e-06,3.858299,,7,26.214405,17.290323,female
model_08361,4e-06,3.856042,,15,26.202441,17.639344,female
model_04562,4e-06,3.848332,,6,26.190476,18.903226,female
model_00026,4e-06,3.845592,,37,26.178512,22.969697,female
model_04374,4e-06,3.842035,,10,26.166547,9.507246,male
model_09331,4e-06,3.835033,,10,26.154582,18.222222,female
model_09322,4e-06,3.834493,,32,26.142618,18.295082,female
model_06090,4e-06,3.830738,,14,26.130653,16.672269,female
model_09809,4e-06,3.824927,,7,26.118689,16.0,female
model_00384,4e-06,3.818439,,15,26.106724,30.064516,female
model_02671,4e-06,3.812269,,9,26.09476,,
model_03583,4e-06,3.811231,,14,26.082795,18.95082,female
model_02980,4e-06,3.807792,,17,26.07083,15.831933,female
model_07950,4e-06,3.800215,,30,26.058866,18.903226,female
model_01013,4e-06,3.789744,,5,26.046901,19.809524,female
model_07937,4e-06,3.78946,,23,26.034937,14.983051,female
model_08773,4e-06,3.78837,,54,26.022972,21.3125,female
model_07272,4e-06,3.788136,,6,26.011007,16.0,female
model_07645,4e-06,3.780411,,4,25.999043,15.487179,female
model_00395,4e-06,3.778192,,3,25.987078,18.903226,female
model_09003,4e-06,3.771583,,6,25.975114,14.965517,female
model_03507,4e-06,3.767938,,3,25.963149,,
model_02686,4e-06,3.761621,2000.0,15,25.951184,5.5625,male
model_08046,4e-06,3.760761,,59,25.93922,17.639344,female
model_05682,4e-06,3.75511,,6,25.927255,,
