event,variable,year,value,proportion,count,total_count
magazine_covers,eyes,2021,brown,0.485714,51,105
magazine_covers,eyes,2021,blue,0.219048,23,105
magazine_covers,eyes,2021,green,0.133333,14,105
magazine_covers,eyes,2021,hazel,0.057143,6,105
magazine_covers,eyes,2021,brown / hazel,0.047619,5,105
magazine_covers,eyes,2021,blue / green,0.038095,4,105
magazine_covers,eyes,2021,dark brown,0.019048,2,105
magazine_covers,eyes,2002,blue,0.777778,14,18
magazine_covers,eyes,2002,brown,0.111111,2,18
magazine_covers,eyes,2002,hazel,0.111111,2,18
magazine_covers,eyes,2013,brown,0.335938,43,128
magazine_covers,eyes,2013,blue,0.312500,40,128
magazine_covers,eyes,2013,green,0.218750,28,128
magazine_covers,eyes,2013,blue / green,0.078125,10,128
magazine_covers,eyes,2013,black,0.023438,3,128
magazine_covers,eyes,2013,hazel,0.015625,2,128
magazine_covers,eyes,2013,brown / hazel,0.007812,1,128
magazine_covers,eyes,2013,brown / green,0.007812,1,128
magazine_covers,eyes,2006,brown,0.640000,16,25
magazine_covers,eyes,2006,blue,0.280000,7,25
magazine_covers,eyes,2006,green,0.040000,1,25
magazine_covers,eyes,2006,blue / green,0.040000,1,25
magazine_covers,eyes,2003,blue,0.500000,8,16
magazine_covers,eyes,2003,brown,0.250000,4,16
magazine_covers,eyes,2003,blue / green,0.125000,2,16
magazine_covers,eyes,2003,green,0.125000,2,16
magazine_covers,eyes,1995,blue,0.812500,13,16
magazine_covers,eyes,1995,green,0.187500,3,16
magazine_covers,eyes,1996,blue,0.800000,20,25
magazine_covers,eyes,1996,green,0.160000,4,25
magazine_covers,eyes,1996,hazel,0.040000,1,25
magazine_covers,eyes,1998,blue,0.764706,13,17
magazine_covers,eyes,1998,brown,0.117647,2,17
magazine_covers,eyes,1998,green,0.117647,2,17
magazine_covers,eyes,2000,blue,0.562500,9,16
magazine_covers,eyes,2000,hazel,0.250000,4,16
magazine_covers,eyes,2000,brown,0.125000,2,16
magazine_covers,eyes,2000,green,0.062500,1,16
magazine_covers,eyes,2001,blue,0.750000,9,12
magazine_covers,eyes,2001,hazel,0.083333,1,12
magazine_covers,eyes,2001,brown,0.083333,1,12
magazine_covers,eyes,2001,green,0.083333,1,12
magazine_covers,eyes,2004,blue,0.454545,5,11
magazine_covers,eyes,2004,brown,0.363636,4,11
magazine_covers,eyes,2004,hazel,0.090909,1,11
magazine_covers,eyes,2004,green,0.090909,1,11
magazine_covers,eyes,1997,blue,0.588235,10,17
magazine_covers,eyes,1997,green,0.294118,5,17
magazine_covers,eyes,1997,brown,0.058824,1,17
magazine_covers,eyes,1997,hazel,0.058824,1,17
magazine_covers,eyes,1999,blue,0.812500,13,16
magazine_covers,eyes,1999,brown,0.187500,3,16
magazine_covers,eyes,1986,blue,0.666667,4,6
magazine_covers,eyes,1986,hazel,0.333333,2,6
magazine_covers,eyes,1993,blue,0.750000,6,8
magazine_covers,eyes,1993,green,0.250000,2,8
magazine_covers,eyes,1994,green,0.714286,5,7
magazine_covers,eyes,1994,blue,0.285714,2,7
magazine_covers,eyes,1991,blue,1.000000,2,2
magazine_covers,eyes,1990,blue,1.000000,2,2
magazine_covers,eyes,1984,hazel,0.666667,2,3
magazine_covers,eyes,1984,blue,0.333333,1,3
magazine_covers,eyes,1985,blue,1.000000,3,3
magazine_covers,eyes,1974,blue,1.000000,1,1
magazine_covers,eyes,1975,blue,1.000000,4,4
magazine_covers,eyes,1976,blue,1.000000,4,4
magazine_covers,eyes,1977,blue,1.000000,1,1
magazine_covers,eyes,1978,blue,1.000000,1,1
magazine_covers,world_region,2007,north america,0.333333,11,33
magazine_covers,world_region,2007,east asia,0.303030,10,33
magazine_covers,world_region,2007,western europe,0.242424,8,33
magazine_covers,world_region,2007,southeast asia,0.030303,1,33
magazine_covers,world_region,2007,central asia,0.030303,1,33
magazine_covers,world_region,2007,southern europe,0.030303,1,33
magazine_covers,world_region,2007,eastern europe,0.030303,1,33
magazine_covers,world_region,2016,north america,0.370787,33,89
magazine_covers,world_region,2016,western europe,0.179775,16,89
magazine_covers,world_region,2016,southern europe,0.134831,12,89
magazine_covers,world_region,2016,south america,0.089888,8,89
magazine_covers,world_region,2016,east asia,0.089888,8,89
magazine_covers,world_region,2016,oceania,0.056180,5,89
magazine_covers,world_region,2016,eastern europe,0.056180,5,89
magazine_covers,world_region,2016,southeast asia,0.011236,1,89
magazine_covers,world_region,2016,middle east,0.011236,1,89
magazine_covers,world_region,2017,north america,0.394231,41,104
magazine_covers,world_region,2017,western europe,0.192308,20,104
magazine_covers,world_region,2017,south america,0.105769,11,104
magazine_covers,world_region,2017,oceania,0.086538,9,104
magazine_covers,world_region,2017,eastern europe,0.057692,6,104
magazine_covers,world_region,2017,east asia,0.048077,5,104
magazine_covers,world_region,2017,southern europe,0.038462,4,104
magazine_covers,world_region,2017,sub-saharan africa,0.028846,3,104
magazine_covers,world_region,2017,caribbean,0.019231,2,104
magazine_covers,world_region,2017,middle east,0.019231,2,104
magazine_covers,world_region,2017,northern europe,0.009615,1,104
magazine_covers,world_region,2019,western europe,0.395349,51,129
magazine_covers,world_region,2019,north america,0.255814,33,129
magazine_covers,world_region,2019,southern europe,0.085271,11,129
magazine_covers,world_region,2019,east asia,0.085271,11,129
magazine_covers,world_region,2019,south america,0.069767,9,129
magazine_covers,world_region,2019,sub-saharan africa,0.054264,7,129
magazine_covers,world_region,2019,oceania,0.015504,2,129
magazine_covers,world_region,2019,caribbean,0.015504,2,129
magazine_covers,world_region,2019,eastern europe,0.015504,2,129
magazine_covers,world_region,2019,southeast asia,0.007752,1,129
magazine_covers,world_region,2020,western europe,0.225000,27,120
magazine_covers,world_region,2020,east asia,0.225000,27,120
magazine_covers,world_region,2020,north america,0.216667,26,120
magazine_covers,world_region,2020,south america,0.133333,16,120
magazine_covers,world_region,2020,sub-saharan africa,0.058333,7,120
magazine_covers,world_region,2020,southern europe,0.041667,5,120
magazine_covers,world_region,2020,caribbean,0.025000,3,120
magazine_covers,world_region,2020,northern europe,0.025000,3,120
magazine_covers,world_region,2020,oceania,0.016667,2,120
magazine_covers,world_region,2020,eastern europe,0.008333,1,120
magazine_covers,world_region,2020,southeast asia,0.008333,1,120
magazine_covers,world_region,2020,south asia,0.008333,1,120
magazine_covers,world_region,2020,north africa,0.008333,1,120
magazine_covers,world_region,2015,western europe,0.287671,21,73
magazine_covers,world_region,2015,north america,0.287671,21,73
magazine_covers,world_region,2015,eastern europe,0.109589,8,73
magazine_covers,world_region,2015,southern europe,0.095890,7,73
magazine_covers,world_region,2015,south america,0.082192,6,73
magazine_covers,world_region,2015,east asia,0.068493,5,73
magazine_covers,world_region,2015,oceania,0.027397,2,73
magazine_covers,world_region,2015,caribbean,0.027397,2,73
magazine_covers,world_region,2015,sub-saharan africa,0.013699,1,73
magazine_covers,world_region,2022,east asia,0.283951,23,81
magazine_covers,world_region,2022,western europe,0.259259,21,81
magazine_covers,world_region,2022,north america,0.197531,16,81
magazine_covers,world_region,2022,oceania,0.049383,4,81
magazine_covers,world_region,2022,south america,0.049383,4,81
magazine_covers,world_region,2022,sub-saharan africa,0.037037,3,81
magazine_covers,world_region,2022,eastern europe,0.037037,3,81
magazine_covers,world_region,2022,northern europe,0.037037,3,81
magazine_covers,world_region,2022,southern europe,0.024691,2,81
magazine_covers,world_region,2022,middle east,0.024691,2,81
magazine_covers,world_region,2023,north america,0.412500,33,80
magazine_covers,world_region,2023,western europe,0.187500,15,80
magazine_covers,world_region,2023,sub-saharan africa,0.087500,7,80
magazine_covers,world_region,2023,east asia,0.087500,7,80
magazine_covers,world_region,2023,northern europe,0.050000,4,80
magazine_covers,world_region,2023,southern europe,0.050000,4,80
magazine_covers,world_region,2023,south america,0.037500,3,80
magazine_covers,world_region,2023,middle east,0.037500,3,80
magazine_covers,world_region,2023,eastern europe,0.025000,2,80
magazine_covers,world_region,2023,oceania,0.012500,1,80
magazine_covers,world_region,2023,south asia,0.012500,1,80
magazine_covers,world_region,2024,north america,0.247059,21,85
magazine_covers,world_region,2024,western europe,0.235294,20,85
magazine_covers,world_region,2024,sub-saharan africa,0.105882,9,85
magazine_covers,world_region,2024,east asia,0.094118,8,85
magazine_covers,world_region,2024,southern europe,0.082353,7,85
magazine_covers,world_region,2024,south america,0.082353,7,85
magazine_covers,world_region,2024,northern europe,0.070588,6,85
magazine_covers,world_region,2024,eastern europe,0.023529,2,85
magazine_covers,world_region,2024,north africa,0.023529,2,85
magazine_covers,world_region,2024,middle east,0.023529,2,85
magazine_covers,world_region,2024,caribbean,0.011765,1,85
magazine_covers,world_region,2005,western europe,0.347826,8,23
magazine_covers,world_region,2005,north america,0.347826,8,23
magazine_covers,world_region,2005,east asia,0.217391,5,23
magazine_covers,world_region,2005,southeast asia,0.043478,1,23
magazine_covers,world_region,2005,southern europe,0.043478,1,23
magazine_covers,world_region,2008,western europe,0.350000,14,40
magazine_covers,world_region,2008,east asia,0.300000,12,40
magazine_covers,world_region,2008,north america,0.250000,10,40
magazine_covers,world_region,2008,southern europe,0.050000,2,40
magazine_covers,world_region,2008,middle east,0.025000,1,40
magazine_covers,world_region,2008,southeast asia,0.025000,1,40
magazine_covers,world_region,2009,western europe,0.439024,18,41
magazine_covers,world_region,2009,east asia,0.219512,9,41
magazine_covers,world_region,2009,north america,0.170732,7,41
magazine_covers,world_region,2009,eastern europe,0.073171,3,41
magazine_covers,world_region,2009,northern europe,0.048780,2,41
magazine_covers,world_region,2009,central asia,0.024390,1,41
magazine_covers,world_region,2009,southern europe,0.024390,1,41
magazine_covers,world_region,2010,western europe,0.345455,19,55
magazine_covers,world_region,2010,north america,0.290909,16,55
magazine_covers,world_region,2010,east asia,0.145455,8,55
magazine_covers,world_region,2010,eastern europe,0.127273,7,55
magazine_covers,world_region,2010,southern europe,0.072727,4,55
magazine_covers,world_region,2010,oceania,0.018182,1,55
magazine_covers,world_region,2011,oceania,0.281250,27,96
magazine_covers,world_region,2011,western europe,0.250000,24,96
magazine_covers,world_region,2011,east asia,0.166667,16,96
magazine_covers,world_region,2011,north america,0.125000,12,96
magazine_covers,world_region,2011,eastern europe,0.072917,7,96
magazine_covers,world_region,2011,central asia,0.020833,2,96
magazine_covers,world_region,2011,southeast asia,0.020833,2,96
magazine_covers,world_region,2011,middle east,0.020833,2,96
magazine_covers,world_region,2011,sub-saharan africa,0.020833,2,96
magazine_covers,world_region,2011,southern europe,0.020833,2,96
magazine_covers,world_region,2012,western europe,0.327731,39,119
magazine_covers,world_region,2012,north america,0.201681,24,119
magazine_covers,world_region,2012,oceania,0.117647,14,119
magazine_covers,world_region,2012,east asia,0.092437,11,119
magazine_covers,world_region,2012,eastern europe,0.067227,8,119
magazine_covers,world_region,2012,southern europe,0.050420,6,119
magazine_covers,world_region,2012,southeast asia,0.050420,6,119
magazine_covers,world_region,2012,sub-saharan africa,0.050420,6,119
magazine_covers,world_region,2012,central asia,0.025210,3,119
magazine_covers,world_region,2012,middle east,0.016807,2,119
magazine_covers,world_region,2014,north america,0.420290,29,69
magazine_covers,world_region,2014,western europe,0.391304,27,69
magazine_covers,world_region,2014,southern europe,0.086957,6,69
magazine_covers,world_region,2014,eastern europe,0.043478,3,69
magazine_covers,world_region,2014,east asia,0.028986,2,69
magazine_covers,world_region,2014,south america,0.028986,2,69
magazine_covers,world_region,2018,north america,0.302083,29,96
magazine_covers,world_region,2018,western europe,0.218750,21,96
magazine_covers,world_region,2018,south america,0.135417,13,96
magazine_covers,world_region,2018,east asia,0.114583,11,96
magazine_covers,world_region,2018,southern europe,0.104167,10,96
magazine_covers,world_region,2018,oceania,0.062500,6,96
magazine_covers,world_region,2018,eastern europe,0.052083,5,96
magazine_covers,world_region,2018,sub-saharan africa,0.010417,1,96
magazine_covers,world_region,2021,western europe,0.352381,37,105
magazine_covers,world_region,2021,north america,0.276190,29,105
magazine_covers,world_region,2021,south america,0.123810,13,105
magazine_covers,world_region,2021,southern europe,0.076190,8,105
magazine_covers,world_region,2021,sub-saharan africa,0.066667,7,105
magazine_covers,world_region,2021,east asia,0.066667,7,105
magazine_covers,world_region,2021,middle east,0.019048,2,105
magazine_covers,world_region,2021,southeast asia,0.009524,1,105
magazine_covers,world_region,2021,eastern europe,0.009524,1,105
magazine_covers,world_region,2002,north america,0.444444,8,18
magazine_covers,world_region,2002,western europe,0.388889,7,18
magazine_covers,world_region,2002,southern europe,0.111111,2,18
magazine_covers,world_region,2002,middle east,0.055556,1,18
magazine_covers,world_region,2013,western europe,0.289062,37,128
magazine_covers,world_region,2013,eastern europe,0.210938,27,128
magazine_covers,world_region,2013,east asia,0.156250,20,128
magazine_covers,world_region,2013,oceania,0.132812,17,128
magazine_covers,world_region,2013,north america,0.109375,14,128
magazine_covers,world_region,2013,southern europe,0.054688,7,128
magazine_covers,world_region,2013,middle east,0.023438,3,128
magazine_covers,world_region,2013,south america,0.023438,3,128
magazine_covers,world_region,2006,north america,0.360000,9,25
magazine_covers,world_region,2006,east asia,0.320000,8,25
magazine_covers,world_region,2006,western europe,0.200000,5,25
magazine_covers,world_region,2006,eastern europe,0.080000,2,25
magazine_covers,world_region,2006,south america,0.040000,1,25
magazine_covers,world_region,2003,north america,0.562500,9,16
magazine_covers,world_region,2003,western europe,0.312500,5,16
magazine_covers,world_region,2003,middle east,0.125000,2,16
magazine_covers,world_region,1995,north america,0.500000,8,16
magazine_covers,world_region,1995,middle east,0.375000,6,16
magazine_covers,world_region,1995,western europe,0.125000,2,16
magazine_covers,world_region,1996,north america,0.720000,18,25
magazine_covers,world_region,1996,middle east,0.160000,4,25
magazine_covers,world_region,1996,western europe,0.080000,2,25
magazine_covers,world_region,1996,southern europe,0.040000,1,25
magazine_covers,world_region,1998,north america,0.705882,12,17
magazine_covers,world_region,1998,western europe,0.176471,3,17
magazine_covers,world_region,1998,middle east,0.117647,2,17
magazine_covers,world_region,2000,north america,0.500000,8,16
magazine_covers,world_region,2000,southern europe,0.250000,4,16
magazine_covers,world_region,2000,western europe,0.187500,3,16
magazine_covers,world_region,2000,middle east,0.062500,1,16
magazine_covers,world_region,2001,north america,0.666667,8,12
magazine_covers,world_region,2001,western europe,0.166667,2,12
magazine_covers,world_region,2001,southern europe,0.083333,1,12
magazine_covers,world_region,2001,middle east,0.083333,1,12
magazine_covers,world_region,2004,western europe,0.545455,6,11
magazine_covers,world_region,2004,north america,0.181818,2,11
magazine_covers,world_region,2004,northern europe,0.090909,1,11
magazine_covers,world_region,2004,southern europe,0.090909,1,11
magazine_covers,world_region,2004,middle east,0.090909,1,11
magazine_covers,world_region,1997,north america,0.470588,8,17
magazine_covers,world_region,1997,middle east,0.411765,7,17
magazine_covers,world_region,1997,western europe,0.058824,1,17
magazine_covers,world_region,1997,southern europe,0.058824,1,17
magazine_covers,world_region,1999,north america,0.812500,13,16
magazine_covers,world_region,1999,western europe,0.187500,3,16
magazine_covers,world_region,1986,north america,0.500000,3,6
magazine_covers,world_region,1986,southern europe,0.333333,2,6
magazine_covers,world_region,1986,western europe,0.166667,1,6
magazine_covers,world_region,1993,north america,0.625000,5,8
magazine_covers,world_region,1993,middle east,0.375000,3,8
magazine_covers,world_region,1994,middle east,0.714286,5,7
magazine_covers,world_region,1994,north america,0.285714,2,7
magazine_covers,world_region,1991,north america,1.000000,2,2
magazine_covers,world_region,1990,north america,1.000000,2,2
magazine_covers,world_region,1984,southern europe,0.666667,2,3
magazine_covers,world_region,1984,north america,0.333333,1,3
magazine_covers,world_region,1985,north america,1.000000,3,3
magazine_covers,world_region,1974,north america,1.000000,1,1
magazine_covers,world_region,1975,north america,1.000000,4,4
magazine_covers,world_region,1976,north america,1.000000,4,4
magazine_covers,world_region,1977,north america,1.000000,1,1
magazine_covers,world_region,1978,north america,1.000000,1,1
magazine_covers,global_group,2007,global north,0.636364,21,33
magazine_covers,global_group,2007,global south,0.363636,12,33
magazine_covers,global_group,2016,global north,0.820225,73,89
magazine_covers,global_group,2016,global south,0.179775,16,89
magazine_covers,global_group,2017,global north,0.759615,79,104
magazine_covers,global_group,2017,global south,0.240385,25,104
magazine_covers,global_group,2019,global north,0.744186,96,129
magazine_covers,global_group,2019,global south,0.255814,33,129
magazine_covers,global_group,2020,global north,0.558333,67,120
magazine_covers,global_group,2020,global south,0.441667,53,120
magazine_covers,global_group,2015,global north,0.794521,58,73
magazine_covers,global_group,2015,global south,0.205479,15,73
magazine_covers,global_group,2022,global north,0.679012,55,81
magazine_covers,global_group,2022,global south,0.320988,26,81
magazine_covers,global_group,2023,global north,0.675000,54,80
magazine_covers,global_group,2023,global south,0.325000,26,80
magazine_covers,global_group,2024,global north,0.623529,53,85
magazine_covers,global_group,2024,global south,0.376471,32,85
magazine_covers,global_group,2005,global north,0.739130,17,23
magazine_covers,global_group,2005,global south,0.260870,6,23
magazine_covers,global_group,2008,global north,0.675000,27,40
magazine_covers,global_group,2008,global south,0.325000,13,40
magazine_covers,global_group,2009,global north,0.804878,33,41
magazine_covers,global_group,2009,global south,0.195122,8,41
magazine_covers,global_group,2010,global north,0.927273,51,55
magazine_covers,global_group,2010,global south,0.072727,4,55
magazine_covers,global_group,2011,global north,0.802083,77,96
magazine_covers,global_group,2011,global south,0.197917,19,96
magazine_covers,global_group,2012,global north,0.747899,89,119
magazine_covers,global_group,2012,global south,0.252101,30,119
magazine_covers,global_group,2014,global north,0.884058,61,69
magazine_covers,global_group,2014,global south,0.115942,8,69
magazine_covers,global_group,2018,global north,0.791667,76,96
magazine_covers,global_group,2018,global south,0.208333,20,96
magazine_covers,global_group,2021,global north,0.666667,70,105
magazine_covers,global_group,2021,global south,0.333333,35,105
magazine_covers,global_group,2002,global north,0.944444,17,18
magazine_covers,global_group,2002,global south,0.055556,1,18
magazine_covers,global_group,2013,global north,0.875000,112,128
magazine_covers,global_group,2013,global south,0.125000,16,128
magazine_covers,global_group,2006,global north,0.640000,16,25
magazine_covers,global_group,2006,global south,0.360000,9,25
magazine_covers,global_group,2003,global north,0.875000,14,16
magazine_covers,global_group,2003,global south,0.125000,2,16
magazine_covers,global_group,1995,global north,0.625000,10,16
magazine_covers,global_group,1995,global south,0.375000,6,16
magazine_covers,global_group,1996,global north,0.840000,21,25
magazine_covers,global_group,1996,global south,0.160000,4,25
magazine_covers,global_group,1998,global north,0.882353,15,17
magazine_covers,global_group,1998,global south,0.117647,2,17
magazine_covers,global_group,2000,global north,0.937500,15,16
magazine_covers,global_group,2000,global south,0.062500,1,16
magazine_covers,global_group,2001,global north,0.916667,11,12
magazine_covers,global_group,2001,global south,0.083333,1,12
magazine_covers,global_group,2004,global north,0.909091,10,11
magazine_covers,global_group,2004,global south,0.090909,1,11
magazine_covers,global_group,1997,global north,0.588235,10,17
magazine_covers,global_group,1997,global south,0.411765,7,17
magazine_covers,global_group,1999,global north,1.000000,16,16
magazine_covers,global_group,1986,global north,1.000000,6,6
magazine_covers,global_group,1993,global north,0.625000,5,8
magazine_covers,global_group,1993,global south,0.375000,3,8
magazine_covers,global_group,1994,global south,0.714286,5,7
magazine_covers,global_group,1994,global north,0.285714,2,7
magazine_covers,global_group,1991,global north,1.000000,2,2
magazine_covers,global_group,1990,global north,1.000000,2,2
magazine_covers,global_group,1984,global north,1.000000,3,3
magazine_covers,global_group,1985,global north,1.000000,3,3
magazine_covers,global_group,1974,global north,1.000000,1,1
magazine_covers,global_group,1975,global north,1.000000,4,4
magazine_covers,global_group,1976,global north,1.000000,4,4
magazine_covers,global_group,1977,global north,1.000000,1,1
magazine_covers,global_group,1978,global north,1.000000,1,1
editorials,hair,2022,black,0.367580,322,876
editorials,hair,2022,brown,0.271689,238,876
editorials,hair,2022,dark brown,0.125571,110,876
editorials,hair,2022,blonde,0.109589,96,876
editorials,hair,2022,light brown,0.054795,48,876
editorials,hair,2022,dark blonde,0.047945,42,876
editorials,hair,2022,red,0.011416,10,876
editorials,hair,2022,chestnut,0.004566,4,876
editorials,hair,2022,light blonde,0.003425,3,876
editorials,hair,2022,red / blonde,0.002283,2,876
editorials,hair,2022,brown / red,0.001142,1,876
editorials,hair,2023,black,0.373073,363,973
editorials,hair,2023,brown,0.264132,257,973
editorials,hair,2023,blonde,0.118191,115,973
editorials,hair,2023,dark brown,0.095581,93,973
editorials,hair,2023,dark blonde,0.066804,65,973
editorials,hair,2023,light brown,0.050360,49,973
editorials,hair,2023,red,0.013361,13,973
editorials,hair,2023,light blonde,0.009250,9,973
editorials,hair,2023,chestnut,0.007194,7,973
editorials,hair,2023,auburn,0.001028,1,973
editorials,hair,2023,red / blonde,0.001028,1,973
editorials,hair,2024,black,0.336621,273,811
editorials,hair,2024,brown,0.244143,198,811
editorials,hair,2024,dark brown,0.125771,102,811
editorials,hair,2024,blonde,0.124538,101,811
editorials,hair,2024,light brown,0.072750,59,811
editorials,hair,2024,dark blonde,0.064118,52,811
editorials,hair,2024,red,0.012330,10,811
editorials,hair,2024,chestnut,0.011097,9,811
editorials,hair,2024,light blonde,0.007398,6,811
editorials,hair,2024,blonde / red,0.001233,1,811
editorials,hair,2016,brown,0.368946,259,702
editorials,hair,2016,black,0.200855,141,702
editorials,hair,2016,blonde,0.145299,102,702
editorials,hair,2016,dark brown,0.128205,90,702
editorials,hair,2016,dark blonde,0.091168,64,702
editorials,hair,2016,light brown,0.044160,31,702
editorials,hair,2016,red,0.009972,7,702
editorials,hair,2016,light blonde,0.007123,5,702
editorials,hair,2016,chestnut,0.002849,2,702
editorials,hair,2016,white,0.001425,1,702
editorials,hair,2017,brown,0.328834,268,815
editorials,hair,2017,black,0.296933,242,815
editorials,hair,2017,dark brown,0.112883,92,815
editorials,hair,2017,blonde,0.106748,87,815
editorials,hair,2017,dark blonde,0.082209,67,815
editorials,hair,2017,light brown,0.060123,49,815
editorials,hair,2017,white,0.004908,4,815
editorials,hair,2017,light blonde,0.003681,3,815
editorials,hair,2017,chestnut,0.003681,3,815
editorials,hair,2018,black,0.315738,323,1023
editorials,hair,2018,brown,0.302053,309,1023
editorials,hair,2018,dark brown,0.124145,127,1023
editorials,hair,2018,dark blonde,0.087977,90,1023
editorials,hair,2018,blonde,0.086999,89,1023
editorials,hair,2018,light brown,0.058651,60,1023
editorials,hair,2018,red,0.018573,19,1023
editorials,hair,2018,chestnut,0.003910,4,1023
editorials,hair,2018,light blonde,0.001955,2,1023
editorials,hair,2019,brown,0.328896,420,1277
editorials,hair,2019,black,0.324197,414,1277
editorials,hair,2019,dark brown,0.100235,128,1277
editorials,hair,2019,blonde,0.097103,124,1277
editorials,hair,2019,dark blonde,0.059514,76,1277
editorials,hair,2019,light brown,0.043070,55,1277
editorials,hair,2019,red,0.036022,46,1277
editorials,hair,2019,light blonde,0.006265,8,1277
editorials,hair,2019,chestnut,0.003915,5,1277
editorials,hair,2019,brown / red,0.000783,1,1277
editorials,hair,2020,black,0.396552,460,1160
editorials,hair,2020,brown,0.307759,357,1160
editorials,hair,2020,dark brown,0.092241,107,1160
editorials,hair,2020,blonde,0.076724,89,1160
editorials,hair,2020,dark blonde,0.054310,63,1160
editorials,hair,2020,red,0.031897,37,1160
editorials,hair,2020,light brown,0.031897,37,1160
editorials,hair,2020,brown / red,0.005172,6,1160
editorials,hair,2020,chestnut,0.002586,3,1160
editorials,hair,2020,light blonde,0.000862,1,1160
editorials,hair,2021,black,0.386969,392,1013
editorials,hair,2021,brown,0.329714,334,1013
editorials,hair,2021,dark brown,0.088845,90,1013
editorials,hair,2021,blonde,0.069102,70,1013
editorials,hair,2021,dark blonde,0.051333,52,1013
editorials,hair,2021,light brown,0.041461,42,1013
editorials,hair,2021,red,0.013820,14,1013
editorials,hair,2021,chestnut,0.011846,12,1013
editorials,hair,2021,light blonde,0.003949,4,1013
editorials,hair,2021,brown / red,0.000987,1,1013
editorials,hair,2021,red / blonde,0.000987,1,1013
editorials,hair,2021,blonde / red,0.000987,1,1013
editorials,hair,2014,brown,0.339286,209,616
editorials,hair,2014,dark blonde,0.168831,104,616
editorials,hair,2014,blonde,0.149351,92,616
editorials,hair,2014,black,0.149351,92,616
editorials,hair,2014,dark brown,0.141234,87,616
editorials,hair,2014,light brown,0.038961,24,616
editorials,hair,2014,red,0.009740,6,616
editorials,hair,2014,light blonde,0.003247,2,616
editorials,hair,2015,brown,0.287143,201,700
editorials,hair,2015,dark brown,0.174286,122,700
editorials,hair,2015,black,0.168571,118,700
editorials,hair,2015,blonde,0.155714,109,700
editorials,hair,2015,dark blonde,0.130000,91,700
editorials,hair,2015,light brown,0.058571,41,700
editorials,hair,2015,light blonde,0.021429,15,700
editorials,hair,2015,red,0.002857,2,700
editorials,hair,2015,chestnut,0.001429,1,700
editorials,hair,2008,dark blonde,0.291667,21,72
editorials,hair,2008,brown,0.291667,21,72
editorials,hair,2008,black,0.236111,17,72
editorials,hair,2008,dark brown,0.111111,8,72
editorials,hair,2008,blonde,0.055556,4,72
editorials,hair,2008,light blonde,0.013889,1,72
editorials,hair,2009,brown,0.306748,50,163
editorials,hair,2009,black,0.239264,39,163
editorials,hair,2009,dark blonde,0.153374,25,163
editorials,hair,2009,dark brown,0.141104,23,163
editorials,hair,2009,blonde,0.122699,20,163
editorials,hair,2009,light brown,0.036810,6,163
editorials,hair,2010,brown,0.286290,71,248
editorials,hair,2010,black,0.185484,46,248
editorials,hair,2010,dark blonde,0.177419,44,248
editorials,hair,2010,dark brown,0.145161,36,248
editorials,hair,2010,blonde,0.125000,31,248
editorials,hair,2010,light blonde,0.064516,16,248
editorials,hair,2010,light brown,0.012097,3,248
editorials,hair,2010,red,0.004032,1,248
editorials,hair,2011,black,0.225974,87,385
editorials,hair,2011,brown,0.212987,82,385
editorials,hair,2011,blonde,0.202597,78,385
editorials,hair,2011,dark blonde,0.155844,60,385
editorials,hair,2011,light blonde,0.114286,44,385
editorials,hair,2011,dark brown,0.075325,29,385
editorials,hair,2011,light brown,0.010390,4,385
editorials,hair,2011,red,0.002597,1,385
editorials,hair,2012,blonde,0.243553,85,349
editorials,hair,2012,brown,0.217765,76,349
editorials,hair,2012,dark blonde,0.189112,66,349
editorials,hair,2012,black,0.174785,61,349
editorials,hair,2012,dark brown,0.085960,30,349
editorials,hair,2012,light blonde,0.060172,21,349
editorials,hair,2012,light brown,0.022923,8,349
editorials,hair,2012,red,0.005731,2,349
editorials,hair,2013,brown,0.348790,173,496
editorials,hair,2013,dark blonde,0.185484,92,496
editorials,hair,2013,black,0.183468,91,496
editorials,hair,2013,blonde,0.161290,80,496
editorials,hair,2013,dark brown,0.088710,44,496
editorials,hair,2013,light blonde,0.020161,10,496
editorials,hair,2013,light brown,0.008065,4,496
editorials,hair,2013,auburn,0.002016,1,496
editorials,hair,2013,red,0.002016,1,496
editorials,hair,2006,black,0.500000,8,16
editorials,hair,2006,dark blonde,0.250000,4,16
editorials,hair,2006,dark brown,0.187500,3,16
editorials,hair,2006,blonde,0.062500,1,16
editorials,hair,2003,dark brown,0.571429,4,7
editorials,hair,2003,blonde,0.142857,1,7
editorials,hair,2003,light brown,0.142857,1,7
editorials,hair,2003,dark blonde,0.142857,1,7
editorials,hair,2004,dark blonde,0.500000,1,2
editorials,hair,2004,light brown,0.500000,1,2
editorials,hair,1997,dark brown,0.500000,5,10
editorials,hair,1997,black,0.300000,3,10
editorials,hair,1997,blonde,0.200000,2,10
editorials,hair,1998,dark brown,0.833333,5,6
editorials,hair,1998,blonde,0.166667,1,6
editorials,hair,2000,black,0.285714,2,7
editorials,hair,2000,blonde,0.285714,2,7
editorials,hair,2000,dark brown,0.285714,2,7
editorials,hair,2000,brown,0.142857,1,7
editorials,hair,2007,blonde,0.300000,3,10
editorials,hair,2007,black,0.200000,2,10
editorials,hair,2007,brown,0.200000,2,10
editorials,hair,2007,light brown,0.200000,2,10
editorials,hair,2007,dark blonde,0.100000,1,10
