event,variable,year,value,proportion,count,total_count
fashion_shows,world_region,2022,south asia,0.004038,3,743
fashion_shows,world_region,2022,middle east,0.002692,2,743
fashion_shows,world_region,2022,southeast asia,0.001346,1,743
fashion_shows,world_region,2011,oceania,0.365497,250,684
fashion_shows,world_region,2011,western europe,0.247076,169,684
fashion_shows,world_region,2011,north america,0.166667,114,684
fashion_shows,world_region,2011,eastern europe,0.125731,86,684
fashion_shows,world_region,2011,east asia,0.093567,64,684
fashion_shows,world_region,2011,southern europe,0.001462,1,684
fashion_shows,world_region,2020,western europe,0.268000,268,1000
fashion_shows,world_region,2020,east asia,0.211000,211,1000
fashion_shows,world_region,2020,north america,0.147000,147,1000
fashion_shows,world_region,2020,sub-saharan africa,0.106000,106,1000
fashion_shows,world_region,2020,south america,0.079000,79,1000
fashion_shows,world_region,2020,eastern europe,0.061000,61,1000
fashion_shows,world_region,2020,southern europe,0.044000,44,1000
fashion_shows,world_region,2020,caribbean,0.031000,31,1000
fashion_shows,world_region,2020,southeast asia,0.017000,17,1000
fashion_shows,world_region,2020,oceania,0.013000,13,1000
fashion_shows,world_region,2020,south asia,0.009000,9,1000
fashion_shows,world_region,2020,northern europe,0.009000,9,1000
fashion_shows,world_region,2020,north africa,0.003000,3,1000
fashion_shows,world_region,2020,middle east,0.002000,2,1000
fashion_shows,world_region,2016,north america,0.351027,205,584
fashion_shows,world_region,2016,eastern europe,0.220890,129,584
fashion_shows,world_region,2016,east asia,0.147260,86,584
fashion_shows,world_region,2016,south america,0.118151,69,584
fashion_shows,world_region,2016,western europe,0.068493,40,584
fashion_shows,world_region,2016,sub-saharan africa,0.059932,35,584
fashion_shows,world_region,2016,southern europe,0.017123,10,584
fashion_shows,world_region,2016,oceania,0.011986,7,584
fashion_shows,world_region,2016,northern europe,0.003425,2,584
fashion_shows,world_region,2016,caribbean,0.001712,1,584
fashion_shows,world_region,2013,north america,0.308475,182,590
fashion_shows,world_region,2013,western europe,0.227119,134,590
fashion_shows,world_region,2013,eastern europe,0.208475,123,590
fashion_shows,world_region,2013,east asia,0.083051,49,590
fashion_shows,world_region,2013,oceania,0.069492,41,590
fashion_shows,world_region,2013,middle east,0.042373,25,590
fashion_shows,world_region,2013,southern europe,0.032203,19,590
fashion_shows,world_region,2013,south america,0.028814,17,590
fashion_shows,world_region,2021,western europe,0.374384,76,203
fashion_shows,world_region,2021,sub-saharan africa,0.128079,26,203
fashion_shows,world_region,2021,southern europe,0.128079,26,203
fashion_shows,world_region,2021,south america,0.103448,21,203
fashion_shows,world_region,2021,north america,0.088670,18,203
fashion_shows,world_region,2021,east asia,0.064039,13,203
fashion_shows,world_region,2021,eastern europe,0.064039,13,203
fashion_shows,world_region,2021,caribbean,0.019704,4,203
fashion_shows,world_region,2021,oceania,0.009852,2,203
fashion_shows,world_region,2021,north africa,0.009852,2,203
fashion_shows,world_region,2021,northern europe,0.004926,1,203
fashion_shows,world_region,2021,south asia,0.004926,1,203
fashion_shows,world_region,2018,north america,0.456446,131,287
fashion_shows,world_region,2018,western europe,0.188153,54,287
fashion_shows,world_region,2018,south america,0.114983,33,287
fashion_shows,world_region,2018,eastern europe,0.097561,28,287
fashion_shows,world_region,2018,sub-saharan africa,0.059233,17,287
fashion_shows,world_region,2018,southern europe,0.045296,13,287
fashion_shows,world_region,2018,oceania,0.017422,5,287
fashion_shows,world_region,2018,east asia,0.013937,4,287
fashion_shows,world_region,2018,middle east,0.003484,1,287
fashion_shows,world_region,2018,northern europe,0.003484,1,287
fashion_shows,world_region,2017,north america,0.542141,238,439
fashion_shows,world_region,2017,eastern europe,0.134396,59,439
fashion_shows,world_region,2017,south america,0.134396,59,439
fashion_shows,world_region,2017,western europe,0.054670,24,439
fashion_shows,world_region,2017,east asia,0.052392,23,439
fashion_shows,world_region,2017,sub-saharan africa,0.025057,11,439
fashion_shows,world_region,2017,oceania,0.025057,11,439
fashion_shows,world_region,2017,southern europe,0.018223,8,439
fashion_shows,world_region,2017,middle east,0.011390,5,439
fashion_shows,world_region,2017,caribbean,0.002278,1,439
fashion_shows,world_region,1994,middle east,0.500000,4,8
fashion_shows,world_region,1994,north america,0.375000,3,8
fashion_shows,world_region,1994,south asia,0.125000,1,8
fashion_shows,world_region,1995,north america,0.666667,10,15
fashion_shows,world_region,1995,middle east,0.266667,4,15
fashion_shows,world_region,1995,southern europe,0.066667,1,15
fashion_shows,world_region,1997,north america,0.589474,56,95
fashion_shows,world_region,1997,western europe,0.200000,19,95
fashion_shows,world_region,1997,middle east,0.157895,15,95
fashion_shows,world_region,1997,southern europe,0.052632,5,95
fashion_shows,world_region,1998,north america,0.580357,65,112
fashion_shows,world_region,1998,western europe,0.339286,38,112
fashion_shows,world_region,1998,middle east,0.053571,6,112
fashion_shows,world_region,1998,southern europe,0.026786,3,112
fashion_shows,world_region,1996,middle east,0.705882,12,17
fashion_shows,world_region,1996,north america,0.235294,4,17
fashion_shows,world_region,1996,southern europe,0.058824,1,17
fashion_shows,world_region,1991,south asia,0.857143,12,14
fashion_shows,world_region,1991,southern europe,0.142857,2,14
fashion_shows,world_region,1992,south asia,0.888889,8,9
fashion_shows,world_region,1992,north america,0.111111,1,9
fashion_shows,world_region,1993,north america,0.888889,24,27
fashion_shows,world_region,1993,south asia,0.111111,3,27
fashion_shows,world_region,1988,southern europe,1.000000,1,1
fashion_shows,world_region,1990,south asia,1.000000,2,2
fashion_shows,world_region,1985,north america,1.000000,1,1
fashion_shows,world_region,1983,north america,1.000000,1,1
fashion_shows,global_group,2024,global north,0.681319,124,182
fashion_shows,global_group,2024,global south,0.318681,58,182
fashion_shows,global_group,2002,global north,0.904192,151,167
fashion_shows,global_group,2002,global south,0.095808,16,167
fashion_shows,global_group,2003,global north,0.804124,156,194
fashion_shows,global_group,2003,global south,0.195876,38,194
fashion_shows,global_group,2004,global north,0.842308,219,260
fashion_shows,global_group,2004,global south,0.157692,41,260
fashion_shows,global_group,2005,global north,0.929412,237,255
fashion_shows,global_group,2005,global south,0.070588,18,255
fashion_shows,global_group,2006,global north,0.680498,164,241
fashion_shows,global_group,2006,global south,0.319502,77,241
fashion_shows,global_group,2015,global north,0.716800,448,625
fashion_shows,global_group,2015,global south,0.283200,177,625
fashion_shows,global_group,2014,global north,0.893333,536,600
fashion_shows,global_group,2014,global south,0.106667,64,600
fashion_shows,global_group,2012,global north,0.896250,717,800
fashion_shows,global_group,2012,global south,0.103750,83,800
fashion_shows,global_group,1999,global north,0.974359,38,39
fashion_shows,global_group,1999,global south,0.025641,1,39
fashion_shows,global_group,2001,global north,1.000000,120,120
fashion_shows,global_group,2000,global north,1.000000,115,115
fashion_shows,global_group,2007,global north,0.664336,190,286
fashion_shows,global_group,2007,global south,0.335664,96,286
fashion_shows,global_group,2008,global north,0.616438,90,146
fashion_shows,global_group,2008,global south,0.383562,56,146
fashion_shows,global_group,2009,global north,0.804348,222,276
fashion_shows,global_group,2009,global south,0.195652,54,276
fashion_shows,global_group,2010,global north,0.921171,409,444
fashion_shows,global_group,2010,global south,0.078829,35,444
fashion_shows,global_group,2019,global north,0.644302,605,939
fashion_shows,global_group,2019,global south,0.355698,334,939
fashion_shows,global_group,2023,global north,0.671562,503,749
fashion_shows,global_group,2023,global south,0.328438,246,749
fashion_shows,global_group,2022,global north,0.644684,479,743
fashion_shows,global_group,2022,global south,0.355316,264,743
fashion_shows,global_group,2011,global north,0.910819,623,684
fashion_shows,global_group,2011,global south,0.089181,61,684
fashion_shows,global_group,2020,global north,0.575000,575,1000
fashion_shows,global_group,2020,global south,0.425000,425,1000
fashion_shows,global_group,2016,global north,0.660959,386,584
fashion_shows,global_group,2016,global south,0.339041,198,584
fashion_shows,global_group,2013,global north,0.818644,483,590
fashion_shows,global_group,2013,global south,0.181356,107,590
fashion_shows,global_group,2021,global north,0.684729,139,203
fashion_shows,global_group,2021,global south,0.315271,64,203
fashion_shows,global_group,2018,global north,0.756098,217,287
fashion_shows,global_group,2018,global south,0.243902,70,287
fashion_shows,global_group,2017,global north,0.781321,343,439
fashion_shows,global_group,2017,global south,0.218679,96,439
fashion_shows,global_group,1994,global south,0.625000,5,8
fashion_shows,global_group,1994,global north,0.375000,3,8
fashion_shows,global_group,1995,global north,0.733333,11,15
fashion_shows,global_group,1995,global south,0.266667,4,15
fashion_shows,global_group,1997,global north,0.842105,80,95
fashion_shows,global_group,1997,global south,0.157895,15,95
fashion_shows,global_group,1998,global north,0.946429,106,112
fashion_shows,global_group,1998,global south,0.053571,6,112
fashion_shows,global_group,1996,global south,0.705882,12,17
fashion_shows,global_group,1996,global north,0.294118,5,17
fashion_shows,global_group,1991,global south,0.857143,12,14
fashion_shows,global_group,1991,global north,0.142857,2,14
fashion_shows,global_group,1992,global south,0.888889,8,9
fashion_shows,global_group,1992,global north,0.111111,1,9
fashion_shows,global_group,1993,global north,0.888889,24,27
fashion_shows,global_group,1993,global south,0.111111,3,27
fashion_shows,global_group,1988,global north,1.000000,1,1
fashion_shows,global_group,1990,global south,1.000000,2,2
fashion_shows,global_group,1985,global north,1.000000,1,1
fashion_shows,global_group,1983,global north,1.000000,1,1
advertisements,hair,2021,black,0.437500,189,432
advertisements,hair,2021,brown,0.273148,118,432
advertisements,hair,2021,dark brown,0.138889,60,432
advertisements,hair,2021,blonde,0.053241,23,432
advertisements,hair,2021,dark blonde,0.037037,16,432
advertisements,hair,2021,light brown,0.025463,11,432
advertisements,hair,2021,red,0.023148,10,432
advertisements,hair,2021,red / blonde,0.006944,3,432
advertisements,hair,2021,chestnut,0.004630,2,432
advertisements,hair,2023,black,0.423895,259,611
advertisements,hair,2023,brown,0.250409,153,611
advertisements,hair,2023,dark brown,0.108020,66,611
advertisements,hair,2023,dark blonde,0.076923,47,611
advertisements,hair,2023,blonde,0.070376,43,611
advertisements,hair,2023,light brown,0.055646,34,611
advertisements,hair,2023,red,0.006547,4,611
advertisements,hair,2023,chestnut,0.004910,3,611
advertisements,hair,2023,light blonde,0.001637,1,611
advertisements,hair,2023,brown / red,0.001637,1,611
advertisements,hair,2024,black,0.377315,163,432
advertisements,hair,2024,brown,0.247685,107,432
advertisements,hair,2024,dark brown,0.113426,49,432
advertisements,hair,2024,blonde,0.090278,39,432
advertisements,hair,2024,dark blonde,0.081019,35,432
advertisements,hair,2024,light brown,0.069444,30,432
advertisements,hair,2024,chestnut,0.013889,6,432
advertisements,hair,2024,blonde / red,0.002315,1,432
advertisements,hair,2024,brown / red,0.002315,1,432
advertisements,hair,2024,red,0.002315,1,432
advertisements,hair,2017,brown,0.354244,96,271
advertisements,hair,2017,black,0.214022,58,271
advertisements,hair,2017,dark brown,0.151292,41,271
advertisements,hair,2017,dark blonde,0.125461,34,271
advertisements,hair,2017,blonde,0.077491,21,271
advertisements,hair,2017,light brown,0.062731,17,271
advertisements,hair,2017,red,0.007380,2,271
advertisements,hair,2017,white,0.007380,2,271
advertisements,hair,2018,brown,0.335897,131,390
advertisements,hair,2018,black,0.266667,104,390
advertisements,hair,2018,dark brown,0.123077,48,390
advertisements,hair,2018,blonde,0.107692,42,390
advertisements,hair,2018,dark blonde,0.092308,36,390
advertisements,hair,2018,light brown,0.056410,22,390
advertisements,hair,2018,red,0.017949,7,390
advertisements,hair,2019,brown,0.339468,166,489
advertisements,hair,2019,black,0.335378,164,489
advertisements,hair,2019,dark brown,0.137014,67,489
advertisements,hair,2019,blonde,0.061350,30,489
advertisements,hair,2019,dark blonde,0.061350,30,489
advertisements,hair,2019,light brown,0.047035,23,489
advertisements,hair,2019,red,0.016360,8,489
advertisements,hair,2019,light blonde,0.002045,1,489
advertisements,hair,2020,black,0.378132,166,439
advertisements,hair,2020,brown,0.359909,158,439
advertisements,hair,2020,dark brown,0.118451,52,439
advertisements,hair,2020,blonde,0.052392,23,439
advertisements,hair,2020,dark blonde,0.043280,19,439
advertisements,hair,2020,light brown,0.029613,13,439
advertisements,hair,2020,red,0.011390,5,439
advertisements,hair,2020,brown / red,0.004556,2,439
advertisements,hair,2020,chestnut,0.002278,1,439
advertisements,hair,2022,black,0.433812,272,627
advertisements,hair,2022,brown,0.263158,165,627
advertisements,hair,2022,dark brown,0.119617,75,627
advertisements,hair,2022,blonde,0.073365,46,627
advertisements,hair,2022,dark blonde,0.051037,32,627
advertisements,hair,2022,light brown,0.044657,28,627
advertisements,hair,2022,light blonde,0.006380,4,627
advertisements,hair,2022,red,0.004785,3,627
advertisements,hair,2022,chestnut,0.003190,2,627
advertisements,hair,2015,brown,0.242105,46,190
advertisements,hair,2015,dark blonde,0.215789,41,190
advertisements,hair,2015,dark brown,0.178947,34,190
advertisements,hair,2015,black,0.173684,33,190
advertisements,hair,2015,blonde,0.105263,20,190
advertisements,hair,2015,light brown,0.073684,14,190
advertisements,hair,2015,light blonde,0.010526,2,190
advertisements,hair,2008,brown,0.322034,19,59
advertisements,hair,2008,dark brown,0.254237,15,59
advertisements,hair,2008,black,0.220339,13,59
advertisements,hair,2008,dark blonde,0.118644,7,59
advertisements,hair,2008,blonde,0.084746,5,59
advertisements,hair,2009,brown,0.344086,32,93
advertisements,hair,2009,dark blonde,0.236559,22,93
advertisements,hair,2009,black,0.182796,17,93
advertisements,hair,2009,dark brown,0.118280,11,93
advertisements,hair,2009,light brown,0.064516,6,93
advertisements,hair,2009,blonde,0.053763,5,93
advertisements,hair,2010,brown,0.396947,52,131
advertisements,hair,2010,black,0.229008,30,131
advertisements,hair,2010,dark blonde,0.145038,19,131
advertisements,hair,2010,dark brown,0.129771,17,131
advertisements,hair,2010,light brown,0.038168,5,131
advertisements,hair,2010,blonde,0.038168,5,131
advertisements,hair,2010,light blonde,0.015267,2,131
advertisements,hair,2010,red,0.007634,1,131
advertisements,hair,2011,brown,0.306667,46,150
advertisements,hair,2011,dark blonde,0.226667,34,150
advertisements,hair,2011,black,0.180000,27,150
advertisements,hair,2011,dark brown,0.140000,21,150
advertisements,hair,2011,blonde,0.053333,8,150
advertisements,hair,2011,light blonde,0.040000,6,150
advertisements,hair,2011,light brown,0.033333,5,150
advertisements,hair,2011,red,0.020000,3,150
advertisements,hair,2012,brown,0.290541,43,148
advertisements,hair,2012,dark blonde,0.270270,40,148
advertisements,hair,2012,black,0.202703,30,148
advertisements,hair,2012,blonde,0.121622,18,148
advertisements,hair,2012,dark brown,0.101351,15,148
advertisements,hair,2012,light blonde,0.013514,2,148
advertisements,hair,2013,brown,0.350515,68,194
advertisements,hair,2013,dark blonde,0.242268,47,194
advertisements,hair,2013,dark brown,0.175258,34,194
advertisements,hair,2013,black,0.164948,32,194
advertisements,hair,2013,blonde,0.056701,11,194
advertisements,hair,2013,light brown,0.010309,2,194
advertisements,hair,2014,brown,0.335165,61,182
advertisements,hair,2014,black,0.219780,40,182
advertisements,hair,2014,dark blonde,0.181319,33,182
advertisements,hair,2014,dark brown,0.137363,25,182
advertisements,hair,2014,blonde,0.098901,18,182
advertisements,hair,2014,light brown,0.010989,2,182
advertisements,hair,2014,red,0.010989,2,182
advertisements,hair,2014,light blonde,0.005495,1,182
advertisements,hair,2016,brown,0.316364,87,275
advertisements,hair,2016,black,0.210909,58,275
advertisements,hair,2016,dark brown,0.170909,47,275
advertisements,hair,2016,dark blonde,0.141818,39,275
advertisements,hair,2016,light brown,0.080000,22,275
advertisements,hair,2016,blonde,0.072727,20,275
advertisements,hair,2016,light blonde,0.007273,2,275
advertisements,hair,2007,dark brown,0.461538,6,13
advertisements,hair,2007,dark blonde,0.307692,4,13
advertisements,hair,2007,black,0.153846,2,13
advertisements,hair,2007,blonde,0.076923,1,13
advertisements,hair,2003,blonde,0.500000,1,2
advertisements,hair,2003,dark blonde,0.500000,1,2
advertisements,hair,1998,dark brown,0.750000,3,4
advertisements,hair,1998,blonde,0.250000,1,4
advertisements,hair,2000,blonde,0.500000,1,2
advertisements,hair,2000,brown,0.500000,1,2
advertisements,hair,2001,blonde,0.666667,2,3
advertisements,hair,2001,light brown,0.333333,1,3
advertisements,hair,2004,blonde,0.400000,2,5
advertisements,hair,2004,black,0.200000,1,5
advertisements,hair,2004,brown,0.200000,1,5
advertisements,hair,2004,dark brown,0.200000,1,5
advertisements,hair,2006,dark brown,0.428571,3,7
advertisements,hair,2006,black,0.428571,3,7
advertisements,hair,2006,blonde,0.142857,1,7
advertisements,hair,2002,brown,1.000000,1,1
advertisements,hair,2005,dark blonde,0.666667,2,3
advertisements,hair,2005,black,0.333333,1,3
advertisements,hair,1995,dark brown,0.857143,6,7
advertisements,hair,1995,grey,0.142857,1,7
advertisements,hair,1996,dark brown,1.000000,5,5
advertisements,hair,1997,dark brown,0.666667,2,3
advertisements,hair,1997,blonde,0.333333,1,3
advertisements,hair,1990,dark brown,1.000000,1,1
advertisements,hair,1992,grey,0.500000,1,2
advertisements,hair,1992,dark brown,0.500000,1,2
advertisements,hair,1993,dark brown,1.000000,5,5
advertisements,hair,1994,dark brown,1.000000,5,5
advertisements,hair,1991,dark brown,1.000000,2,2
advertisements,hair,1987,blonde,1.000000,1,1
advertisements,hair,1989,grey,0.333333,1,3
advertisements,hair,1989,blonde,0.333333,1,3
advertisements,hair,1989,dark brown,0.333333,1,3
advertisements,hair,1980,blonde,1.000000,1,1
advertisements,eyes,2021,brown,0.567130,245,432
advertisements,eyes,2021,blue,0.145833,63,432
advertisements,eyes,2021,black,0.115741,50,432
advertisements,eyes,2021,green,0.069444,30,432
advertisements,eyes,2021,dark brown,0.039352,17,432
advertisements,eyes,2021,blue / green,0.018519,8,432
advertisements,eyes,2021,hazel,0.016204,7,432
advertisements,eyes,2021,blue / grey,0.016204,7,432
advertisements,eyes,2021,light brown,0.004630,2,432
advertisements,eyes,2021,green / brown,0.004630,2,432
advertisements,eyes,2021,grey,0.002315,1,432
advertisements,eyes,2023,brown,0.517185,316,611
advertisements,eyes,2023,blue,0.155483,95,611
advertisements,eyes,2023,black,0.126023,77,611
advertisements,eyes,2023,green,0.078560,48,611
advertisements,eyes,2023,blue / green,0.032733,20,611
advertisements,eyes,2023,hazel,0.024550,15,611
advertisements,eyes,2023,dark brown,0.021277,13,611
advertisements,eyes,2023,blue / grey,0.019640,12,611
advertisements,eyes,2023,green / brown,0.018003,11,611
advertisements,eyes,2023,grey,0.003273,2,611
advertisements,eyes,2023,light brown,0.001637,1,611
advertisements,eyes,2023,brown / hazel,0.001637,1,611
advertisements,eyes,2024,brown,0.462963,200,432
advertisements,eyes,2024,blue,0.233796,101,432
advertisements,eyes,2024,black,0.097222,42,432
advertisements,eyes,2024,green,0.055556,24,432
advertisements,eyes,2024,hazel,0.037037,16,432
advertisements,eyes,2024,blue / grey,0.034722,15,432
advertisements,eyes,2024,blue / green,0.030093,13,432
advertisements,eyes,2024,green / brown,0.020833,9,432
advertisements,eyes,2024,dark brown,0.013889,6,432
advertisements,eyes,2024,brown / hazel,0.006944,3,432
advertisements,eyes,2024,grey,0.004630,2,432
advertisements,eyes,2024,green / grey,0.002315,1,432
advertisements,eyes,2017,brown,0.431734,117,271
advertisements,eyes,2017,blue,0.247232,67,271
advertisements,eyes,2017,green,0.184502,50,271
advertisements,eyes,2017,hazel,0.033210,9,271
advertisements,eyes,2017,brown / hazel,0.029520,8,271
advertisements,eyes,2017,black,0.025830,7,271
advertisements,eyes,2017,blue / green,0.022140,6,271
advertisements,eyes,2017,grey,0.018450,5,271
advertisements,eyes,2017,blue / grey,0.003690,1,271
advertisements,eyes,2017,green / brown,0.003690,1,271
advertisements,eyes,2018,brown,0.489744,191,390
advertisements,eyes,2018,blue,0.289744,113,390
advertisements,eyes,2018,green,0.094872,37,390
advertisements,eyes,2018,black,0.038462,15,390
advertisements,eyes,2018,blue / green,0.035897,14,390
advertisements,eyes,2018,hazel,0.028205,11,390
advertisements,eyes,2018,blue / grey,0.010256,4,390
advertisements,eyes,2018,brown / hazel,0.010256,4,390
advertisements,eyes,2018,green / brown,0.002564,1,390
advertisements,eyes,2019,brown,0.521472,255,489
advertisements,eyes,2019,blue,0.245399,120,489
advertisements,eyes,2019,green,0.089980,44,489
advertisements,eyes,2019,black,0.071575,35,489
advertisements,eyes,2019,hazel,0.022495,11,489
advertisements,eyes,2019,blue / green,0.020450,10,489
advertisements,eyes,2019,dark brown,0.010225,5,489
advertisements,eyes,2019,blue / grey,0.006135,3,489
advertisements,eyes,2019,green / brown,0.004090,2,489
advertisements,eyes,2019,brown / hazel,0.004090,2,489
advertisements,eyes,2019,grey,0.002045,1,489
advertisements,eyes,2019,light brown,0.002045,1,489
advertisements,eyes,2020,brown,0.555809,244,439
advertisements,eyes,2020,blue,0.182232,80,439
advertisements,eyes,2020,black,0.091116,40,439
advertisements,eyes,2020,green,0.079727,35,439
advertisements,eyes,2020,blue / green,0.050114,22,439
advertisements,eyes,2020,dark brown,0.020501,9,439
advertisements,eyes,2020,hazel,0.009112,4,439
advertisements,eyes,2020,blue / grey,0.004556,2,439
advertisements,eyes,2020,light brown,0.002278,1,439
advertisements,eyes,2020,brown / hazel,0.002278,1,439
advertisements,eyes,2020,green / brown,0.002278,1,439
advertisements,eyes,2022,brown,0.529506,332,627
advertisements,eyes,2022,blue,0.167464,105,627
advertisements,eyes,2022,black,0.113238,71,627
advertisements,eyes,2022,green,0.070175,44,627
advertisements,eyes,2022,hazel,0.031898,20,627
advertisements,eyes,2022,blue / grey,0.028708,18,627
advertisements,eyes,2022,blue / green,0.025518,16,627
advertisements,eyes,2022,dark brown,0.015949,10,627
advertisements,eyes,2022,green / brown,0.009569,6,627
advertisements,eyes,2022,grey,0.004785,3,627
advertisements,eyes,2022,light brown,0.003190,2,627
advertisements,eyes,2015,blue,0.363158,69,190
advertisements,eyes,2015,brown,0.342105,65,190
advertisements,eyes,2015,green,0.131579,25,190
advertisements,eyes,2015,blue / green,0.042105,8,190
advertisements,eyes,2015,grey,0.031579,6,190
advertisements,eyes,2015,brown / hazel,0.031579,6,190
advertisements,eyes,2015,hazel,0.026316,5,190
advertisements,eyes,2015,blue / grey,0.015789,3,190
advertisements,eyes,2015,black,0.010526,2,190
advertisements,eyes,2015,green / grey,0.005263,1,190
advertisements,eyes,2008,blue,0.389831,23,59
advertisements,eyes,2008,green,0.271186,16,59
advertisements,eyes,2008,brown,0.237288,14,59
advertisements,eyes,2008,brown / hazel,0.101695,6,59
advertisements,eyes,2009,blue,0.344086,32,93
advertisements,eyes,2009,brown,0.301075,28,93
advertisements,eyes,2009,green,0.247312,23,93
advertisements,eyes,2009,brown / hazel,0.086022,8,93
advertisements,eyes,2009,blue / grey,0.010753,1,93
advertisements,eyes,2009,blue / green,0.010753,1,93
advertisements,eyes,2010,blue,0.358779,47,131
advertisements,eyes,2010,brown,0.343511,45,131
advertisements,eyes,2010,green,0.183206,24,131
advertisements,eyes,2010,brown / hazel,0.091603,12,131
advertisements,eyes,2010,blue / green,0.015267,2,131
advertisements,eyes,2010,blue / grey,0.007634,1,131
advertisements,eyes,2011,blue,0.353333,53,150
advertisements,eyes,2011,brown,0.326667,49,150
advertisements,eyes,2011,green,0.240000,36,150
advertisements,eyes,2011,brown / hazel,0.060000,9,150
advertisements,eyes,2011,blue / grey,0.013333,2,150
advertisements,eyes,2011,blue / green,0.006667,1,150
advertisements,eyes,2012,blue,0.337838,50,148
advertisements,eyes,2012,brown,0.317568,47,148
advertisements,eyes,2012,green,0.189189,28,148
advertisements,eyes,2012,blue / green,0.094595,14,148
advertisements,eyes,2012,brown / hazel,0.060811,9,148
advertisements,eyes,2013,blue,0.365979,71,194
advertisements,eyes,2013,brown,0.335052,65,194
advertisements,eyes,2013,green,0.195876,38,194
advertisements,eyes,2013,brown / hazel,0.051546,10,194
advertisements,eyes,2013,blue / green,0.041237,8,194
advertisements,eyes,2013,blue / grey,0.005155,1,194
advertisements,eyes,2013,dark brown,0.005155,1,194
advertisements,eyes,2014,blue,0.384615,70,182
advertisements,eyes,2014,brown,0.296703,54,182
advertisements,eyes,2014,green,0.153846,28,182
advertisements,eyes,2014,blue / green,0.065934,12,182
advertisements,eyes,2014,brown / hazel,0.060440,11,182
advertisements,eyes,2014,grey,0.021978,4,182
advertisements,eyes,2014,black,0.010989,2,182
advertisements,eyes,2014,dark brown,0.005495,1,182
advertisements,eyes,2016,brown,0.363636,100,275
advertisements,eyes,2016,blue,0.312727,86,275
advertisements,eyes,2016,green,0.123636,34,275
advertisements,eyes,2016,hazel,0.050909,14,275
advertisements,eyes,2016,black,0.040000,11,275
advertisements,eyes,2016,brown / hazel,0.040000,11,275
advertisements,eyes,2016,blue / green,0.036364,10,275
advertisements,eyes,2016,grey,0.025455,7,275
advertisements,eyes,2016,blue / grey,0.003636,1,275
advertisements,eyes,2016,green / grey,0.003636,1,275
advertisements,eyes,2007,blue,0.538462,7,13
advertisements,eyes,2007,green,0.230769,3,13
advertisements,eyes,2007,brown,0.153846,2,13
advertisements,eyes,2007,brown / hazel,0.076923,1,13
advertisements,eyes,2003,blue,0.500000,1,2
advertisements,eyes,2003,green,0.500000,1,2
advertisements,eyes,1998,blue,0.750000,3,4
advertisements,eyes,1998,green,0.250000,1,4
advertisements,eyes,2000,blue,0.500000,1,2
advertisements,eyes,2000,green,0.500000,1,2
advertisements,eyes,2001,blue,1.000000,3,3
advertisements,eyes,2004,blue,0.600000,3,5
advertisements,eyes,2004,brown,0.400000,2,5
advertisements,eyes,2006,blue,0.428571,3,7
advertisements,eyes,2006,brown,0.428571,3,7
advertisements,eyes,2006,green,0.142857,1,7
advertisements,eyes,2002,blue,1.000000,1,1
advertisements,eyes,2005,green,0.666667,2,3
advertisements,eyes,2005,brown / hazel,0.333333,1,3
advertisements,eyes,1995,blue,1.000000,7,7
advertisements,eyes,1996,blue,1.000000,5,5
advertisements,eyes,1997,blue,1.000000,3,3
advertisements,eyes,1990,blue,1.000000,1,1
advertisements,eyes,1992,blue,1.000000,2,2
advertisements,eyes,1993,blue,1.000000,5,5
advertisements,eyes,1994,blue,0.800000,4,5
advertisements,eyes,1994,green,0.200000,1,5
advertisements,eyes,1991,blue,1.000000,2,2
advertisements,eyes,1987,blue,1.000000,1,1
advertisements,eyes,1989,blue,1.000000,3,3
advertisements,eyes,1980,blue,1.000000,1,1
advertisements,world_region,2021,western europe,0.289352,125,432
advertisements,world_region,2021,sub-saharan africa,0.240741,104,432
advertisements,world_region,2021,north america,0.164352,71,432
advertisements,world_region,2021,east asia,0.104167,45,432
advertisements,world_region,2021,southern europe,0.078704,34,432
advertisements,world_region,2021,south america,0.050926,22,432
advertisements,world_region,2021,eastern europe,0.030093,13,432
advertisements,world_region,2021,caribbean,0.011574,5,432
advertisements,world_region,2021,northern europe,0.011574,5,432
advertisements,world_region,2021,south asia,0.009259,4,432
advertisements,world_region,2021,oceania,0.002315,1,432
advertisements,world_region,2021,southeast asia,0.002315,1,432
advertisements,world_region,2021,middle east,0.002315,1,432
advertisements,world_region,2021,north africa,0.002315,1,432
advertisements,world_region,2023,western europe,0.292962,179,611
advertisements,world_region,2023,sub-saharan africa,0.199673,122,611
advertisements,world_region,2023,north america,0.199673,122,611
advertisements,world_region,2023,east asia,0.124386,76,611
advertisements,world_region,2023,southern europe,0.062193,38,611
advertisements,world_region,2023,south america,0.031097,19,611
advertisements,world_region,2023,eastern europe,0.029460,18,611
advertisements,world_region,2023,northern europe,0.021277,13,611
advertisements,world_region,2023,north africa,0.013093,8,611
advertisements,world_region,2023,caribbean,0.009820,6,611
advertisements,world_region,2023,middle east,0.004910,3,611
advertisements,world_region,2023,south asia,0.004910,3,611
advertisements,world_region,2023,oceania,0.003273,2,611
advertisements,world_region,2023,southeast asia,0.003273,2,611
advertisements,world_region,2024,western europe,0.365741,158,432
advertisements,world_region,2024,north america,0.212963,92,432
advertisements,world_region,2024,sub-saharan africa,0.141204,61,432
advertisements,world_region,2024,east asia,0.120370,52,432
