event,measurement,year,iqr,skewness,kurtosis,n
editorials,height_cm,2009,3.125000,-1.347354,3.623734,2384
editorials,height_cm,2010,2.500000,-0.955698,2.675928,3531
editorials,height_cm,2011,2.000000,-1.142128,3.455397,5332
editorials,height_cm,2012,3.000000,-1.194358,3.022912,6622
editorials,height_cm,2013,3.000000,-0.992855,2.457681,8439
editorials,height_cm,2001,2.000000,-1.548199,5.670390,231
editorials,height_cm,2006,3.500000,-0.408276,0.654233,372
editorials,height_cm,2003,3.000000,-0.786950,3.597804,418
editorials,height_cm,2004,3.000000,-0.432683,0.510129,402
editorials,height_cm,1997,3.000000,-0.962369,3.240720,211
editorials,height_cm,1998,3.250000,-0.315519,1.215984,283
editorials,height_cm,2000,2.500000,-1.787471,5.837200,153
editorials,height_cm,2007,4.000000,-1.046143,2.224262,594
editorials,height_cm,1999,2.500000,-1.522017,6.086174,214
editorials,height_cm,2002,2.000000,-1.596209,5.572234,354
editorials,height_cm,2005,3.000000,-0.283083,0.601201,442
editorials,height_cm,1989,3.000000,-0.243403,-0.400423,67
editorials,height_cm,1990,1.000000,-1.185296,5.572205,112
editorials,height_cm,1991,1.500000,-1.150889,7.056712,163
editorials,height_cm,1992,1.500000,-0.892034,1.306735,223
editorials,height_cm,1993,2.500000,-1.013139,0.689523,194
editorials,height_cm,1994,2.500000,-1.039664,1.814769,158
editorials,height_cm,1995,2.500000,0.047102,0.672642,157
editorials,height_cm,1996,3.000000,-0.681634,0.124741,163
editorials,height_cm,1981,2.000000,-1.412833,0.546343,13
editorials,height_cm,1982,0.000000,-0.584435,1.851176,47
editorials,height_cm,1983,3.000000,-0.061951,-0.596556,47
editorials,height_cm,1984,1.000000,1.416646,7.803248,46
editorials,height_cm,1987,1.500000,1.231933,2.847566,70
editorials,height_cm,1985,1.500000,1.025394,0.822252,31
editorials,height_cm,1986,1.000000,0.460189,2.032858,76
editorials,height_cm,1988,0.000000,1.478185,1.696381,88
editorials,height_cm,1966,0.000000,0.000000,0.000000,3
editorials,height_cm,1967,0.000000,2.449490,6.000000,6
editorials,height_cm,1968,0.000000,0.000000,0.000000,1
editorials,height_cm,1972,7.875000,-0.968246,-1.875000,6
editorials,height_cm,1974,0.250000,-2.000000,4.000000,4
editorials,height_cm,1979,0.000000,0.000000,0.000000,1
editorials,height_cm,1970,0.000000,0.000000,0.000000,1
editorials,height_cm,1973,0.000000,-2.449490,6.000000,6
editorials,height_cm,1976,0.000000,0.000000,0.000000,1
editorials,bust-eu_clean,2022,5.500000,1.859576,8.328886,4746
editorials,bust-eu_clean,2023,5.000000,1.466928,6.049398,4730
editorials,bust-eu_clean,2024,5.500000,1.484414,6.569042,4214
editorials,bust-eu_clean,2016,4.000000,1.673927,11.138215,10027
editorials,bust-eu_clean,2017,4.000000,1.905225,10.986942,8547
editorials,bust-eu_clean,2018,5.000000,1.559580,8.103895,8290
editorials,bust-eu_clean,2019,5.000000,1.493842,7.551151,8213
editorials,bust-eu_clean,2020,5.000000,1.802215,8.547799,6675
editorials,bust-eu_clean,2021,5.000000,1.853928,8.793822,5660
editorials,bust-eu_clean,2014,4.000000,0.841545,4.428123,9711
editorials,bust-eu_clean,2015,4.000000,1.320494,8.522384,10407
editorials,bust-eu_clean,2008,5.000000,-0.139018,-0.170277,1410
editorials,bust-eu_clean,2009,5.000000,1.243049,12.766481,2384
editorials,bust-eu_clean,2010,5.000000,1.200492,10.191468,3531
editorials,bust-eu_clean,2011,4.000000,0.186198,0.816398,5332
editorials,bust-eu_clean,2012,4.000000,0.452246,1.644009,6622
editorials,bust-eu_clean,2013,4.000000,0.334543,0.843933,8439
editorials,bust-eu_clean,2001,2.500000,-0.445430,-0.335556,231
editorials,bust-eu_clean,2006,5.000000,0.079552,-0.915347,372
editorials,bust-eu_clean,2003,2.000000,-0.569078,-0.375663,418
editorials,bust-eu_clean,2004,3.000000,-0.250234,-0.426545,402
editorials,bust-eu_clean,1997,0.500000,-0.663984,2.947460,211
editorials,bust-eu_clean,1998,2.500000,-0.424590,0.522917,283
editorials,bust-eu_clean,2000,0.500000,0.284215,3.111098,153
editorials,bust-eu_clean,2007,5.000000,0.016344,-0.653447,594
editorials,bust-eu_clean,1999,2.500000,-0.627447,1.117074,214
editorials,bust-eu_clean,2002,2.500000,-0.460105,-0.224303,354
editorials,bust-eu_clean,2005,4.000000,2.710444,28.133956,442
editorials,bust-eu_clean,1989,4.500000,0.601377,-1.083510,67
editorials,bust-eu_clean,1990,1.000000,0.591018,0.974247,112
editorials,bust-eu_clean,1991,1.500000,0.946479,-0.128494,163
editorials,bust-eu_clean,1992,1.500000,1.326790,0.802637,223
editorials,bust-eu_clean,1993,0.000000,0.829528,4.079846,194
editorials,bust-eu_clean,1994,1.500000,0.836201,0.926320,158
editorials,bust-eu_clean,1995,0.000000,0.026837,2.776013,157
editorials,bust-eu_clean,1996,0.000000,-0.722145,1.951075,163
editorials,bust-eu_clean,1981,3.500000,0.272539,-2.129536,13
editorials,bust-eu_clean,1982,3.500000,-0.020558,-2.045579,47
editorials,bust-eu_clean,1983,3.500000,0.949287,-0.760612,47
editorials,bust-eu_clean,1984,0.500000,2.139095,3.152298,46
editorials,bust-eu_clean,1987,0.000000,1.691244,3.555796,70
editorials,bust-eu_clean,1985,0.500000,3.189737,10.748767,31
editorials,bust-eu_clean,1986,0.000000,2.183204,3.361557,76
editorials,bust-eu_clean,1988,1.500000,1.064819,-0.374953,88
editorials,bust-eu_clean,1966,0.000000,0.000000,0.000000,3
editorials,bust-eu_clean,1967,0.000000,-2.449490,6.000000,6
editorials,bust-eu_clean,1968,0.000000,0.000000,0.000000,1
editorials,bust-eu_clean,1972,0.000000,0.000000,0.000000,6
editorials,bust-eu_clean,1974,0.000000,0.000000,0.000000,4
editorials,bust-eu_clean,1979,0.000000,0.000000,0.000000,1
editorials,bust-eu_clean,1970,0.000000,0.000000,0.000000,1
editorials,bust-eu_clean,1973,0.000000,-2.449490,6.000000,6
editorials,bust-eu_clean,1976,0.000000,0.000000,0.000000,1
editorials,waist-eu_clean,2022,3.000000,3.350637,15.015963,4746
editorials,waist-eu_clean,2023,3.000000,3.007749,12.153076,4730
editorials,waist-eu_clean,2024,3.000000,3.312515,14.753396,4214
editorials,waist-eu_clean,2016,2.000000,3.999819,30.135215,10027
editorials,waist-eu_clean,2017,2.000000,4.042443,26.687759,8547
editorials,waist-eu_clean,2018,2.000000,3.664189,21.943879,8290
editorials,waist-eu_clean,2019,2.000000,3.644107,21.039684,8213
editorials,waist-eu_clean,2020,3.000000,3.482868,16.326222,6675
editorials,waist-eu_clean,2021,2.000000,3.382801,15.703102,5660
editorials,waist-eu_clean,2014,1.000000,3.317307,23.562132,9711
editorials,waist-eu_clean,2015,1.500000,3.497101,26.312944,10407
editorials,waist-eu_clean,2008,1.000000,1.861975,10.017639,1410
editorials,waist-eu_clean,2009,1.000000,3.398461,27.270720,2384
editorials,waist-eu_clean,2010,1.000000,3.755872,30.018400,3531
editorials,waist-eu_clean,2011,1.000000,3.169330,21.750106,5332
editorials,waist-eu_clean,2012,1.000000,2.980148,19.335950,6622
editorials,waist-eu_clean,2013,1.000000,2.987317,19.781088,8439
editorials,waist-eu_clean,2001,3.000000,-0.336753,1.064613,231
editorials,waist-eu_clean,2006,2.000000,0.623419,3.825395,372
editorials,waist-eu_clean,2003,1.500000,-0.103176,2.063058,418
editorials,waist-eu_clean,2004,1.000000,1.343686,5.397251,402
editorials,waist-eu_clean,1997,1.000000,1.029315,2.544064,211
editorials,waist-eu_clean,1998,2.000000,2.092234,9.473642,283
editorials,waist-eu_clean,2000,2.000000,2.347014,12.443628,153
editorials,waist-eu_clean,2007,2.000000,1.704158,6.713182,594
editorials,waist-eu_clean,1999,3.000000,1.107199,2.306419,214
editorials,waist-eu_clean,2002,3.000000,0.584425,4.764146,354
editorials,waist-eu_clean,2005,2.000000,3.555727,32.477246,442
editorials,waist-eu_clean,1989,4.500000,1.411024,1.909080,67
editorials,waist-eu_clean,1990,3.000000,1.773305,4.249019,112
editorials,waist-eu_clean,1991,4.500000,1.326275,1.368769,163
editorials,waist-eu_clean,1992,7.000000,0.738780,-0.152183,223
editorials,waist-eu_clean,1993,6.000000,1.323190,3.443366,194
editorials,waist-eu_clean,1994,6.000000,1.040290,1.672676,158
editorials,waist-eu_clean,1995,4.500000,0.961929,1.074670,157
editorials,waist-eu_clean,1996,3.500000,0.705258,1.268402,163
editorials,waist-eu_clean,1981,13.500000,0.902953,-1.345524,13
editorials,waist-eu_clean,1982,13.500000,0.902835,-1.069011,47
editorials,waist-eu_clean,1983,12.500000,0.354252,-1.864452,47
editorials,waist-eu_clean,1984,10.000000,0.996352,-0.812207,46
editorials,waist-eu_clean,1987,5.500000,1.633958,1.901868,70
editorials,waist-eu_clean,1985,3.250000,1.688968,1.815913,31
editorials,waist-eu_clean,1986,3.000000,2.027072,3.771030,76
editorials,waist-eu_clean,1988,8.000000,0.700760,-0.625059,88
editorials,waist-eu_clean,1966,0.000000,0.000000,0.000000,3
editorials,waist-eu_clean,1967,0.000000,-2.449490,6.000000,6
editorials,waist-eu_clean,1968,0.000000,0.000000,0.000000,1
editorials,waist-eu_clean,1972,7.500000,0.968246,-1.875000,6
editorials,waist-eu_clean,1974,0.000000,0.000000,0.000000,4
editorials,waist-eu_clean,1979,0.000000,0.000000,0.000000,1
editorials,waist-eu_clean,1970,0.000000,0.000000,0.000000,1
editorials,waist-eu_clean,1973,0.000000,-2.449490,6.000000,6
editorials,waist-eu_clean,1976,0.000000,0.000000,0.000000,1
editorials,hips-eu_clean,2022,2.500000,4.007346,23.170550,4746
editorials,hips-eu_clean,2023,2.500000,3.953240,21.487866,4730
editorials,hips-eu_clean,2024,2.500000,4.197028,23.019299,4214
editorials,hips-eu_clean,2016,2.500000,5.016458,49.549087,10027
editorials,hips-eu_clean,2017,2.500000,4.850633,40.961083,8547
editorials,hips-eu_clean,2018,2.500000,4.667940,34.333317,8290
editorials,hips-eu_clean,2019,2.500000,4.495236,32.760619,8213
editorials,hips-eu_clean,2020,2.500000,4.056462,23.369636,6675
editorials,hips-eu_clean,2021,2.500000,4.302712,25.743723,5660
editorials,hips-eu_clean,2014,2.500000,4.134962,39.930675,9711
editorials,hips-eu_clean,2015,2.500000,4.387957,44.599514,10407
editorials,hips-eu_clean,2008,2.500000,1.833705,9.933547,1410
editorials,hips-eu_clean,2009,2.500000,6.361010,85.538248,2384
editorials,hips-eu_clean,2010,2.500000,5.255808,56.844663,3531
editorials,hips-eu_clean,2011,2.500000,3.099741,24.317208,5332
editorials,hips-eu_clean,2012,2.500000,3.345729,28.359736,6622
editorials,hips-eu_clean,2013,2.500000,3.135937,27.734812,8439
editorials,hips-eu_clean,2001,3.000000,0.303124,-0.485317,231
editorials,hips-eu_clean,2006,2.500000,1.854927,5.797175,372
editorials,hips-eu_clean,2003,3.000000,0.747119,1.109985,418
editorials,hips-eu_clean,2004,3.000000,2.171621,6.525188,402
editorials,hips-eu_clean,1997,3.500000,0.474373,0.351525,211
editorials,hips-eu_clean,1998,3.000000,0.481847,2.209890,283
editorials,hips-eu_clean,2000,4.500000,0.793004,4.555678,153
editorials,hips-eu_clean,2007,2.500000,2.355932,10.729215,594
editorials,hips-eu_clean,1999,2.500000,0.440502,1.027273,214
editorials,hips-eu_clean,2002,3.000000,0.197485,-0.865613,354
editorials,hips-eu_clean,2005,2.500000,5.298145,54.459615,442
editorials,hips-eu_clean,1989,1.000000,1.004347,2.565945,67
editorials,hips-eu_clean,1990,1.000000,0.255370,5.290498,112
editorials,hips-eu_clean,1991,2.000000,1.402694,2.396369,163
editorials,hips-eu_clean,1992,2.000000,1.308520,2.348340,223
editorials,hips-eu_clean,1993,2.000000,2.972613,21.937917,194
editorials,hips-eu_clean,1994,2.000000,0.835680,2.969730,158
editorials,hips-eu_clean,1995,2.000000,1.233308,3.618741,157
editorials,hips-eu_clean,1996,3.000000,0.422098,0.534879,163
editorials,hips-eu_clean,1981,4.000000,0.617908,-1.444562,13
editorials,hips-eu_clean,1982,3.000000,0.030021,-0.681988,47
editorials,hips-eu_clean,1983,6.250000,0.362156,0.024767,47
editorials,hips-eu_clean,1984,2.000000,1.053034,0.544566,46
editorials,hips-eu_clean,1987,1.000000,0.350698,2.170696,70
editorials,hips-eu_clean,1985,2.000000,1.008833,1.226903,31
editorials,hips-eu_clean,1986,1.000000,0.026942,2.134078,76
editorials,hips-eu_clean,1988,1.000000,0.958549,1.238168,88
editorials,hips-eu_clean,1966,0.000000,0.000000,0.000000,3
editorials,hips-eu_clean,1967,0.000000,-2.449490,6.000000,6
editorials,hips-eu_clean,1968,0.000000,0.000000,0.000000,1
editorials,hips-eu_clean,1972,1.875000,-0.968246,-1.875000,6
editorials,hips-eu_clean,1974,0.625000,2.000000,4.000000,4
editorials,hips-eu_clean,1979,0.000000,0.000000,0.000000,1
editorials,hips-eu_clean,1970,0.000000,0.000000,0.000000,1
editorials,hips-eu_clean,1973,0.000000,-2.449490,6.000000,6
editorials,hips-eu_clean,1976,0.000000,0.000000,0.000000,1
editorials,rfm,2022,2.956284,2.342922,8.886409,4746
editorials,rfm,2023,2.622951,2.152671,7.508377,4730
editorials,rfm,2024,2.580645,2.330640,8.995023,4214
editorials,rfm,2016,2.295082,2.381415,13.535561,10027
editorials,rfm,2017,2.295082,2.616693,14.118090,8547
editorials,rfm,2018,2.258065,2.384118,11.996011,8290
editorials,rfm,2019,2.372881,2.366433,11.897493,8213
editorials,rfm,2020,2.622951,2.426889,10.114787,6675
editorials,rfm,2021,2.913978,2.313464,9.270219,5660
editorials,rfm,2014,1.924731,1.923386,9.760927,9711
editorials,rfm,2015,2.124142,1.970965,10.845896,10407
editorials,rfm,2008,1.792350,0.957335,4.567486,1410
editorials,rfm,2009,1.909777,1.844922,9.303937,2384
editorials,rfm,2010,1.591398,2.085098,11.452048,3531
editorials,rfm,2011,1.628415,1.798985,8.679746,5332
editorials,rfm,2012,1.628415,1.787036,7.950460,6622
editorials,rfm,2013,1.753863,1.750496,8.224561,8439
editorials,rfm,2001,3.477652,-0.641117,0.712511,231
editorials,rfm,2006,2.622951,-0.200085,1.740544,372
editorials,rfm,2003,1.591398,-0.215849,1.305653,418
editorials,rfm,2004,0.983607,0.412929,2.226181,402
editorials,rfm,1997,2.564781,0.599918,0.687280,211
editorials,rfm,1998,2.207915,1.366583,5.461890,283
editorials,rfm,2000,3.477652,1.067233,2.693107,153
editorials,rfm,2007,2.237211,0.734537,3.165988,594
editorials,rfm,1999,3.255670,0.615702,0.511567,214
editorials,rfm,2002,3.477652,0.216623,3.238069,354
editorials,rfm,2005,2.622951,1.188251,8.122708,442
editorials,rfm,1989,3.702731,1.225803,1.294536,67
editorials,rfm,1990,2.379310,1.562814,3.116027,112
editorials,rfm,1991,3.702731,1.142131,0.942886,163
editorials,rfm,1992,7.379310,0.472478,-0.779954,223
editorials,rfm,1993,6.151839,0.732613,0.226966,194
editorials,rfm,1994,4.871795,0.960610,1.559189,158
editorials,rfm,1995,4.183298,0.623078,-0.010287,157
editorials,rfm,1996,3.703893,0.474464,0.098107,163
editorials,rfm,1981,10.836735,0.779512,-1.376314,13
editorials,rfm,1982,10.836735,0.847653,-1.068441,47
editorials,rfm,1983,8.885915,0.303617,-1.801440,47
editorials,rfm,1984,8.474870,0.909660,-0.960381,46
editorials,rfm,1987,4.528917,1.109933,0.163980,70
editorials,rfm,1985,2.711230,1.533499,1.369943,31
editorials,rfm,1986,4.330130,1.699745,2.318451,76
editorials,rfm,1988,7.894462,0.428519,-1.103024,88
editorials,rfm,1966,0.000000,0.000000,0.000000,3
editorials,rfm,1967,0.000000,-2.449490,6.000000,6
editorials,rfm,1968,0.000000,0.000000,0.000000,1
editorials,rfm,1972,7.395335,0.968246,-1.875000,6
editorials,rfm,1974,0.075758,2.000000,4.000000,4
editorials,rfm,1979,0.000000,0.000000,0.000000,1
editorials,rfm,1970,0.000000,0.000000,0.000000,1
editorials,rfm,1973,0.000000,-2.449490,6.000000,6
editorials,rfm,1976,0.000000,0.000000,0.000000,1
