node,x,y,node_type,centrality
Gigi C Bikinis,55.331711,-45.947014,brand,9.5e-05
Hammitt,54.812912,-47.105152,brand,4.7e-05
Too Faced,54.779911,-47.065556,brand,4.7e-05
nelly.com,34.058147,-48.910355,brand,0.000142
Marciano,53.131977,-46.687771,brand,0.000142
Sunsets Separates,54.948887,-47.033249,brand,4.7e-05
Miss Me Jeans,54.805855,-47.15591,brand,4.7e-05
Pratt Daddy Crystals,54.787331,-47.029953,brand,4.7e-05
Nour Hammour,-36.876968,1.326682,magazine,0.000189
Tate,28.696953,33.563667,brand,4.7e-05
Tate Jewelry,28.768463,33.518238,brand,4.7e-05
Dawei by Belle Ninon,-20.692352,20.876066,brand,4.7e-05
model_02885,18.938993,-77.422676,model,0.000426
Maripossa,18.961296,-77.352211,brand,4.7e-05
Paper Scissors,18.941351,-77.392372,brand,4.7e-05
model_02890,40.151463,-40.086872,model,0.001232
Coco Fennell,40.030861,-39.816898,brand,4.7e-05
Aloura London,40.080036,-39.868732,brand,4.7e-05
Goldwell,40.007042,-40.080887,brand,9.5e-05
Kai Lani Swimwear,40.119743,-39.757004,brand,4.7e-05
Tigha,40.146954,-39.733116,brand,4.7e-05
BE Creative Make Up,40.088139,-39.837341,brand,4.7e-05
Moeva,40.054897,-39.808216,brand,4.7e-05
SOSU By SJ,40.067745,-39.859356,brand,4.7e-05
Naked Wolfe,40.068005,-39.830364,brand,4.7e-05
Dhuo,-23.557575,-5.93338,brand,4.7e-05
Mariah Rovery,-9.906637,78.678192,brand,4.7e-05
Tasaki,-23.368319,-6.153178,brand,0.000237
model_02907,41.584003,-63.144611,model,9.5e-05
model_02921,66.839966,41.757904,model,0.000616
Garage,-17.187057,-46.34903,magazine,0.0054
Limité,28.192574,24.235704,brand,0.000142
Michael Stars,19.82897,-38.979778,brand,0.000142
La Senza,58.597416,-48.400314,brand,0.000284
Pain de Sucre,17.760611,-39.419559,brand,4.7e-05
Lilly Pulitzer,17.208757,-40.827888,brand,0.000142
Vagabond,17.80018,-40.296608,brand,9.5e-05
Belk,17.423084,-39.815987,brand,4.7e-05
Lumene,17.515869,-39.512924,brand,4.7e-05
N:Philanthropy,17.692509,-39.474689,brand,4.7e-05
Victoria's Secret VSX,16.631165,-40.14896,brand,9.5e-05
Bik Bok,18.566439,-38.637894,brand,9.5e-05
Daniel Wellington,16.639917,-40.015179,brand,0.000237
District Vision,17.897358,-39.518925,brand,4.7e-05
Fallon,30.092947,-63.544052,brand,0.000142
Adriana Iglesias,18.0697,-38.745934,brand,9.5e-05
Jacob & Co,17.411541,-39.468838,brand,4.7e-05
Chimi,17.759153,-39.627171,brand,4.7e-05
Livin Cool,18.828354,-40.283401,brand,9.5e-05
4th & Reckless,17.246384,-39.753082,brand,4.7e-05
La bouche rouge,17.909273,-39.715244,brand,4.7e-05
Beis,17.778542,-39.397038,brand,4.7e-05
Bikini Lovers,17.312973,-40.825657,brand,9.5e-05
Chiara Ferragni,17.644886,-39.509315,brand,4.7e-05
Christopher Cloos,17.97987,-39.730064,brand,4.7e-05
Zeynep Arçay,17.512318,-39.864395,brand,4.7e-05
Lavarice,17.581228,-39.380806,brand,4.7e-05
Truly Beauty,17.38723,-39.741283,brand,4.7e-05
Zeynep Arcay,17.523054,-39.602673,brand,4.7e-05
model_02932,32.501389,15.048598,model,4.7e-05
Bonds,15.612228,-72.523735,brand,0.000237
CUE,-6.489384,-25.018515,brand,0.000237
model_02944,66.736725,29.821373,model,4.7e-05
model_02956,53.024277,3.795326,model,0.000189
Haus of Pink Lemonaid,53.044861,3.777163,brand,4.7e-05
Prim I Am,-7.533286,35.876888,brand,4.7e-05
model_02974,49.550255,-46.873219,model,0.000521
Akua by Jaase,49.602242,-46.825775,brand,4.7e-05
Ally Fashion,49.641273,-46.861408,brand,4.7e-05
Haute Rogue,49.585682,-46.796383,brand,4.7e-05
Miron Crosby,49.578316,-46.765423,brand,4.7e-05
model_02975,66.575127,-35.870583,model,0.000189
Hoog,66.575592,-35.872765,brand,4.7e-05
Briigiita,66.574013,-35.871197,brand,4.7e-05
Mane Intimates,66.57193,-35.861408,brand,4.7e-05
Spinelli Kilcollin,-0.053388,-42.156666,brand,4.7e-05
Hardy Brothers,7.321757,-66.380936,brand,0.000142
model_02991,-16.721975,-3.562706,model,4.7e-05
Bumble and Bumble,-1.374091,78.695152,brand,9.5e-05
Jac + Jack,4.664174,-72.371902,brand,0.000237
Carena West,9.908882,-70.822914,brand,4.7e-05
Twice Shy,9.395803,-70.875786,brand,9.5e-05
model_03027,28.571951,-4.449266,model,0.000568
model_03028,3.577944,-12.199224,model,0.000142
Vogue Greece,-3.126589,-18.313183,magazine,0.009663
Vogue China,-20.301571,27.562586,magazine,0.023637
Puramania,34.123566,-53.02903,brand,4.7e-05
Missbella,-42.361439,33.723934,brand,4.7e-05
Wallpaper Magazine,-59.58017,-4.399415,magazine,0.005495
Pierre Hardy,-56.887299,-29.040934,brand,0.000189
Robert Lee Morris,1.328871,-28.240803,brand,4.7e-05
Arthus Bertrand,1.277069,-28.3547,brand,4.7e-05
Lavazza,-60.39991,25.849222,brand,0.000189
Eddie Bauer,26.266663,19.093571,brand,4.7e-05
Harper's Bazaar U.S.,-8.509268,-42.403847,magazine,0.022311
Lascana,19.16511,-43.768513,brand,4.7e-05
Adore Cosmetics,19.136045,-43.756634,brand,4.7e-05
KikiRio,19.112787,-43.759396,brand,9.5e-05
Bugatchi,-77.636078,21.839537,brand,0.000284
Leon Max,31.500168,-7.461973,brand,0.000189
Scanlan Theodore,-0.218362,-23.322176,brand,0.000189
Alan Crocetti,-0.193768,-23.745216,brand,4.7e-05
Sophie Wallgren,5.888314,-8.358947,brand,4.7e-05
model_03137,41.335884,-66.713203,model,0.000284
model_03139,27.011368,-6.817045,model,0.000332
Michaa,-48.839806,-54.985477,brand,0.000142
Pblo by Gérard Darel,-6.237658,-3.941789,brand,4.7e-05
Vanessa Bruno Athe,-6.261905,-4.02413,brand,4.7e-05
Luisa Cerano,-6.274396,-4.042827,brand,4.7e-05
Mikimoto,-12.7801,2.434512,brand,9.5e-05
model_03172,73.288139,22.694271,model,4.7e-05
Coco de Mer,73.286171,22.690323,brand,4.7e-05
Harper's Bazaar Ukraine,2.907689,24.122471,magazine,0.004074
Giuliva Heritage Collection,13.062999,-24.683247,brand,4.7e-05
Martinique,18.251871,-2.510391,brand,4.7e-05
Ole by Koton,18.134096,-2.438087,brand,4.7e-05
QUE,18.203306,-2.594028,brand,4.7e-05
Tsubame,18.288673,-2.510383,brand,4.7e-05
Nicholas The Label,18.192799,-2.489636,brand,4.7e-05
Jacob Cohen,16.412043,-11.267061,brand,4.7e-05
Liselore Frowijn,30.032423,-2.508109,brand,4.7e-05
Marina Yachting,-81.352745,31.374613,brand,0.000142
Ancient Greek Sandals,-69.779556,30.410975,brand,4.7e-05
model_03222,42.327248,-4.284672,model,0.000758
Tom Tailor,2.711213,-35.223858,brand,9.5e-05
eksept,42.341133,-4.292097,brand,4.7e-05
WareHouse,-8.53705,-21.603563,brand,9.5e-05
YMC,30.945972,-3.806926,brand,4.7e-05
Filles A Papa,30.960785,-3.837739,brand,4.7e-05
Lubiam,-71.22644,34.608097,brand,0.000142
model_03257,17.1728,19.099493,model,0.001705
ReFa Beauty Care,16.874798,19.19355,brand,4.7e-05
Roberto Cavalli Eyewear,-18.525,-37.951275,brand,0.000237
Max Mara Eyewear,-50.351791,-34.292931,brand,0.000237
Tekla,-39.139053,-3.75503,brand,0.000189
Rika Studios,-31.174881,-27.247578,magazine,0.000521
PortsPURE,-22.506334,28.926899,brand,0.000189
model_03318,27.231476,-33.139553,model,0.000284
Leader,27.298334,-33.190514,brand,4.7e-05
Agilitï¿½,-3.738915,71.29792,brand,9.5e-05
model_03328,-69.858162,17.358774,model,9.5e-05
Ben & Frank,-69.858742,17.318668,brand,9.5e-05
model_03341,28.331602,-43.364925,model,0.000426
Paul Stuart,-85.179108,10.228093,brand,4.7e-05
model_03353,87.963936,-41.118835,model,4.7e-05
Gooseberry,87.954384,-41.204971,brand,0.000189
Bruno Banani,51.98185,-59.443649,brand,0.000189
Eora,40.387772,65.310081,brand,4.7e-05
Lamarque,26.679188,6.283768,brand,4.7e-05
Rebekka Rebekka,43.577202,-2.786325,brand,4.7e-05
Malloni,43.561333,-2.834888,brand,4.7e-05
Mya Collection,43.531406,-2.879574,brand,4.7e-05
Undercolors of Benetton,-20.328766,-32.523296,brand,0.000142
Harry Winston,-23.571514,-35.057777,brand,4.7e-05
Material Girl,3.582779,-12.174858,magazine,0.000474
Sauvage Swimwear,17.63541,-66.88932,brand,0.000142
House of Harlow 1960,17.555954,-34.835873,brand,9.5e-05
Chow Sang Sang Jewellery,-0.721022,7.992271,brand,0.000237
On Running,-42.306828,-1.992767,brand,0.000189
model_03445,-76.116669,28.27964,model,0.000379
World We Made,-16.891689,27.589172,brand,9.5e-05
model_03469,-60.201797,24.288137,model,0.000332
model_03478,62.117668,12.250598,model,0.000663
NetWork,-5.164691,-39.44849,brand,0.000189
model_03488,-3.854647,-14.160116,model,0.002321
model_03490,-5.212796,-19.67934,model,0.000379
Specsavers,7.392202,-66.533516,brand,4.7e-05
Common Hours,6.868382,-66.930901,brand,4.7e-05
Napoleon Perdis,7.704457,-66.65451,brand,4.7e-05
Grace Loves Lace,31.135321,-66.997894,brand,0.000142
Maurie + Eve,32.249939,-74.002571,brand,4.7e-05
Peony Swimwear,62.680222,-57.093918,brand,9.5e-05
Fame & Partners,32.304695,-74.01799,brand,4.7e-05
Rip Curl,32.252575,-74.065369,brand,4.7e-05
La Martina,-65.847847,24.026987,brand,4.7e-05
Bluejuice,-21.262068,-64.518311,brand,4.7e-05
1. State,-21.350992,-64.629585,brand,4.7e-05
L'Agent by Agent Provocateur,-21.12253,-64.53582,brand,4.7e-05
Jennifer Fisher,52.130173,-63.382553,brand,9.5e-05
Morgan Lane,-21.3111,-64.563225,brand,4.7e-05
Rails,6.641468,-31.177963,brand,9.5e-05
Sanctuary,-21.231461,-64.667328,brand,4.7e-05
Tyler Ellis,-21.288809,-64.614838,brand,4.7e-05
ATM - Anthony Thomas Melillo,-2.149518,-34.618275,brand,9.5e-05
Martyre,-21.140993,-64.359474,brand,4.7e-05
Penny Preville,-20.815569,-64.762154,brand,4.7e-05
Portmans,-21.265718,-64.559837,brand,4.7e-05
Contessa Mills,-21.257601,-64.448204,brand,4.7e-05
Hudson Jeans,-10.605203,-47.020824,brand,0.000189
The RealReal,-35.999584,3.93113,brand,0.000237
Lumiere De Vie,19.065889,-47.503857,brand,9.5e-05
Solange Azagury-Partridge,-18.948071,-25.052397,brand,0.000142
(+)people,-1.38252,-13.457493,brand,4.7e-05
Old Navy,-33.318642,-19.807865,brand,0.000332
EA7,-75.188766,38.210258,brand,0.000142
Lita Mortari,-1.223133,9.8728,brand,9.5e-05
LN-CC,-47.032318,13.737255,magazine,0.000332
model_03561,31.178734,-54.088734,model,0.000332
model_03564,-76.436813,40.178947,model,0.000189
H&M Divided,-33.482849,-33.17535,brand,0.000332
Amsterdam Sauer,-2.922217,84.323051,brand,9.5e-05
Ipanema,39.967278,22.842318,brand,4.7e-05
Sejaa,39.523655,21.915321,brand,4.7e-05
Fidelia,39.685364,22.213724,brand,4.7e-05
Gisele BÃ¼ndchen Intimates,39.963585,22.543201,brand,4.7e-05
Falabella,40.199387,23.032915,brand,4.7e-05
Under Armour,39.980843,22.636196,brand,4.7e-05
O Boticario,39.974056,22.566055,brand,9.5e-05
Caudalie,39.627171,21.718073,brand,9.5e-05
Natura Brasil,-8.615098,81.17675,brand,0.000142
Adelyn Rae,56.542797,-23.072762,brand,4.7e-05
Eenk,-49.250378,-34.747089,brand,9.5e-05
Ivy Park,-43.387127,-38.117119,brand,9.5e-05
Telva,22.751436,-27.935581,magazine,0.00649
BeaYukMui,-16.447042,41.48138,brand,4.7e-05
1.Dark Level,-16.832703,40.989754,brand,4.7e-05
Giovanni Raspini,22.357996,28.43981,brand,9.5e-05
Alpha Studio by Massimo Rebecchi,-16.674007,41.469009,brand,4.7e-05
Efi D'Angio,-16.878178,41.703121,brand,4.7e-05
Giorgio Brato,-16.725487,41.07534,brand,4.7e-05
Strada Est,-16.698004,41.34293,brand,4.7e-05
Skills & Genes,-16.589401,41.502167,brand,4.7e-05
Rinascimento,-16.57741,41.504169,brand,4.7e-05
Sally Hansen,22.389688,-42.837414,brand,4.7e-05
Réard,22.412418,-42.921139,brand,4.7e-05
Sommer Swim,22.466101,-42.89024,brand,4.7e-05
Kasakai,22.336645,-42.884483,brand,4.7e-05
ASTR the Label,-3.349972,-64.589218,brand,9.5e-05
Vehla,22.373829,-42.899334,brand,4.7e-05
Tommy Bahama,29.214151,-51.597191,brand,0.000142
Bikini Bible,22.385019,-42.936947,brand,4.7e-05
model_03586,83.477829,18.194408,model,4.7e-05
Guapa Loca,83.478668,18.194624,brand,4.7e-05
model_03598,-19.484137,-59.061905,model,0.000284
Guess Watches,37.122356,-54.781544,brand,9.5e-05
Alexis,-13.838258,-24.743435,brand,0.000142
Valextra,-11.42497,-39.592743,brand,4.7e-05
model_03614,89.686783,-40.000896,model,9.5e-05
Birkenstock,-17.739204,-15.996683,brand,0.000142
Clarks,-86.767548,35.135548,brand,0.000189
Dumond,-1.914714,74.789841,brand,4.7e-05
Marysia,8.664249,-34.082958,brand,0.000142
The Izzat Collection,-11.287974,-17.39472,brand,0.000189
Slowear,-18.459608,-1.2072,brand,4.7e-05
Epoca,-20.159447,-28.68716,brand,9.5e-05
Le Snob,-17.204378,-28.581318,brand,4.7e-05
W by Worth,-17.250126,-28.599531,brand,4.7e-05
Marie Saint Pierre,-17.221661,-28.48526,brand,4.7e-05
Dauphin,-20.221308,-28.825146,magazine,9.5e-05
AGOLDE,-17.298098,-28.216724,brand,0.000142
Merlette,-17.663994,-28.578131,brand,9.5e-05
Babaà,-20.497293,-27.209757,magazine,0.000284
La Parra Jewels,44.507805,-24.915743,brand,4.7e-05
Cassouto,73.637146,-6.207989,brand,9.5e-05
Ong Shunmugam,32.133976,21.76259,brand,4.7e-05
model_03673,6.646657,-53.653618,model,0.002747
goop,4.879097,-52.799046,brand,4.7e-05
Tissot,-78.642235,2.834874,brand,9.5e-05
BOLON Eyewear,3.016683,-43.192856,brand,9.5e-05
Roxy,3.281554,-43.182934,brand,4.7e-05
bareMinerals,7.98576,-45.28561,brand,9.5e-05
Victoria's Secret Swim,12.457229,-39.836937,brand,0.000189
Jill by Jill Stuart,-0.905389,-29.373299,brand,4.7e-05
Jeweliq,30.655313,37.852482,brand,4.7e-05
Ole Lynggaard Copenhagen,4.049031,-28.387718,brand,0.000142
model_03710,-4.313087,14.896894,model,4.7e-05
model_03712,38.684093,-15.781552,model,0.000521
Arggido,38.720676,-15.77422,brand,4.7e-05
model_03729,40.537407,-46.639278,model,0.000568
model_03730,-16.418444,-49.113396,model,0.000142
Bulova,17.111763,-43.790108,brand,4.7e-05
Jezebel,17.100182,-43.780838,brand,4.7e-05
Jimmy Choo Fragrance,17.212212,-43.71769,brand,4.7e-05
Orlov,17.214615,-43.853035,brand,4.7e-05
Dynamite,51.513855,-58.607449,brand,0.000426
Gorjana,53.620564,-59.843407,brand,9.5e-05
Alcacuz,-9.342778,-13.968606,brand,9.5e-05
Warehouse,-9.892282,-30.099337,brand,0.000189
Circus Hotel,-47.943188,-25.089844,brand,4.7e-05
Jigott,-35.261745,-24.840237,brand,0.000237
Fratelli Rossetti,-68.777237,-10.15584,brand,4.7e-05
EQ:IQ,-9.202378,4.149119,brand,9.5e-05
Fallon Jewelry,0.074147,10.312264,brand,9.5e-05
model_03762,-9.588145,-65.764206,model,0.000332
model_03766,-61.215767,9.442325,model,4.7e-05
model_03781,43.329636,-66.138138,model,0.000332
Pascale Monvoisin,-21.16675,-16.735313,brand,9.5e-05
Toast,-25.762777,-21.59683,brand,0.000237
Maryan Mehlhorn,40.056332,-51.029949,brand,4.7e-05
Hazzys,-3.185483,3.321462,brand,4.7e-05
Ebel,-3.371122,3.052624,brand,4.7e-05
Kipling,-2.958563,-38.395535,brand,0.000142
The Reformation,-5.396334,-36.701691,brand,0.000189
La Ligne,-2.160543,-41.385807,brand,0.000142
G by Guess,-52.090515,-61.117092,brand,4.7e-05
Faith Jewels,11.652596,-66.578293,brand,4.7e-05
RMK,-4.789911,4.958257,brand,0.000332
Ohora,-52.415047,-61.230061,brand,4.7e-05
1st Look,-53.721912,-59.479469,magazine,0.000142
TBJ nearby,-46.899773,-55.296135,brand,4.7e-05
Nain,-51.33643,-57.288563,brand,9.5e-05
Apple,-74.200035,9.959509,brand,4.7e-05
Toteme Studio,-23.32177,-36.84573,brand,0.000142
Space NK,7.949296,7.331298,brand,9.5e-05
Rene Lezard,1.798261,12.583007,brand,4.7e-05
Kevyn Aucoin,1.7354,12.607308,brand,4.7e-05
Hanita,51.547878,0.319545,brand,9.5e-05
Access Fashion,52.348881,-0.089844,brand,4.7e-05
Lida,52.790787,-0.265402,brand,4.7e-05
Panos Emporio,52.783131,-0.230421,brand,4.7e-05
JCou,52.182423,0.019804,brand,4.7e-05
Tsakiris Mallas,52.793842,-0.255325,brand,4.7e-05
model_03974,50.411472,-53.509003,model,4.7e-05
Major Giovanni Allegri,-7.115981,18.591763,brand,4.7e-05
Tory Burch Fragrance,-17.941629,-42.162045,brand,9.5e-05
model_03988,1.196329,-48.672375,model,0.002795
model_03994,8.958908,-70.977783,model,0.000284
Decorté Cosmetics,-11.352292,-45.482838,brand,9.5e-05
model_04024,26.075748,-27.187649,model,0.001232
Kailis,25.718716,-27.337929,brand,4.7e-05
ZAPA,25.762075,-27.371967,brand,4.7e-05
Lierac,25.96563,-27.286177,brand,4.7e-05
Ines De La Fressange,-5.336351,-48.906887,brand,4.7e-05
Peserico,-5.316071,-48.815308,brand,4.7e-05
model_04042,41.399242,-68.720055,model,0.000237
model_04054,-67.874176,21.840025,model,9.5e-05
model_04060,0.874562,-23.243515,model,0.000142
87MM,-52.326359,-56.972061,brand,9.5e-05
Lee Hachung,-52.595604,-59.525467,brand,4.7e-05
model_04077,36.852318,8.280836,model,0.000142
model_04078,26.442347,-58.819878,model,0.000237
Beach & Beyond,26.445009,-58.819908,brand,4.7e-05
C'Moi,26.447304,-58.814823,brand,4.7e-05
Sabina,26.448366,-58.81625,brand,4.7e-05
Adidas by Stella McCartney,50.156082,-6.80162,brand,0.000142
Versace Collection,-4.206697,25.397236,brand,4.7e-05
ORY,6.983014,-39.046268,brand,4.7e-05
Replay Jeans,7.473444,-39.123463,brand,0.000189
Morellato,63.217239,13.298924,brand,0.000237
Qela,6.707568,-38.404087,brand,4.7e-05
Vigoss,7.113711,-39.015617,brand,9.5e-05
Davidson Zanine,6.735245,-38.660069,brand,4.7e-05
Mimi Luzon,28.165016,-37.106323,brand,9.5e-05
Mugler Fragrance,2.676329,-34.282257,brand,0.000189
Oscar De La Renta Fragrance,6.884671,-38.943897,brand,4.7e-05
Supreme,-24.414534,-44.176495,brand,9.5e-05
Vivienne Westwood Eyewear,7.27911,-39.03344,brand,4.7e-05
model_04096,74.27375,-9.341785,model,0.000142
Bless The Mess,74.195518,-9.383185,brand,4.7e-05
Ahlens,-16.334484,-51.85585,brand,4.7e-05
Tom Tailor Denim,7.99877,26.972126,brand,9.5e-05
Carmela Shoes,75.723434,6.870486,brand,9.5e-05
Molli,-13.364947,81.494568,brand,4.7e-05
Alighieri,-41.911896,-44.481602,brand,9.5e-05
BOUND by Bond-Eye,62.480339,-56.3633,brand,4.7e-05
Bond-Eye Swim,62.714687,-54.030354,brand,9.5e-05
Koana Swim,62.525814,-56.38044,brand,4.7e-05
Miss Holly The Label,62.467255,-56.561535,brand,4.7e-05
Motelrocks,62.426743,-56.503197,brand,4.7e-05
Valére,62.533627,-56.362648,brand,4.7e-05
Barbora,62.438965,-56.409782,brand,4.7e-05
Lu Goldie,62.439728,-56.677288,brand,4.7e-05
Shells the Label,62.47438,-56.628437,brand,4.7e-05
Vallerie Label,62.476948,-56.455429,brand,4.7e-05
YCL Jewels,61.651539,-57.328491,brand,9.5e-05
Balibody,65.527122,-51.680035,brand,0.000284
Cendre,62.434532,-56.53067,brand,9.5e-05
Christian Paul Watch,62.380325,-56.625763,brand,4.7e-05
Love Isabelle Jewellery,62.414856,-56.437313,brand,4.7e-05
Base Camp Beauty,62.444084,-56.599857,brand,4.7e-05
model_04151,86.202553,27.984083,model,4.7e-05
Adina Reay,86.205345,27.984032,brand,9.5e-05
Achilleas,20.00532,47.283546,brand,4.7e-05
model_04179,25.443983,-18.652491,model,0.001184
Abraxas Rex,25.281038,-18.655678,brand,4.7e-05
Love Stories Intimates,25.220652,-18.678526,brand,4.7e-05
Watters,25.256554,-18.677416,brand,4.7e-05
COMEFORBREAKFAST,-83.716797,21.665396,brand,9.5e-05
Annie P,32.036907,0.787402,brand,4.7e-05
Naracamicie,32.119934,0.800043,brand,4.7e-05
So Allure,31.956602,0.783651,brand,4.7e-05
Darko Kostic,46.542572,-41.26696,brand,9.5e-05
Marfur,46.804489,-41.010696,brand,4.7e-05
FreeSoul,17.46571,2.04064,brand,9.5e-05
Plie,17.499941,2.224691,brand,4.7e-05
Blanco Denim,29.454147,-11.807375,brand,9.5e-05
Dakota,17.445995,2.216231,brand,4.7e-05
model_04240,60.907532,58.130367,model,0.000189
Ambra,-5.880007,47.988159,brand,4.7e-05
model_04257,37.518913,-67.59024,model,9.5e-05
Cover FX,37.528549,-67.58683,brand,4.7e-05
Allo Martinez,-23.186342,-27.155489,brand,4.7e-05
model_02053,-18.290552,-32.349056,model,0.000142
Fashionology,-15.364514,-17.29899,brand,4.7e-05
Simply Vera by Vera Wang,-13.853562,8.233223,brand,0.000189
Beats by Dre,-20.16555,-38.641632,brand,0.000189
JLO,7.201335,-4.963195,brand,4.7e-05
Staccato,-24.665277,-39.428909,brand,4.7e-05
R.M. Williams,-50.152386,-31.44733,brand,4.7e-05
OTD,-75.869843,4.07784,brand,0.000142
Ted Baker,-70.696304,22.895216,brand,0.000237
wet seal,58.798161,-48.542049,brand,4.7e-05
Chatila,58.980579,-48.812298,brand,4.7e-05
Seven 'Til Midnight,58.784843,-48.448353,brand,4.7e-05
SwimSystems,59.03846,-48.668011,brand,4.7e-05
Two Piece Mafia,58.606091,-48.512379,brand,4.7e-05
Jockey,58.97905,-48.577824,brand,4.7e-05
Fiorentina,59.086559,-48.722576,brand,4.7e-05
Christofle,-1.229031,41.347885,brand,9.5e-05
model_04413,-48.876465,-31.918739,model,0.000142
model_04433,26.722403,-8.95176,model,0.000711
Urban Revivo,-36.118473,4.283254,brand,0.000237
Maccapani,-29.067507,-15.815424,brand,4.7e-05
model_04460,-7.901337,-39.956394,model,0.000142
Lancel,2.00893,-35.007908,brand,0.000521
model_04492,16.549461,5.594253,model,0.000663
Harrolds,-13.856777,-30.399237,brand,0.000142
Incanto,30.511824,-63.1698,brand,0.000142
L.K.Bennett,-12.848067,-18.303831,brand,0.000237
model_04503,-21.353231,31.694347,model,0.000474
GapBody,-4.62648,-11.61727,brand,0.000189
Le Tricot Perugia,-34.380238,60.440613,brand,9.5e-05
model_04551,13.204622,-72.662231,model,0.000379
betts,13.224259,-72.614311,brand,4.7e-05
Mint Velvet,13.232926,-72.612312,brand,4.7e-05
Muubaa,13.241634,-72.635414,brand,4.7e-05
model_04555,16.6063,-46.491051,model,9.5e-05
Oxette,-15.024689,12.344586,brand,4.7e-05
Hanes,-20.178028,-38.396332,brand,9.5e-05
Moschino by Allison,-14.6525,-37.575214,brand,4.7e-05
Smart & Sexy,-14.757257,-37.689342,brand,4.7e-05
model_04564,29.382364,-22.595011,model,0.000284
Pretty Green,-82.445473,19.068338,brand,9.5e-05
Ippolito,18.957024,-8.987089,brand,4.7e-05
Kyrvan Shoes,18.976847,-9.044962,brand,4.7e-05
CDLP,-78.069252,26.741674,brand,4.7e-05
Lands' End,-79.545837,20.456112,brand,4.7e-05
Costa Brazil,-79.624031,20.637245,brand,4.7e-05
model_04624,12.943457,-80.082703,model,9.5e-05
Yun Yun Sun,-35.701836,65.356369,brand,4.7e-05
Anneclaire,19.771881,0.740497,brand,9.5e-05
Best Behavior,-13.629451,-61.801693,brand,4.7e-05
Eifini,-12.690194,-61.267162,brand,9.5e-05
Gemfields,-13.963679,-61.929283,brand,4.7e-05
Moiselle,-13.848879,-61.647499,brand,4.7e-05
Authoria,-13.242254,-62.024525,brand,4.7e-05
Dannijo,-13.24647,-61.393745,brand,4.7e-05
Hobbs London,-12.724196,-61.955444,brand,0.000142
Thyren,-13.77423,-62.142494,brand,4.7e-05
Belsac,-13.523017,-61.888245,brand,4.7e-05
G-Shock,-13.568978,-62.152031,brand,4.7e-05
Boulezar,-13.748348,-61.1628,brand,4.7e-05
Circus by Sam Edelman,-13.291154,-61.835239,brand,4.7e-05
Lindberg Eyewear,-13.804804,-62.648003,brand,4.7e-05
Victoria's Secret Eyewear,-11.70789,-59.977314,brand,9.5e-05
Alt Swim,-13.704456,-62.018974,brand,4.7e-05
Amaroq,-14.000534,-61.437885,brand,4.7e-05
Ball Original,-13.849141,-61.688427,brand,4.7e-05
The Local Love Club,-13.89309,-61.762836,brand,4.7e-05
As by DF,-13.108672,-62.06945,brand,4.7e-05
FRED Paris,-10.664907,-45.718651,brand,9.5e-05
JoJa,-13.756981,-62.88237,brand,9.5e-05
Liu Jo Beachwear,43.155811,-27.449726,brand,9.5e-05
Natalia Fedner,-14.010804,-61.400795,brand,4.7e-05
Rosemunde,37.384872,-55.188595,brand,9.5e-05
Triarchy,-13.827894,-61.858791,brand,4.7e-05
Zolotas,-13.579547,-61.71249,brand,4.7e-05
fcuk,-13.887468,-61.5457,brand,4.7e-05
Cristina Nitopi,-14.025895,-61.40881,brand,4.7e-05
DSquared2 Underwear,-71.807037,27.730022,brand,0.000142
model_04659,-12.160076,-36.812672,model,0.000758
OPI Nail,51.852741,-53.511814,brand,4.7e-05
WITH - Wear It To Heart,51.945419,-53.36256,brand,4.7e-05
White Fox Boutique,53.932888,-58.234756,brand,0.000142
Wempe,86.426353,-12.043185,brand,9.5e-05
Liliana Montoya,61.786854,-31.549356,brand,4.7e-05
Essenuoto,61.824783,-31.601366,brand,4.7e-05
Chio di Stefania D,61.770176,-31.487848,brand,4.7e-05
Les Coquines,61.598904,-31.74641,brand,4.7e-05
Mia Marcelle,61.735058,-31.471281,brand,4.7e-05
Plumeria Swimwear,53.454144,-48.199169,brand,0.000189
Soah,61.907612,-31.602648,brand,4.7e-05
Naked Species,62.287376,-31.548677,brand,4.7e-05
Poema Swim,61.921619,-31.581743,brand,4.7e-05
Tolani,61.71212,-31.474533,brand,4.7e-05
Charmosa,61.78091,-31.608545,brand,4.7e-05
ENE2 Jeans,62.068489,-31.530682,brand,4.7e-05
Emerald Sundae,61.845356,-31.676861,brand,4.7e-05
Eniqua,61.86132,-31.705891,brand,4.7e-05
Icing,62.023743,-32.136456,brand,9.5e-05
JJ Winters,61.929684,-31.62673,brand,4.7e-05
Live Royal,61.686527,-31.484581,brand,4.7e-05
Nevaeh Intimates,61.778534,-31.525251,brand,4.7e-05
Plum Pretty Sugar,61.85643,-31.528538,brand,4.7e-05
Top Werar,61.813263,-31.524189,brand,4.7e-05
Avene,32.656284,-19.151228,brand,4.7e-05
Mare di Latte,32.674183,-19.145535,brand,4.7e-05
Wolfers,32.690411,-19.130884,brand,4.7e-05
DIM Paris,14.283147,-24.894718,brand,9.5e-05
Evarae,32.765175,-18.944761,brand,9.5e-05
Foot Locker,32.717926,-19.081341,brand,4.7e-05
Carine Gilson,32.61314,-19.094494,brand,4.7e-05
comma,34.752697,-48.014462,brand,9.5e-05
P2,31.180733,-6.921216,brand,4.7e-05
