node,x,y,node_type,centrality
MilkMagazine.net,-15.678741,56.002838,magazine,4.7e-05
model_07345,44.409695,-9.50827,model,0.000142
DMAG,58.213081,28.470711,magazine,0.000332
model_07350,24.838247,-16.585215,model,0.000284
model_07355,-29.17683,-56.81982,model,0.000142
model_07364,30.744511,-14.881783,model,0.000142
Victoire,-6.571342,-47.506897,magazine,4.7e-05
Esquire Russia,-6.668135,-47.56855,magazine,4.7e-05
NW,61.664654,-52.626148,magazine,4.7e-05
Maxim New Zealand,62.853283,-52.79718,magazine,4.7e-05
model_07373,14.94227,-73.324753,model,0.000521
Razou Magazine,15.276954,-73.29567,magazine,9.5e-05
Myo,45.037819,-47.70871,magazine,4.7e-05
Jetsetter Magazine,2.858751,24.186823,magazine,9.5e-05
model_07388,32.394135,-64.565544,model,0.000237
model_07395,50.771221,-60.833035,model,9.5e-05
Ich,65.096939,-4.131628,magazine,0.000189
.Cent,-12.836997,-34.431961,magazine,4.7e-05
Boa Forma,-6.395374,73.476318,magazine,4.7e-05
French Fries,53.438396,57.952065,magazine,4.7e-05
model_07407,13.250936,34.188549,model,4.7e-05
model_07410,-14.907683,-72.100288,model,9.5e-05
Goed Gevoel,-14.900814,-72.104424,magazine,4.7e-05
model_07415,65.03466,-37.058586,model,9.5e-05
model_07416,34.537731,-2.411717,model,0.000568
model_07418,50.424789,-3.507051,model,9.5e-05
model_07421,-18.977745,-34.407288,model,4.7e-05
model_07432,0.949206,-40.6185,model,9.5e-05
The En-Route,60.627495,-58.148087,magazine,4.7e-05
model_07453,7.150936,-70.611244,model,4.7e-05
model_07464,23.486813,-27.571527,model,0.000284
JOY Germany,88.077095,-10.465758,magazine,0.000237
Shape Germany,86.599846,-9.944608,magazine,0.000568
Boyfriend,87.151802,-10.210917,magazine,4.7e-05
FREQ,53.253082,-15.398638,magazine,4.7e-05
model_07478,2.091611,-56.120533,model,0.000237
model_07480,9.096739,-13.42446,model,4.7e-05
Adorn,-25.248066,-47.628609,magazine,9.5e-05
FASHION FORWARD,61.388103,-17.934654,magazine,4.7e-05
Cosmopolitan Philippines,12.88784,-67.141418,magazine,4.7e-05
model_07505,11.744873,-68.902969,model,0.000426
model_07510,-30.594097,68.772781,model,4.7e-05
Seninle,38.377132,-28.220016,magazine,9.5e-05
Perk,-25.653612,17.570295,magazine,0.000189
model_07520,68.568558,15.71374,model,0.000284
ICON US,67.611389,15.369766,magazine,4.7e-05
Ar,67.732193,15.369556,magazine,4.7e-05
Ar Spain,68.256989,15.599585,magazine,9.5e-05
Space,67.453903,15.321407,magazine,4.7e-05
Man Iceland,-37.584774,-33.628761,magazine,4.7e-05
model_07563,21.531059,11.3024,model,4.7e-05
model_07570,29.833975,-29.412817,model,0.000237
model_07596,38.260494,10.993137,model,4.7e-05
model_07619,44.666988,3.940123,model,0.000142
model_07630,56.03474,6.78336,model,0.000189
12,56.007896,6.766636,magazine,4.7e-05
model_07634,4.686584,-56.809303,model,0.000142
SÝN,4.688069,-56.798557,magazine,4.7e-05
Vice Magazine,-30.302622,24.557293,magazine,9.5e-05
model_07671,9.705859,-65.962158,model,4.7e-05
model_07672,22.3395,-18.504211,model,9.5e-05
model_07675,19.574377,-15.322199,model,4.7e-05
model_07682,49.638111,15.240949,model,0.000142
model_07698,16.415653,-68.632538,model,4.7e-05
model_07703,49.180984,23.257318,model,0.000379
model_07706,15.86299,16.234819,model,4.7e-05
AMICA Indonesia,16.039469,16.125896,magazine,0.000663
model_07714,23.557741,-23.461178,model,0.000853
model_07721,68.183403,-23.309145,model,4.7e-05
model_07735,45.405602,18.751781,model,9.5e-05
GQ Thailand,-82.83847,29.291155,magazine,0.000189
model_07743,18.388969,-52.079445,model,4.7e-05
model_07756,11.747128,-73.425369,model,0.000237
model_07761,19.555365,-15.367971,model,0.000142
MaxMade,13.167709,-78.890541,magazine,4.7e-05
New African Woman,14.734832,65.558952,magazine,0.000379
L'Officiel Hommes Liechtenstein,-71.410217,29.620962,magazine,9.5e-05
model_07806,-27.767439,-31.00563,model,4.7e-05
model_07824,-17.858034,-30.323135,model,0.000142
Desnudo Magazine UK,-71.310616,31.243908,magazine,4.7e-05
model_07836,10.264126,12.853039,model,4.7e-05
model_07840,49.988445,-13.870771,model,9.5e-05
Purpose and Perspective,-23.639271,-43.533821,magazine,4.7e-05
model_07844,-6.088048,75.740631,model,4.7e-05
Magnifik Magazine,1.474941,77.262405,magazine,9.5e-05
Men's Health China,-32.27478,31.225718,magazine,4.7e-05
Cosmogirl UK,33.949589,-30.688181,magazine,4.7e-05
model_07866,19.466898,-7.091418,model,9.5e-05
Vogue Man Ukraine,-82.252434,7.51734,magazine,0.000189
Tide Magazine,-36.747437,-1.986453,magazine,9.5e-05
Pomp,-3.802525,76.898613,magazine,0.000142
Chopper Me,-1.61889,5.391878,magazine,4.7e-05
Fino File,-2.242253,5.917428,magazine,4.7e-05
Rondo Magazine,-77.914261,29.916716,magazine,4.7e-05
model_07884,68.213127,-23.280037,model,4.7e-05
model_07887,78.448753,39.259521,model,4.7e-05
EQUISTYLE,78.446846,39.256264,magazine,4.7e-05
model_07889,-10.816993,-70.689957,model,4.7e-05
Les Inrockuptibles,-65.652634,-8.998503,magazine,4.7e-05
Vogue Man Singapore,-65.662827,-9.119024,magazine,4.7e-05
Cosmopolitan Romania,19.504013,-51.166073,magazine,0.000142
follow,7.153409,89.877602,magazine,0.000189
E!stilo,20.100685,-34.956604,magazine,9.5e-05
Alexa Magazine NY Post,-0.73841,-45.184162,magazine,4.7e-05
model_07940,-27.70208,-31.130169,model,9.5e-05
Khube,57.5256,-18.027962,magazine,4.7e-05
model_07944,29.443058,47.895664,model,4.7e-05
model_07946,53.307938,-19.477022,model,4.7e-05
model_07955,2.198128,-45.51339,model,0.000332
Numéro Art,-32.340004,-25.878468,magazine,0.000189
model_07961,50.3964,-12.872537,model,0.000237
model_07970,11.7612,-7.749251,model,4.7e-05
model_07971,22.027239,-18.633734,model,9.5e-05
model_07978,-17.161493,-26.062792,model,4.7e-05
Elle Men Hong Kong,-84.034523,13.886392,magazine,4.7e-05
model_07998,11.11099,-68.952919,model,4.7e-05
model_08017,16.082741,16.121929,model,0.000237
Clara Indonesia,16.025585,16.159319,magazine,4.7e-05
Cosmopolitan Indonesia,16.000336,16.155853,magazine,4.7e-05
model_08018,30.753729,-22.246824,model,0.000284
The Juice,-25.28138,-47.385712,magazine,4.7e-05
Platform,-25.417131,-47.611862,magazine,4.7e-05
Simon,-25.43347,-47.586662,magazine,4.7e-05
SPACE Edit by Nordstrom,-17.870989,26.736488,magazine,9.5e-05
model_08032,28.433432,-5.10508,model,0.000189
model_08040,-31.74272,-59.46413,model,0.000142
model_08045,-9.554856,68.734924,model,4.7e-05
In Puerto Rico,72.587639,-17.093361,magazine,9.5e-05
L'Officiel Korea,-12.398764,55.811363,magazine,4.7e-05
Madame Figaro Hommes France,-68.150597,-12.167431,magazine,4.7e-05
TheNational M Magazine,9.76945,-7.121362,magazine,0.000142
Style: Malaysia,48.595043,16.036121,magazine,0.000805
Horst Magazine,-82.396965,23.671671,magazine,4.7e-05
model_08082,32.595142,-28.588587,model,0.000379
model_08084,53.159378,-19.265594,model,4.7e-05
model_08085,-20.371222,-13.954457,model,4.7e-05
Vault,2.199158,5.810596,magazine,4.7e-05
Arizona Foothills,74.54245,-54.655884,magazine,9.5e-05
model_08097,65.361107,-17.521055,model,4.7e-05
SBLS - Santa Barbara Life & Style,65.38723,-17.50296,magazine,9.5e-05
model_08098,22.873201,-6.980747,model,4.7e-05
model_08106,24.536303,-7.018286,model,4.7e-05
model_08123,10.628543,-71.830444,model,0.000284
model_08127,30.155701,-23.08884,model,4.7e-05
model_08141,34.486347,-15.560215,model,0.000142
model_08143,20.633518,13.255506,model,0.000142
Athletica Magazine,-52.488647,8.037424,magazine,4.7e-05
model_08162,79.585159,-16.951094,model,0.000237
FGM,79.596123,-16.937401,magazine,4.7e-05
model_08164,59.31057,4.731563,model,9.5e-05
model_08175,44.690193,-9.770408,model,4.7e-05
Mais55,-5.938726,84.444977,magazine,4.7e-05
Revista Trailer,-6.212932,83.983452,magazine,4.7e-05
The Edgytor,-5.881391,85.00312,magazine,4.7e-05
JDS,-5.690206,84.983475,magazine,4.7e-05
VTrends,-5.67972,84.435219,magazine,4.7e-05
Laha,-5.83601,84.701515,magazine,4.7e-05
The Irish Sunday Times,-5.641116,85.024124,magazine,4.7e-05
model_08182,61.995235,57.858051,model,9.5e-05
model_08195,-29.333681,2.442276,model,4.7e-05
model_08201,27.384167,-16.187635,model,0.000332
HAYA,36.820095,-24.896015,magazine,9.5e-05
model_08214,53.980984,-18.199888,model,0.000142
model_08219,67.630104,-7.819037,model,0.000284
model_08223,-8.016567,-40.561268,model,4.7e-05
DEdiCate,24.462019,-4.63682,magazine,4.7e-05
Next Liberation,24.241041,-4.539091,magazine,9.5e-05
The Profile,-1.342084,-8.99372,magazine,0.000189
model_08244,11.148397,-67.758186,model,4.7e-05
model_08249,-10.653399,-32.606251,model,0.000189
model_08252,51.041645,-25.014715,model,4.7e-05
model_08254,53.688232,-19.629303,model,4.7e-05
fatale honeyee,-20.81513,8.645231,magazine,4.7e-05
Retoy's,-20.90696,8.699924,magazine,4.7e-05
model_08259,23.574217,-26.439545,model,4.7e-05
model_08261,7.975225,-65.066589,model,4.7e-05
DANSK UK,-11.016622,11.77473,magazine,0.000189
model_08266,-82.15847,0.669478,model,0.000284
model_08273,37.016945,8.526381,model,4.7e-05
model_08295,53.526085,-19.473577,model,4.7e-05
model_08310,21.18642,-2.316211,model,4.7e-05
model_08314,32.023941,-28.389874,model,0.000237
Modern Luxury Chicago,-20.848255,-3.724598,magazine,9.5e-05
Modern Luxury Houston,28.787832,6.249267,magazine,0.000189
Forêt Vierge,-24.417671,3.652803,magazine,9.5e-05
NIKKI Style Magazine,36.864223,-33.191063,magazine,4.7e-05
men's style Australia,29.27438,-34.627628,magazine,9.5e-05
Aventura,36.864845,-33.15366,magazine,4.7e-05
model_08332,39.312622,-63.48349,model,0.000237
model_08336,16.508663,-71.886139,model,4.7e-05
model_08341,-18.039886,-32.064075,model,4.7e-05
model_08343,18.045786,-49.061207,model,9.5e-05
FHM Germany,8.007463,-45.893291,magazine,9.5e-05
Jack Magazine,19.212734,-63.807922,magazine,0.000332
The Los Angeles Fashion,7.960799,-44.160301,magazine,9.5e-05
Jolie Body,7.844279,-44.974289,magazine,4.7e-05
House of Solo,12.084632,-64.216003,magazine,4.7e-05
STMPhert,12.432788,-64.304352,magazine,4.7e-05
The Future Mrs,12.276298,-64.349197,magazine,4.7e-05
The Untitled,12.263004,-63.091862,magazine,0.000284
model_08353,59.121273,-37.090668,model,0.000142
model_08355,20.389271,-23.226278,model,0.000142
A Postcard From,-21.184418,-23.516191,magazine,4.7e-05
model_08398,24.997252,6.809207,model,9.5e-05
model_08425,25.539478,-15.267173,model,4.7e-05
model_08436,-22.944897,-40.494846,model,4.7e-05
model_08438,-22.948931,-40.484722,model,4.7e-05
model_08439,39.984142,-30.974237,model,0.000142
model_08440,59.316425,59.965183,model,4.7e-05
model_08445,27.184614,-49.0042,model,0.000142
i-D Netherlands,-77.029968,-8.65906,magazine,4.7e-05
model_08447,8.972948,-21.091444,model,4.7e-05
model_08457,19.174974,-21.383438,model,4.7e-05
model_08465,36.793468,7.664363,model,9.5e-05
Eyemag,-23.115282,11.902279,magazine,9.5e-05
Philadelphia Style by Modern Luxury,26.202007,-50.988388,magazine,9.5e-05
model_08478,50.102455,-30.880053,model,4.7e-05
model_08484,-31.861557,-57.496605,model,0.000284
Marie Claire India,-32.104603,-58.964222,magazine,0.000426
Grazia Pakistan,-47.759392,23.064461,magazine,4.7e-05
model_08495,33.228943,5.567935,model,4.7e-05
Topp,59.087841,-43.60891,magazine,4.7e-05
Playboy Poland,72.812286,-12.733987,magazine,9.5e-05
Ugly,-24.004457,-3.947791,magazine,4.7e-05
model_08508,55.601822,-29.791685,model,9.5e-05
model_08513,37.085236,-15.316482,model,0.000142
Visual Tales,19.748566,-72.883736,magazine,9.5e-05
model_08535,20.781982,-10.513476,model,9.5e-05
model_08537,12.557835,71.96701,model,0.000142
model_08538,41.973213,-61.995216,model,4.7e-05
Journal Egoïste,-32.611725,-35.289104,magazine,4.7e-05
Twoj Styl,13.192304,13.360014,magazine,9.5e-05
Journal Apiccaps,13.506124,-35.167198,magazine,4.7e-05
L'Officiel Voyage,13.244633,-34.787338,magazine,9.5e-05
Jamalouki,14.017921,-34.520782,magazine,0.000142
model_08561,-82.549049,-19.792091,model,4.7e-05
Zebule,-20.156191,13.410986,magazine,4.7e-05
NOVO,-22.046391,-13.179306,magazine,4.7e-05
Suited,-22.046713,-13.160387,magazine,4.7e-05
Ela,-2.354902,71.260193,magazine,9.5e-05
Hearts,-11.587261,80.613518,magazine,4.7e-05
model_08578,33.242924,5.608431,model,4.7e-05
model_08590,38.203682,11.039928,model,9.5e-05
Silver,6.953501,-19.617414,magazine,4.7e-05
model_08597,25.03565,6.577542,model,4.7e-05
model_08598,-18.325569,-31.597342,model,4.7e-05
model_08603,8.074894,-65.195435,model,4.7e-05
model_08605,59.545475,59.532181,model,4.7e-05
model_08608,53.433865,-19.510296,model,4.7e-05
model_08613,0.970803,-14.580831,model,4.7e-05
Hiro Free,81.305222,2.436938,magazine,9.5e-05
model_08619,80.386093,-15.968783,model,4.7e-05
model_08620,24.632952,6.698248,model,4.7e-05
The Blonde Salad,-20.445597,13.616038,magazine,4.7e-05
model_08631,64.651886,-1.569189,model,0.000474
L'Officiel Central Asia,-15.288648,3.836448,magazine,4.7e-05
31 Rue Cambon,-23.934626,-29.868093,magazine,9.5e-05
Style.it,-23.535828,-29.267138,magazine,4.7e-05
Tings London,51.967617,-53.074787,magazine,0.000142
model_08661,-24.308706,-20.68626,model,4.7e-05
Client Magazine,-81.858429,27.594944,magazine,4.7e-05
THAT Magazine,-83.929817,22.231632,magazine,4.7e-05
model_08685,38.852985,2.796549,model,4.7e-05
model_08695,25.903172,45.5326,model,4.7e-05
Trace Magazine,2.081403,3.589016,magazine,4.7e-05
model_08719,-18.069817,-32.212227,model,4.7e-05
Rain,-34.029953,-14.770674,magazine,4.7e-05
Burda Style,70.365997,-1.018188,magazine,0.000189
TU Style,21.849998,-33.819714,magazine,0.000189
All My Friends Are Models,19.913504,-62.567993,magazine,4.7e-05
OK! Magazine Australia,6.054693,-58.639999,magazine,9.5e-05
Koncierge,20.382437,-64.172112,magazine,0.000142
The File,19.689487,-62.83556,magazine,4.7e-05
Vogue Brides Australia,18.672682,-63.122093,magazine,0.000237
Divo,9.953549,4.859468,magazine,0.000142
model_08744,11.240323,-21.977705,model,0.000189
model_08745,-17.381687,-31.124767,model,4.7e-05
model_08751,-22.838064,-40.305359,model,9.5e-05
model_08753,-17.608116,-38.715343,model,4.7e-05
The Alchemist,48.640575,13.459983,magazine,4.7e-05
Treats! Magazine,49.940613,-45.393009,magazine,9.5e-05
Oxygen,50.982563,14.341683,magazine,4.7e-05
Sisters,50.545052,14.058442,magazine,9.5e-05
female Malaysia,51.016499,15.998699,magazine,0.000853
ifeel,50.853146,14.22436,magazine,4.7e-05
96st,50.858334,14.190169,magazine,4.7e-05
AsiaSpa,50.649723,14.321455,magazine,4.7e-05
inMagazine,50.722218,14.167268,magazine,4.7e-05
Her World Malaysia,51.107761,11.092268,magazine,0.000284
model_08776,29.808474,-26.050676,model,0.000189
model_08780,26.098198,4.132067,model,4.7e-05
This is nice,48.762669,-55.17654,magazine,4.7e-05
model_08807,-12.030284,-71.480286,model,4.7e-05
Jane by the Grey Attic,-34.240997,-37.623672,magazine,0.000237
model_08822,41.952972,-69.031227,model,9.5e-05
Kanyon,66.249619,-3.861372,magazine,4.7e-05
Moje Psychologie,66.353531,-3.453879,magazine,9.5e-05
Nisantasi Plus,66.053596,-3.908883,magazine,4.7e-05
Glanc,66.366089,-3.499885,magazine,9.5e-05
You Weekly,66.012856,-4.008434,magazine,4.7e-05
model_08852,83.742447,28.089409,model,4.7e-05
AMICA Germany,83.741623,28.088743,magazine,4.7e-05
unlimited magazine,-4.41332,37.120575,magazine,4.7e-05
model_08867,43.317398,33.488781,model,9.5e-05
model_08875,-34.049335,-57.509575,model,0.000284
model_08876,-35.621262,21.101938,model,4.7e-05
Dull Magazine,-38.316486,-0.54947,magazine,4.7e-05
Lady Kyunghyang,-48.725147,-54.152763,magazine,4.7e-05
Living Sense Korea,-48.933163,-54.299175,magazine,4.7e-05
Casa Living,-48.821377,-54.282608,magazine,4.7e-05
model_08919,46.442059,-15.908103,model,0.000142
model_08931,42.532104,-36.597862,model,0.000332
model_08933,33.212864,5.541756,model,4.7e-05
Fashion Mood,45.882488,-42.139782,magazine,4.7e-05
Playboy Serbia,46.013218,-42.42519,magazine,4.7e-05
model_08945,55.414406,-19.373394,model,0.000237
Lips,55.060455,-19.413794,magazine,9.5e-05
MATTE,55.095203,-19.349501,magazine,4.7e-05
model_08963,17.626438,-80.296387,model,4.7e-05
model_08965,5.530586,-68.902977,model,4.7e-05
model_08968,21.191801,-2.125473,model,0.000142
I.T. Post,-45.529671,-57.908913,magazine,4.7e-05
IDOL,-45.558079,-57.94717,magazine,4.7e-05
model_08975,18.694422,-19.308075,model,4.7e-05
FAZ - Frankfurter Allgemeine,2.973335,-34.556438,magazine,9.5e-05
Elle Dubai,-21.179497,-0.653052,magazine,0.000142
model_08988,10.98127,-67.973259,model,4.7e-05
model_08992,2.035228,-22.706028,model,4.7e-05
model_08993,22.438219,-15.810604,model,0.000237
TMRW Fashion & Art Journal,0.884426,-57.255852,magazine,9.5e-05
model_09004,74.464134,-46.025398,model,4.7e-05
One new Change,24.70524,20.660395,magazine,4.7e-05
Nilörn - Branding & Design,-20.957527,-0.493698,magazine,4.7e-05
Nimb Hotel,-20.892889,-0.525739,magazine,4.7e-05
model_09010,35.832836,-17.328011,model,0.000142
model_09011,11.853477,-19.293732,model,9.5e-05
Gold Coast,-4.716373,-52.474884,magazine,4.7e-05
model_09016,59.15995,-25.091373,model,4.7e-05
model_09017,44.828743,-16.165051,model,9.5e-05
model_09019,9.526058,-66.379517,model,4.7e-05
model_09037,49.496155,23.333134,model,0.000237
model_09038,41.619907,-69.753754,model,0.000142
model_09041,59.122185,-25.084091,model,0.000189
Beau Monde,59.084888,-25.065948,magazine,4.7e-05
model_09047,21.503513,-68.625313,model,9.5e-05
The Advocate,9.085347,-36.143433,magazine,4.7e-05
model_09066,60.499012,-33.296898,model,9.5e-05
model_09081,-20.507298,-31.729504,model,4.7e-05
Celeste,85.693626,-8.259582,magazine,4.7e-05
model_09092,52.822071,-19.987379,model,9.5e-05
Prima,73.929199,-11.380121,magazine,0.000142
model_09102,-0.749964,-38.544914,model,4.7e-05
model_09105,17.197676,-1.501737,model,4.7e-05
model_09118,-19.919245,-36.348019,model,4.7e-05
The Vampire's Wife,-18.926558,-24.923388,magazine,4.7e-05
model_09134,-11.555059,-78.610085,model,4.7e-05
model_09142,59.10675,-18.36199,model,9.5e-05
female Brides,59.099911,-18.382317,magazine,4.7e-05
model_09149,20.215126,42.198231,model,4.7e-05
model_09150,55.677864,-18.158958,model,0.000189
model_09153,42.316124,-30.033409,model,0.000142
model_09161,-13.622787,-42.484642,model,4.7e-05
model_09167,32.570808,-27.441196,model,0.000142
TIME Style & Design,0.927236,-57.266579,magazine,9.5e-05
model_09173,17.826487,-28.56995,model,0.000189
model_09187,-19.347853,-23.280819,model,4.7e-05
City Magazine Georgia,-47.325993,40.532497,magazine,4.7e-05
Paris is Dead,-47.180508,40.51326,magazine,9.5e-05
Canvas,19.630421,-79.461815,magazine,4.7e-05
viva - New Zealand,21.464113,-73.608932,magazine,0.000189
1amMagazine.com,11.341958,-78.920509,magazine,4.7e-05
Pitch Zine,11.408257,-79.229637,magazine,4.7e-05
model_09209,-16.712652,-36.549103,model,4.7e-05
model_09212,35.878197,-17.335365,model,9.5e-05
model_09215,8.938478,-20.909622,model,4.7e-05
model_09216,-31.168015,-59.353142,model,0.000142
Sport & Street Magazine,-70.658379,-0.409238,magazine,4.7e-05
Esquire Italy,-73.958672,1.436468,magazine,4.7e-05
les inRocks,-7.059948,-9.95471,magazine,4.7e-05
model_09237,14.822786,-75.140785,model,4.7e-05
model_09266,23.750755,18.003323,model,9.5e-05
model_09280,25.356129,-38.289001,model,4.7e-05
model_09283,-34.306393,15.825215,model,4.7e-05
model_09286,30.154226,49.281956,model,4.7e-05
model_09289,49.892429,-22.289209,model,0.000142
model_09290,20.932442,-4.082207,model,9.5e-05
model_09296,-10.044091,-39.568893,model,4.7e-05
Vogue Weddings,11.486044,-37.422878,magazine,4.7e-05
Vanichi,74.586922,-54.456753,magazine,4.7e-05
Out,1.949405,-10.481962,magazine,0.000426
model_09309,55.081257,-27.615841,model,4.7e-05
model_09322,65.660812,13.345442,model,0.000332
model_09326,12.899763,3.301223,model,0.000189
model_09332,65.671219,-1.883373,model,0.000568
model_09337,38.2565,11.023985,model,4.7e-05
model_09341,53.322193,-24.69606,model,0.000189
Myth Magazine,-50.694469,5.354584,magazine,4.7e-05
L'Officiel Hommes,50.716541,-18.228685,magazine,4.7e-05
The Forest,50.655689,-18.264517,magazine,4.7e-05
model_09350,63.780529,-44.071987,model,9.5e-05
model_09353,19.432976,-7.100897,model,9.5e-05
Marie Claire 2 Spain,-11.626193,10.305177,magazine,9.5e-05
model_09366,7.099661,-17.676235,model,4.7e-05
model_09369,7.183325,19.135574,model,9.5e-05
Absolutmag,2.086954,75.529259,magazine,4.7e-05
