brand,prestige,prestige_raw,prestige_scaled,prestige_percentile,prestige_zscore,record_count,tier
The NY Times Online,0.000013,0.000013,13.217153,46.216267,-0.209032,11,Low
Gala Germany,0.000013,0.000013,13.211914,46.197396,-0.209038,12,Low
Fyodor Golan,0.000013,0.000013,13.203576,46.178524,-0.209048,45,Low
Van Cleef & Arpels,0.000013,0.000013,13.197168,46.159653,-0.209056,14,Low
Raika D,0.000013,0.000013,13.196366,46.140781,-0.209057,9,Low
Vogue Girl Japan,0.000013,0.000013,13.158579,46.121910,-0.209102,11,Low
xojane,0.000013,0.000013,13.151013,46.103038,-0.209111,5,Low
Intermix,0.000013,0.000013,13.147149,46.084167,-0.209116,12,Low
Superga,0.000013,0.000013,13.140940,46.065295,-0.209123,11,Low
Lala Berlin,0.000013,0.000013,13.138120,46.046424,-0.209126,34,Low
Maison Kitsuné,0.000013,0.000013,13.107136,46.027552,-0.209163,40,Low
Marina Spadafora,0.000013,0.000013,13.106886,46.008681,-0.209164,10,Low
BIMBA Y LOLA,0.000013,0.000013,13.104070,45.989809,-0.209167,15,Low
Glamour Greece,0.000013,0.000013,13.099360,45.970938,-0.209173,6,Low
Lover The Label,0.000013,0.000013,13.092849,45.952066,-0.209180,6,Low
Lee Jeans,0.000013,0.000013,13.090864,45.933195,-0.209183,19,Low
NOWNESS,0.000013,0.000013,13.086074,45.914323,-0.209188,2,Low
Cue,0.000013,0.000013,13.081150,45.895452,-0.209194,16,Low
Nodaleto,0.000013,0.000013,13.079550,45.876580,-0.209196,9,Low
BLVD Magazine,0.000013,0.000013,13.062909,45.857709,-0.209216,32,Low
Ji Haye,0.000013,0.000013,13.062540,45.838838,-0.209216,14,Low
XOXO The Mag,0.000013,0.000013,13.051134,45.819966,-0.209230,37,Low
Liz Collins,0.000013,0.000013,13.050137,45.801095,-0.209231,24,Low
INC,0.000013,0.000013,13.043715,45.782223,-0.209239,7,Low
Cuup,0.000013,0.000013,13.042106,45.763352,-0.209241,11,Low
7000 Magazine,0.000013,0.000013,13.041098,45.744480,-0.209242,13,Low
Tout,0.000013,0.000013,13.022293,45.725609,-0.209264,6,Low
L'Officiel Levant,0.000013,0.000013,13.015460,45.706737,-0.209272,23,Low
Eva,0.000013,0.000013,13.004895,45.687866,-0.209285,6,Low
Marc Bouwer,0.000013,0.000013,13.003201,45.668994,-0.209287,28,Low
Visual Tales Magazine,0.000013,0.000013,12.986312,45.650123,-0.209307,29,Low
Andrew GN,0.000013,0.000013,12.977907,45.631251,-0.209317,14,Low
Jayson Brunsdon,0.000013,0.000013,12.955024,45.612380,-0.209344,19,Low
Santa Barbara,0.000013,0.000013,12.946686,45.593508,-0.209354,7,Low
Aristocrazy,0.000013,0.000013,12.904278,45.574637,-0.209405,11,Low
Style H,0.000013,0.000013,12.899766,45.555765,-0.209410,8,Low
L'Officiel Hommes Thailand,0.000013,0.000013,12.890145,45.536894,-0.209422,40,Low
Hood By Air,0.000013,0.000013,12.858930,45.518022,-0.209459,17,Low
Wink,0.000013,0.000013,12.858647,45.499151,-0.209459,28,Low
Grazia Korea,0.000013,0.000013,12.839659,45.480279,-0.209482,10,Low
Collezioni Russia,0.000013,0.000013,12.832175,45.461408,-0.209491,29,Low
Natasha Zinko,0.000013,0.000013,12.829024,45.442536,-0.209495,54,Low
VVV,0.000013,0.000013,12.827829,45.423665,-0.209496,22,Low
Status,0.000013,0.000013,12.826913,45.404793,-0.209497,7,Low
Ellus 2nd Floor,0.000013,0.000013,12.817861,45.385922,-0.209508,39,Low
Boris Bidjan Saberi,0.000013,0.000013,12.806177,45.367050,-0.209522,45,Low
A Perfect Guide,0.000013,0.000013,12.800924,45.348179,-0.209528,13,Low
PatBo,0.000013,0.000013,12.798917,45.329307,-0.209530,33,Low
L'Officiel Baltics,0.000013,0.000013,12.786678,45.310436,-0.209545,88,Low
ICON Germany,0.000013,0.000013,12.756801,45.291564,-0.209581,6,Low
Rad by Rad Hourani,0.000013,0.000013,12.754537,45.272693,-0.209583,29,Low
Harper's Bazaar Latin America,0.000013,0.000013,12.749004,45.253821,-0.209590,9,Low
AB/Soul,0.000013,0.000013,12.712043,45.234950,-0.209634,13,Low
Black Book Magazine,0.000013,0.000013,12.708104,45.216079,-0.209639,16,Low
Top Fashion,0.000013,0.000013,12.687180,45.197207,-0.209663,14,Low
Blush Dream,0.000013,0.000013,12.687110,45.178336,-0.209664,8,Low
Riachuelo,0.000013,0.000013,12.679381,45.159464,-0.209673,28,Low
Cordera,0.000013,0.000013,12.674100,45.140593,-0.209679,15,Low
Tatler Hong Kong,0.000013,0.000013,12.668070,45.121721,-0.209686,55,Low
GAS Jeans,0.000013,0.000013,12.647482,45.102850,-0.209711,10,Low
Josep Font,0.000013,0.000013,12.640709,45.083978,-0.209719,51,Low
Marissa Webb,0.000013,0.000013,12.633363,45.065107,-0.209728,82,Low
StyleCaster,0.000013,0.000013,12.628547,45.046235,-0.209733,15,Low
Chocolate,0.000013,0.000013,12.607774,45.027364,-0.209758,7,Low
Vogue Hombre,0.000013,0.000013,12.604520,45.008492,-0.209762,20,Low
Yoichi Nagasawa,0.000013,0.000013,12.601397,44.989621,-0.209766,34,Low
Moncler Gamme,0.000013,0.000013,12.598751,44.970749,-0.209769,23,Low
Erika Cavallini,0.000013,0.000013,12.597611,44.951878,-0.209770,32,Low
Tata-Naka,0.000013,0.000013,12.591897,44.933006,-0.209777,28,Low
Cake,0.000013,0.000013,12.579887,44.914135,-0.209791,86,Low
Parkchoonmoo,0.000013,0.000013,12.570426,44.895263,-0.209803,57,Low
Gloria Finland,0.000013,0.000013,12.553839,44.876392,-0.209822,42,Low
Makeup by Mario,0.000013,0.000013,12.548469,44.857520,-0.209829,15,Low
René Lezard,0.000013,0.000013,12.538564,44.838649,-0.209840,11,Low
Remix New Zealand,0.000013,0.000013,12.526504,44.819777,-0.209855,15,Low
Black Fashion Fair,0.000013,0.000013,12.518083,44.800906,-0.209865,7,Low
Clash Magazine,0.000012,0.000012,12.484419,44.782034,-0.209905,15,Low
Spijkers en Spijkers,0.000012,0.000012,12.483755,44.763163,-0.209906,31,Low
RAD by Rad Hourani,0.000012,0.000012,12.480255,44.744291,-0.209910,20,Low
Filhas de Gaia,0.000012,0.000012,12.476632,44.725420,-0.209914,54,Low
D,0.000012,0.000012,12.475700,44.706548,-0.209915,9,Low
Urban Outfitters,0.000012,0.000012,12.464472,44.687677,-0.209929,29,Low
Prada Menswear,0.000012,0.000012,12.452671,44.668805,-0.209943,7,Low
Kristina Fidelskaya,0.000012,0.000012,12.434345,44.649934,-0.209965,17,Low
Stonefox Magazine,0.000012,0.000012,12.419794,44.631062,-0.209982,8,Low
Refinery29,0.000012,0.000012,12.414211,44.612191,-0.209989,11,Low
Day Birger et Mikkelsen,0.000012,0.000012,12.399347,44.593319,-0.210006,9,Low
Duncan,0.000012,0.000012,12.395671,44.574448,-0.210011,17,Low
MONROWE Magazine,0.000012,0.000012,12.364903,44.555577,-0.210047,29,Low
La Mer,0.000012,0.000012,12.359565,44.536705,-0.210054,18,Low
Numéro Homme Netherlands,0.000012,0.000012,12.319633,44.517834,-0.210101,34,Low
Ryan Roche,0.000012,0.000012,12.312675,44.498962,-0.210110,31,Low
Basler,0.000012,0.000012,12.312583,44.480091,-0.210110,13,Low
FHM South Africa,0.000012,0.000012,12.303110,44.461219,-0.210121,16,Low
Purpose and Perspective Magazine,0.000012,0.000012,12.302465,44.442348,-0.210122,6,Low
L'Officiel Hommes Germany,0.000012,0.000012,12.298604,44.423476,-0.210126,29,Low
Grazia Bulgaria,0.000012,0.000012,12.278794,44.404605,-0.210150,59,Low
Chistophe Lemaire,0.000012,0.000012,12.259165,44.385733,-0.210173,8,Low
Myself,0.000012,0.000012,12.236255,44.366862,-0.210201,23,Low
Calvin KLein,0.000012,0.000012,12.235453,44.347990,-0.210202,3,Low
A Détacher,0.000012,0.000012,12.224616,44.329119,-0.210214,55,Low
Maxim Mexico,0.000012,0.000012,12.223839,44.310247,-0.210215,39,Low
Forbes Magazine,0.000012,0.000012,12.212661,44.291376,-0.210229,8,Low
Bullett,0.000012,0.000012,12.197778,44.272504,-0.210246,23,Low
SOON International,0.000012,0.000012,12.153091,44.253633,-0.210300,15,Low
Linda Farrow,0.000012,0.000012,12.152687,44.234761,-0.210300,23,Low
Kye,0.000012,0.000012,12.151450,44.215890,-0.210302,24,Low
Sandy Liang,0.000012,0.000012,12.128089,44.197018,-0.210329,94,Low
KIKO Milano Cosmetics,0.000012,0.000012,12.111093,44.178147,-0.210350,11,Low
Anrealage,0.000012,0.000012,12.106437,44.159275,-0.210355,83,Low
ICICLE,0.000012,0.000012,12.104299,44.140404,-0.210358,15,Low
Monique Lhuillier Bridal,0.000012,0.000012,12.096758,44.121532,-0.210367,16,Low
D & G,0.000012,0.000012,12.093982,44.102661,-0.210370,13,Low
Issa London,0.000012,0.000012,12.073029,44.083789,-0.210395,21,Low
Bare Journal,0.000012,0.000012,12.067919,44.064918,-0.210401,16,Low
22/4,0.000012,0.000012,12.051343,44.046046,-0.210421,33,Low
Conde Nast Traveler,0.000012,0.000012,12.001171,44.027175,-0.210481,6,Low
Obsession,0.000012,0.000012,11.963074,44.008303,-0.210526,13,Low
Matalan,0.000012,0.000012,11.958977,43.989432,-0.210531,9,Low
Adolfo Domínguez,0.000012,0.000012,11.948696,43.970560,-0.210543,7,Low
Cï¿½line,0.000012,0.000012,11.938640,43.951689,-0.210555,5,Low
TWP,0.000012,0.000012,11.937747,43.932818,-0.210556,16,Low
Baku,0.000012,0.000012,11.934128,43.913946,-0.210560,16,Low
Lafayette 148,0.000012,0.000012,11.932579,43.895075,-0.210562,10,Low
John John Lab,0.000012,0.000012,11.905469,43.876203,-0.210595,14,Low
John Scher,0.000012,0.000012,11.894955,43.857332,-0.210607,7,Low
CCC,0.000012,0.000012,11.884101,43.838460,-0.210620,10,Low
Plein Sud,0.000012,0.000012,11.880292,43.819589,-0.210625,6,Low
Lutz Huelle,0.000012,0.000012,11.865406,43.800717,-0.210642,74,Low
Devastee,0.000012,0.000012,11.840422,43.781846,-0.210672,20,Low
Steve Madden,0.000012,0.000012,11.826012,43.762974,-0.210689,35,Low
Union,0.000012,0.000012,11.820709,43.744103,-0.210696,15,Low
Gael,0.000012,0.000012,11.818946,43.725231,-0.210698,46,Low
Style Magazine Italy,0.000012,0.000012,11.804381,43.706360,-0.210715,67,Low
Grazia Middle East,0.000012,0.000012,11.757757,43.687488,-0.210770,7,Low
New Magazine,0.000012,0.000012,11.751536,43.668617,-0.210778,16,Low
Abercrombie & Fitch,0.000012,0.000012,11.748765,43.649745,-0.210781,30,Low
Isola Marras,0.000012,0.000012,11.742687,43.630874,-0.210788,28,Low
Lorenzo Riva,0.000012,0.000012,11.741883,43.612002,-0.210789,41,Low
JOY Germany,0.000012,0.000012,11.730625,43.593131,-0.210803,6,Low
Obedient Sons,0.000012,0.000012,11.703833,43.574259,-0.210835,7,Low
Project Runway,0.000012,0.000012,11.679621,43.555388,-0.210864,51,Low
Centrefold,0.000012,0.000012,11.677528,43.536516,-0.210866,10,Low
Plaza Magazine,0.000012,0.000012,11.672567,43.517645,-0.210872,27,Low
Thuy,0.000012,0.000012,11.657891,43.498773,-0.210889,36,Low
Under the influence,0.000012,0.000012,11.645226,43.479902,-0.210905,21,Low
Jacquie Aiche,0.000012,0.000012,11.637104,43.461030,-0.210914,8,Low
Boy by Band of Outsiders,0.000012,0.000012,11.635000,43.442159,-0.210917,23,Low
Comme Des Garcons,0.000012,0.000012,11.620613,43.423287,-0.210934,26,Low
Odd Molly,0.000012,0.000012,11.618505,43.404416,-0.210936,25,Low
Archetype,0.000012,0.000012,11.604133,43.385544,-0.210953,10,Low
ADAM Lippes,0.000012,0.000012,11.593904,43.366673,-0.210966,15,Low
Vasseur Esquivel,0.000012,0.000012,11.573187,43.347801,-0.210990,10,Low
Sachin + Babi,0.000012,0.000012,11.554810,43.328930,-0.211012,36,Low
Vogue Netherlands Man,0.000012,0.000012,11.553281,43.310059,-0.211014,21,Low
Form,0.000012,0.000012,11.530168,43.291187,-0.211042,14,Low
Material Girl,0.000012,0.000012,11.525310,43.272316,-0.211047,13,Low
OK! Magazine UK,0.000012,0.000012,11.519468,43.253444,-0.211054,7,Low
Cantao,0.000011,0.000011,11.488858,43.234573,-0.211091,10,Low
Frida Weyer,0.000011,0.000011,11.476880,43.215701,-0.211105,11,Low
Latest,0.000011,0.000011,11.453022,43.196830,-0.211133,20,Low
Thread Social,0.000011,0.000011,11.441167,43.177958,-0.211148,7,Low
Hola! Alta Costura,0.000011,0.000011,11.435365,43.159087,-0.211154,17,Low
My,0.000011,0.000011,11.421290,43.140215,-0.211171,16,Low
Office,0.000011,0.000011,11.420994,43.121344,-0.211172,30,Low
PULP,0.000011,0.000011,11.410117,43.102472,-0.211185,26,Low
Jérôme Dreyfuss,0.000011,0.000011,11.408820,43.083601,-0.211186,8,Low
L'Beauté Magazine,0.000011,0.000011,11.391465,43.064729,-0.211207,20,Low
Carnale Room,0.000011,0.000011,11.389510,43.045858,-0.211209,25,Low
Velvet United Arab Emirates,0.000011,0.000011,11.385436,43.026986,-0.211214,22,Low
Volt Magazine,0.000011,0.000011,11.381932,43.008115,-0.211218,33,Low
CDLM,0.000011,0.000011,11.374303,42.989243,-0.211227,44,Low
Playboy Germany,0.000011,0.000011,11.362348,42.970372,-0.211241,7,Low
Maxim Colombia,0.000011,0.000011,11.348901,42.951500,-0.211257,9,Low
Lifestyle - Monday China,0.000011,0.000011,11.347559,42.932629,-0.211259,11,Low
Who What Wear,0.000011,0.000011,11.347371,42.913757,-0.211259,9,Low
Patrik Rzepski,0.000011,0.000011,11.334966,42.894886,-0.211274,32,Low
Oday Shakar,0.000011,0.000011,11.330592,42.876014,-0.211279,7,Low
Union Magazine,0.000011,0.000011,11.322541,42.857143,-0.211289,16,Low
Parkchoonmoo - Demoo,0.000011,0.000011,11.314331,42.838271,-0.211299,31,Low
Lolitta,0.000011,0.000011,11.311240,42.819400,-0.211302,25,Low
Andres Sardá,0.000011,0.000011,11.302599,42.800528,-0.211313,20,Low
Josephus Thimister,0.000011,0.000011,11.293311,42.781657,-0.211324,19,Low
Tatras,0.000011,0.000011,11.287884,42.762785,-0.211330,19,Low
DKNY Fragrance,0.000011,0.000011,11.282666,42.743914,-0.211336,6,Low
Eleven Paris,0.000011,0.000011,11.281522,42.725042,-0.211338,5,Low
Gravure,0.000011,0.000011,11.265426,42.706171,-0.211357,15,Low
Moschino Cheap&Chic,0.000011,0.000011,11.263944,42.687299,-0.211359,7,Low
Trenery,0.000011,0.000011,11.236954,42.668428,-0.211391,9,Low
L'Officiel Hommes Korea,0.000011,0.000011,11.230557,42.649557,-0.211398,24,Low
Mujer Unica,0.000011,0.000011,11.228413,42.630685,-0.211401,10,Low
Kaviar Gauche,0.000011,0.000011,11.222001,42.611814,-0.211409,23,Low
Zooc,0.000011,0.000011,11.219437,42.592942,-0.211412,10,Low
Carlos Diez,0.000011,0.000011,11.214170,42.574071,-0.211418,9,Low
Vogue Ukraine Man,0.000011,0.000011,11.212951,42.555199,-0.211419,31,Low
Mirror Mirror Magazine,0.000011,0.000011,11.209818,42.536328,-0.211423,24,Low
Hardy Amies,0.000011,0.000011,11.199948,42.517456,-0.211435,25,Low
Surface Magazine,0.000011,0.000011,11.182841,42.498585,-0.211455,20,Low
Fashion Quarterly,0.000011,0.000011,11.167722,42.479713,-0.211473,28,Low
Glória Coelho,0.000011,0.000011,11.159810,42.460842,-0.211483,23,Low
GIG,0.000011,0.000011,11.159439,42.441970,-0.211483,25,Low
Studio Tomboy,0.000011,0.000011,11.152950,42.423099,-0.211491,9,Low
Ines Valentinitsch,0.000011,0.000011,11.140545,42.404227,-0.211506,24,Low
Boglioli,0.000011,0.000011,11.140108,42.385356,-0.211506,26,Low
Zazo & Brull,0.000011,0.000011,11.135484,42.366484,-0.211512,10,Low
London Fog,0.000011,0.000011,11.127135,42.347613,-0.211522,9,Low
Tse New York,0.000011,0.000011,11.125922,42.328741,-0.211523,3,Low
Pomellato,0.000011,0.000011,11.119717,42.309870,-0.211530,10,Low
Cia.Maritima,0.000011,0.000011,11.111485,42.290998,-0.211540,9,Low
Philip Tracey,0.000011,0.000011,11.108023,42.272127,-0.211544,7,Low
Jiwon Park,0.000011,0.000011,11.090230,42.253255,-0.211566,13,Low
Ágatha,0.000011,0.000011,11.064836,42.234384,-0.211596,22,Low
212,0.000011,0.000011,11.062759,42.215512,-0.211598,7,Low
Espaço,0.000011,0.000011,11.048029,42.196641,-0.211616,19,Low
1am,0.000011,0.000011,11.029639,42.177769,-0.211638,23,Low
Noir Kei Ninomiya,0.000011,0.000011,11.026528,42.158898,-0.211641,63,Low
Julia y Renata,0.000011,0.000011,11.022752,42.140026,-0.211646,10,Low
Man,0.000011,0.000011,11.018824,42.121155,-0.211651,28,Low
Réyes,0.000011,0.000011,11.011602,42.102283,-0.211659,10,Low
Agnès B,0.000011,0.000011,11.009261,42.083412,-0.211662,44,Low
Quality,0.000011,0.000011,10.999912,42.064540,-0.211673,16,Low
Água de Coco,0.000011,0.000011,10.983106,42.045669,-0.211693,31,Low
WRPD Magazine,0.000011,0.000011,10.981388,42.026798,-0.211695,57,Low
ASH,0.000011,0.000011,10.976336,42.007926,-0.211701,11,Low
Mathieu Mirano,0.000011,0.000011,10.960096,41.989055,-0.211721,38,Low
Style,0.000011,0.000011,10.953526,41.970183,-0.211728,10,Low
