event,measurement,year,mean,std,n
editorials,hips-eu_clean,2001,87.904762,1.826025,231
editorials,hips-eu_clean,2006,88.083333,2.053146,372
editorials,hips-eu_clean,2003,87.572249,1.674107,418
editorials,hips-eu_clean,2004,87.812935,2.214244,402
editorials,hips-eu_clean,1997,88.616114,1.968085,211
editorials,hips-eu_clean,1998,88.593640,1.975262,283
editorials,hips-eu_clean,2000,88.760131,2.352863,153
editorials,hips-eu_clean,2007,88.185690,2.314588,594
editorials,hips-eu_clean,1999,88.533178,2.266985,214
editorials,hips-eu_clean,2002,87.972881,1.776698,354
editorials,hips-eu_clean,2005,88.456787,3.307240,442
editorials,hips-eu_clean,1989,90.865672,2.413005,67
editorials,hips-eu_clean,1990,90.379464,1.487554,112
editorials,hips-eu_clean,1991,90.754601,2.511927,163
editorials,hips-eu_clean,1992,90.865471,2.224418,223
editorials,hips-eu_clean,1993,90.051546,2.484652,194
editorials,hips-eu_clean,1994,90.088608,1.906675,158
editorials,hips-eu_clean,1995,89.621019,2.408187,157
editorials,hips-eu_clean,1996,89.291411,2.080046,163
editorials,hips-eu_clean,1981,91.153846,2.075498,13
editorials,hips-eu_clean,1982,90.606383,2.379569,47
editorials,hips-eu_clean,1983,90.808511,3.363088,47
editorials,hips-eu_clean,1984,90.032609,2.528509,46
editorials,hips-eu_clean,1987,90.621429,2.071959,70
editorials,hips-eu_clean,1985,89.709677,2.297731,31
editorials,hips-eu_clean,1986,90.526316,2.032887,76
editorials,hips-eu_clean,1988,92.062500,2.788330,88
editorials,hips-eu_clean,1966,89.000000,0.000000,3
editorials,hips-eu_clean,1967,87.666667,3.265986,6
editorials,hips-eu_clean,1968,89.000000,0.000000,1
editorials,hips-eu_clean,1972,90.666667,1.290994,6
editorials,hips-eu_clean,1974,92.125000,1.250000,4
editorials,hips-eu_clean,1979,94.000000,0.000000,1
editorials,hips-eu_clean,1970,91.500000,0.000000,1
editorials,hips-eu_clean,1973,90.666667,2.041241,6
editorials,hips-eu_clean,1976,91.500000,0.000000,1
editorials,rfm,2022,17.672350,3.337081,4746
editorials,rfm,2023,17.787127,3.282312,4730
editorials,rfm,2024,17.611371,3.283029,4214
editorials,rfm,2016,17.379783,2.405952,10027
editorials,rfm,2017,17.410174,2.559919,8547
editorials,rfm,2018,17.364675,2.676436,8290
editorials,rfm,2019,17.367685,2.812207,8213
editorials,rfm,2020,17.698886,3.173191,6675
editorials,rfm,2021,17.563905,3.195480,5660
editorials,rfm,2014,17.455867,2.248009,9711
editorials,rfm,2015,17.392258,2.277952,10407
editorials,rfm,2008,17.553107,2.227547,1410
editorials,rfm,2009,17.757412,2.371169,2384
editorials,rfm,2010,17.652863,2.322981,3531
editorials,rfm,2011,17.603631,2.121966,5332
editorials,rfm,2012,17.627085,2.218905,6622
editorials,rfm,2013,17.537348,2.130643,8439
editorials,rfm,2001,16.974094,2.432389,231
editorials,rfm,2006,17.328447,2.424820,372
editorials,rfm,2003,17.048674,2.308620,418
editorials,rfm,2004,17.311865,2.126601,402
editorials,rfm,1997,18.284502,2.164993,211
editorials,rfm,1998,17.898024,2.464503,283
editorials,rfm,2000,17.587373,2.604358,153
editorials,rfm,2007,17.552447,2.314540,594
editorials,rfm,1999,17.886214,2.428435,214
editorials,rfm,2002,17.145529,2.561000,354
editorials,rfm,2005,17.491343,2.727111,442
editorials,rfm,1989,18.279422,3.008266,67
editorials,rfm,1990,16.603355,2.344631,112
editorials,rfm,1991,18.417960,3.521439,163
editorials,rfm,1992,18.737923,3.652712,223
editorials,rfm,1993,18.086419,3.331313,194
editorials,rfm,1994,18.634877,3.430184,158
editorials,rfm,1995,18.634142,3.016949,157
editorials,rfm,1996,18.634094,2.494780,163
editorials,rfm,1981,20.818261,4.984577,13
editorials,rfm,1982,20.696862,4.695801,47
editorials,rfm,1983,22.213623,4.779835,47
editorials,rfm,1984,20.011056,4.883030,46
editorials,rfm,1987,17.516297,3.615615,70
editorials,rfm,1985,18.527318,3.878738,31
editorials,rfm,1986,17.072535,3.763938,76
editorials,rfm,1988,19.354816,4.390248,88
editorials,rfm,1966,31.921053,0.000000,3
editorials,rfm,1967,29.208020,6.645545,6
editorials,rfm,1968,31.921053,0.000000,1
editorials,rfm,1972,25.347422,5.091913,6
editorials,rfm,1974,22.136364,0.151515,4
editorials,rfm,1979,22.363636,0.000000,1
editorials,rfm,1970,22.060606,0.000000,1
editorials,rfm,1973,21.477855,1.427442,6
editorials,rfm,1976,22.060606,0.000000,1
